label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
1,3364.34,62.41,0.9416741019794455,217,70,40.70857142857143,0.775,7.29,9.09,4900,False,0.6866,NO_CATEGORY
2,1578.16,28.19,0.9383925706033376,119,70,19.095714285714287,0.425,4.62,7.15,4900,False,0.3220734693877551,NO_CATEGORY
3,360.26,13.73,0.8999368021908574,49,70,4.359183673469388,0.175,3.78,2.16,4900,False,0.07352244897959183,NO_CATEGORY
4,933.17,31.77,0.8750415157601733,134,70,11.291428571428572,0.4785714285714286,2.7,7.71,4900,False,0.19044285714285714,NO_CATEGORY
5,3633.22,53.99,0.8827755215782378,185,70,43.96204081632653,0.6607142857142857,5.77,14.05,4900,False,0.741473469387755,NO_CATEGORY
6,3110.16,33.85,0.9511288084713504,117,70,37.63306122448979,0.41785714285714287,6.59,9.16,4900,False,0.6347265306122448,NO_CATEGORY
7,51.93,11.65,0.4724566518336658,50,70,0.6283673469387755,0.17857142857142858,1.4,2.51,4900,False,0.01059795918367347,NO_CATEGORY
8,4989.26,46.71,0.9598367251583428,184,70,60.37020408163265,0.6571428571428571,10.32,9.12,4900,False,1.0182163265306123,NO_CATEGORY
9,759.27,27.64,0.873675425998525,105,70,9.187142857142858,0.375,2.26,9.29,4900,False,0.1549530612244898,NO_CATEGORY
10,2912.15,40.9,0.8283375870737464,144,70,35.23714285714286,0.5142857142857142,6.39,11.76,4900,False,0.5943163265306123,NO_CATEGORY
11,1892.15,29.03,0.9515755545188516,107,70,22.895102040816326,0.3821428571428571,4.08,8.87,4900,False,0.38615306122448984,NO_CATEGORY
12,2026.34,29.51,0.9385800443736133,82,70,24.518775510204083,0.29285714285714287,4.44,8.97,4900,False,0.41353877551020407,NO_CATEGORY
13,3263.44,35.43,0.953049423215218,126,70,39.487755102040815,0.45,6.8,8.92,4900,False,0.6660081632653061,NO_CATEGORY
14,763.57,21.6,0.9071636108606352,82,70,9.239183673469388,0.29285714285714287,2.4,6.26,4900,False,0.15583061224489797,NO_CATEGORY
