label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
1,181.9,11.3,0.8301262315270936,43,30,11.983333333333333,0.35833333333333334,4.03,1.21,900,False,0.20211111111111113,NO_CATEGORY
2,180.97,13.35,0.8209640397857689,54,30,11.922222222222222,0.45,3.36,1.35,900,False,0.20107777777777777,NO_CATEGORY
3,316.38,13.69,0.8833113580711999,42,30,20.842222222222222,0.35,3.44,1.97,900,False,0.3515333333333333,NO_CATEGORY
4,45.37,8.84,0.5370333399880216,31,30,2.988888888888889,0.25833333333333336,3.56,0.59,900,False,0.05041111111111111,NO_CATEGORY
5,245.86,23.19,0.8160900235136043,74,30,16.196666666666665,0.6166666666666667,3.91,1.69,900,False,0.2731777777777778,NO_CATEGORY
6,905.43,20.9,0.924119054586769,82,30,59.647777777777776,0.6833333333333333,5.09,4.71,900,True,1.0060333333333333,NO_CATEGORY
7,764.83,20.9,0.879005214289868,89,30,50.385555555555555,0.7416666666666667,5.35,3.81,900,False,0.8498111111111112,NO_CATEGORY
8,827.79,18.5,0.9271047809743289,63,30,54.53333333333333,0.525,4.42,3.74,900,False,0.9197666666666666,NO_CATEGORY
9,696.79,18.37,0.9144292702361717,65,30,45.903333333333336,0.5416666666666666,4.22,3.56,900,False,0.7742111111111111,NO_CATEGORY
10,706.59,16.2,0.9410786890401419,43,30,46.54888888888889,0.35833333333333334,3.71,3.9,900,True,0.7851,NO_CATEGORY
11,790.67,18.67,0.9236149420758137,70,30,52.08777777777778,0.5833333333333334,4.2,3.83,900,True,0.8785222222222222,NO_CATEGORY
12,715.09,18.05,0.92898617410548,59,30,47.10888888888889,0.49166666666666664,3.91,4.0,900,True,0.7945444444444445,NO_CATEGORY
13,895.71,18.34,0.935756700086339,62,30,59.007777777777775,0.5166666666666667,4.81,3.9,900,False,0.9952333333333334,NO_CATEGORY
14,803.46,17.73,0.9301921424666094,51,30,52.93,0.425,4.18,3.78,900,False,0.8927333333333334,NO_CATEGORY
15,703.03,16.87,0.9299881751857388,54,30,46.31444444444445,0.45,3.81,3.78,900,True,0.7811444444444444,NO_CATEGORY
16,765.49,16.8,0.9250366867764552,45,30,50.42888888888889,0.375,4.05,3.85,900,True,0.8505444444444444,NO_CATEGORY
17,816.66,17.95,0.9083746060333183,60,30,53.8,0.5,4.33,3.71,900,False,0.9074,NO_CATEGORY
18,831.72,17.81,0.925144926176763,63,30,54.79222222222222,0.525,4.27,4.25,900,True,0.9241333333333334,NO_CATEGORY
19,864.65,17.44,0.9240100214487843,52,30,56.96111111111111,0.43333333333333335,4.28,3.91,900,True,0.9607222222222221,NO_CATEGORY
20,741.2,19.21,0.9114779939436678,72,30,48.82888888888889,0.6,4.0,4.06,900,True,0.8235555555555556,NO_CATEGORY
21,783.49,20.76,0.9090428758732706,81,30,51.614444444444445,0.675,4.28,4.08,900,True,0.8705444444444445,NO_CATEGORY
22,814.42,17.27,0.9288462278305698,54,30,53.65222222222222,0.45,4.06,3.85,900,True,0.9049111111111111,NO_CATEGORY
23,771.53,19.8,0.9147702275726913,89,30,50.82666666666667,0.7416666666666667,4.37,4.37,900,True,0.8572555555555555,NO_CATEGORY
24,866.74,18.88,0.9257944800749441,65,30,57.09888888888889,0.5416666666666666,4.59,3.9,900,False,0.9630444444444445,NO_CATEGORY
25,824.35,16.64,0.9464022926186972,58,30,54.306666666666665,0.48333333333333334,4.42,3.74,900,False,0.9159444444444444,NO_CATEGORY
26,721.84,16.38,0.9315253351906669,56,30,47.553333333333335,0.4666666666666667,3.9,3.69,900,True,0.8020444444444444,NO_CATEGORY
27,853.55,18.3,0.9235022536907608,54,30,56.23,0.45,4.76,3.69,900,False,0.9483888888888888,NO_CATEGORY
28,793.27,19.71,0.9112273563886467,73,30,52.25888888888889,0.6083333333333333,4.39,4.06,900,True,0.8814111111111111,NO_CATEGORY
29,816.97,18.25,0.9276289331060765,63,30,53.82,0.525,4.27,3.74,900,False,0.9077444444444445,NO_CATEGORY
30,814.89,17.59,0.9044873354924462,51,30,53.68333333333333,0.425,4.32,3.98,900,True,0.9054333333333333,NO_CATEGORY
