label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
1,166.18,85.23,0.7569913952059004,39,10,98.53,0.975,12.08,28.83,100,0.4189189189189189,1.6618000000000002,NO_CATEGORY
2,535.64,210.67,0.846970343503307,118,10,317.58,2.95,12.21,66.49,100,0.18359375,5.3564,NO_CATEGORY
3,586.66,208.14,0.8371762780398575,129,10,347.83,3.225,12.86,77.27,100,0.16638655462184873,5.8666,NO_CATEGORY
4,560.57,206.12,0.7926922343064301,119,10,332.36,2.975,12.86,71.17,100,0.18065693430656934,5.605700000000001,NO_CATEGORY
5,435.57,190.8,0.8068295426143464,105,10,258.25,2.625,13.9,59.74,100,0.2326086956521739,4.3557,NO_CATEGORY
6,382.61,143.82,0.8546509437516483,81,10,226.85,2.025,11.43,46.36,100,0.24649859943977592,3.8261000000000003,NO_CATEGORY
7,274.84,189.06,0.7417607428987618,125,10,162.95,3.125,10.52,66.36,100,0.15851272015655576,2.7483999999999997,NO_CATEGORY
8,468.41,160.8,0.8805047398624013,80,10,277.72,2.0,10.52,55.97,100,0.18793503480278423,4.6841,NO_CATEGORY
9,496.12,165.96,0.7878877162907805,116,10,294.15,2.9,15.58,56.75,100,0.2745995423340961,4.9612,NO_CATEGORY
10,741.37,248.2,0.8377518153576398,147,10,439.56,3.675,12.86,83.25,100,0.1544461778471139,7.4137,NO_CATEGORY
11,509.82,216.9,0.6714723653811978,123,10,302.27,3.075,15.06,75.84,100,0.19863013698630136,5.0982,NO_CATEGORY
12,1121.49,399.89,0.7904447165392708,227,10,664.93,5.675,14.03,144.16,100,0.0972972972972973,11.2149,NO_CATEGORY
13,1271.73,436.0,0.7595930086133078,274,10,754.01,6.85,15.71,147.53,100,0.10651408450704225,12.7173,NO_CATEGORY
14,909.58,336.18,0.8258020059719776,186,10,539.29,4.65,12.99,126.36,100,0.10277492291880781,9.0958,NO_CATEGORY
15,1190.91,392.2,0.8299520428793079,242,10,706.09,6.05,13.9,136.36,100,0.1019047619047619,11.9091,NO_CATEGORY
16,1027.76,370.16,0.7329235876402738,186,10,609.36,4.65,15.32,138.96,100,0.1102803738317757,10.2776,NO_CATEGORY
17,1118.52,361.85,0.8060995028504053,212,10,663.17,5.3,11.43,130.0,100,0.08791208791208792,11.1852,NO_CATEGORY
18,1063.18,335.68,0.7327296609282916,199,10,630.36,4.975,14.81,122.47,100,0.12089077412513255,10.6318,NO_CATEGORY
19,681.51,284.09,0.7724674530195569,165,10,404.07,4.125,12.73,110.26,100,0.1154299175500589,6.8151,NO_CATEGORY
20,778.78,310.55,0.8182527024632288,167,10,461.74,4.175,11.17,104.68,100,0.10669975186104218,7.7878,NO_CATEGORY
21,671.16,250.13,0.8275381607952419,155,10,397.93,3.875,11.43,91.17,100,0.12535612535612536,6.7116,NO_CATEGORY
