label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
24,395.26,94.61,0.9029436695692379,43,20,58.5875,0.5375,21.17,22.99,400,0.9209039548022598,0.98815,2
25,314.15,101.3,0.8824560572321979,57,20,46.565,0.7125,18.96,21.95,400,0.863905325443787,0.7853749999999999,2
26,342.76,87.94,0.9142522944034551,34,20,50.805,0.425,20.0,21.43,400,0.9333333333333333,0.8569,2
27,342.76,91.93,0.8915895230991971,44,20,50.805,0.55,21.3,22.47,400,0.9479768786127167,0.8569,2
28,356.4,91.74,0.8895764923802307,38,20,52.8275,0.475,20.91,20.91,400,1.0,0.8909999999999999,2
29,561.61,133.58,0.8960710441334768,58,20,83.245,0.725,20.52,35.71,400,0.5745454545454546,1.404025,3
30,428.0,114.26,0.8622201080493357,59,20,63.44,0.7375,21.3,37.92,400,0.5616438356164384,1.07,2
31,386.98,106.85,0.8837872192904742,46,20,57.36,0.575,20.26,23.77,400,0.8524590163934426,0.96745,2
32,796.32,154.2,0.9140611387528313,70,20,118.035,0.875,33.77,32.6,400,1.0358565737051793,1.9908000000000001,3
33,357.31,90.8,0.9222497932175352,44,20,52.9625,0.55,20.13,22.21,400,0.9064327485380117,0.893275,2
34,362.74,91.4,0.9254701148930677,29,20,53.7675,0.3625,19.09,22.73,400,0.84,0.90685,2
35,261.33,82.03,0.9102872921684977,35,20,38.735,0.4375,14.42,22.47,400,0.6416184971098265,0.6533249999999999,1
36,377.77,94.94,0.9141667687033183,37,20,55.995,0.4625,20.65,22.47,400,0.9190751445086706,0.944425,2
37,369.66,90.11,0.9242999325236168,38,20,54.7925,0.475,20.26,21.56,400,0.9397590361445783,0.92415,2
38,417.22,101.47,0.898351249273678,52,20,61.8425,0.65,21.17,24.94,400,0.8489583333333334,1.04305,2
39,384.53,90.03,0.9304954697575708,33,20,56.9975,0.4125,19.74,23.64,400,0.8351648351648352,0.961325,2
40,384.36,97.59,0.9130208333333333,38,20,56.9725,0.475,20.13,24.68,400,0.8157894736842105,0.9609000000000001,2
41,387.54,96.14,0.9064620482878334,51,20,57.4425,0.6375,20.52,23.77,400,0.8633879781420765,0.9688500000000001,2
42,364.39,94.8,0.8857775408962322,43,20,54.0125,0.5375,19.35,29.61,400,0.6535087719298246,0.910975,2
43,381.72,102.02,0.9076398636454782,58,20,56.58,0.725,21.04,22.34,400,0.9418604651162791,0.9543,2
44,367.19,91.76,0.9033609958506225,39,20,54.4275,0.4875,20.13,21.3,400,0.9451219512195121,0.917975,2
45,370.57,102.68,0.886320545403203,46,20,54.9275,0.575,20.78,23.9,400,0.8695652173913043,0.9264249999999999,2
46,360.45,96.09,0.9004761302827287,43,20,53.4275,0.5375,20.65,24.16,400,0.8548387096774194,0.901125,2
47,219.09,74.15,0.911578947368421,23,20,32.475,0.2875,13.64,21.04,400,0.6481481481481481,0.547725,1
48,358.93,93.82,0.9039972813389405,42,20,53.2025,0.525,20.13,23.64,400,0.8516483516483516,0.897325,2
49,273.94,84.01,0.9094064949608063,34,20,40.605,0.425,16.75,19.74,400,0.8486842105263158,0.68485,1
50,331.59,92.27,0.9104802482285926,32,20,49.15,0.4,18.96,22.73,400,0.8342857142857143,0.8289749999999999,2
51,339.87,85.71,0.9189201513976926,37,20,50.3775,0.4625,20.65,19.74,400,1.0460526315789473,0.849675,2
52,315.72,85.35,0.9238931938206406,22,20,46.7975,0.275,19.35,18.57,400,1.0419580419580419,0.7893000000000001,2
53,500.4,123.36,0.8019298862069898,62,20,74.1725,0.775,24.03,31.04,400,0.7740585774058577,1.251,3
54,320.83,89.38,0.903057349031523,39,20,47.555,0.4875,19.35,24.29,400,0.7967914438502673,0.802075,2
55,337.34,98.73,0.9020023450888428,43,20,50.0025,0.5375,20.13,27.14,400,0.7416267942583732,0.8433499999999999,2
56,334.52,86.39,0.9128733833479081,30,20,49.585,0.375,19.48,20.52,400,0.9493670886075949,0.8362999999999999,2
57,332.05,90.45,0.9220213563132259,34,20,49.2175,0.425,18.18,20.91,400,0.8695652173913043,0.830125,2
58,328.37,99.75,0.919172843586233,38,20,48.6725,0.475,19.61,20.65,400,0.949685534591195,0.820925,2
59,297.81,90.43,0.8878664454166039,40,20,44.1425,0.5,19.48,19.74,400,0.9868421052631579,0.744525,2
60,309.41,89.81,0.913231780167264,42,20,45.8625,0.525,17.92,21.43,400,0.8363636363636363,0.773525,2
