label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
1,334.29,102.02,0.9113062669548025,60,20,49.55,0.75,22.34,20.65,400,1.0817610062893082,0.835725,2
2,195.5,142.68,0.7794889038332212,63,20,28.9775,0.7875,18.7,16.75,400,1.1162790697674418,0.48875,1
3,390.66,108.75,0.871374289906324,60,20,57.905,0.75,23.12,28.57,400,0.8090909090909091,0.97665,2
4,241.54,78.52,0.9017126306510514,44,20,35.8025,0.55,19.61,19.22,400,1.0202702702702702,0.60385,1
5,316.56,107.34,0.8749300764497483,47,20,46.9225,0.5875,21.95,19.61,400,1.119205298013245,0.7914,2
6,323.21,95.23,0.8808954675002298,40,20,47.9075,0.5,19.48,20.52,400,0.9493670886075949,0.808025,2
7,222.04,107.71,0.8494644470254227,58,20,32.9125,0.725,18.7,16.36,400,1.1428571428571428,0.5550999999999999,1
8,355.0,105.74,0.9049400232168193,44,20,52.62,0.55,20.39,22.86,400,0.8920454545454546,0.8875,2
9,364.68,92.11,0.9026844236630067,45,20,54.055,0.5625,19.87,22.08,400,0.9,0.9117000000000001,2
10,326.18,87.39,0.9040295437546746,38,20,48.3475,0.475,19.09,20.52,400,0.930379746835443,0.81545,2
11,369.3,90.24,0.9185334340129205,25,20,54.74,0.3125,21.43,20.39,400,1.0509554140127388,0.92325,2
12,395.19,93.77,0.9260532764208363,36,20,58.5775,0.45,23.12,22.47,400,1.0289017341040463,0.987975,2
13,368.86,102.96,0.8899650036624074,53,20,54.675,0.6625,20.0,22.6,400,0.8850574712643678,0.92215,2
14,400.49,97.93,0.9127426484720353,36,20,59.3625,0.45,20.52,23.51,400,0.8729281767955801,1.001225,2
15,313.29,87.14,0.9050380042876632,36,20,46.4375,0.45,18.96,19.87,400,0.954248366013072,0.7832250000000001,2
16,465.93,128.86,0.7666370649941722,66,20,69.0625,0.825,21.56,37.92,400,0.5684931506849316,1.164825,2
17,369.56,98.49,0.8820143305691973,43,20,54.7775,0.5375,19.61,26.36,400,0.7438423645320197,0.9239,2
18,365.24,102.13,0.9019534341288683,43,20,54.1375,0.5375,20.13,22.6,400,0.8908045977011494,0.9131,2
19,322.31,83.22,0.909177410913935,31,20,47.775,0.3875,18.83,21.04,400,0.8950617283950617,0.805775,2
20,331.27,94.09,0.8899007747723257,49,20,49.1025,0.6125,20.65,21.04,400,0.9814814814814815,0.828175,2
21,377.97,104.54,0.9192714742800886,44,20,56.025,0.55,20.78,23.9,400,0.8695652173913043,0.944925,2
22,424.52,109.52,0.8897136797454931,63,20,62.925,0.7875,23.64,34.29,400,0.6893939393939394,1.0613,2
23,359.39,91.71,0.9116892007530378,47,20,53.27,0.5875,20.78,24.81,400,0.837696335078534,0.8984749999999999,2
