label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
1,1786.05,101.63,0.7245588466722773,443,30,117.66111111111111,3.691666666666667,21.15,2.56,900,8.25,1.9845,NO_CATEGORY
2,748.29,16.55,0.9333529684015652,52,30,49.29555555555555,0.43333333333333335,3.79,4.01,900,0.9453781512605042,0.8314333333333332,NO_CATEGORY
3,826.28,18.82,0.9346204475647214,68,30,54.43333333333333,0.5666666666666667,4.54,3.79,900,1.1955555555555555,0.9180888888888888,NO_CATEGORY
4,712.63,17.92,0.9028590965425873,68,30,46.946666666666665,0.5666666666666667,4.3,4.35,900,0.9883720930232558,0.7918111111111111,NO_CATEGORY
5,703.02,16.63,0.9116598499595372,64,30,46.31333333333333,0.5333333333333333,3.95,3.68,900,1.073394495412844,0.7811333333333333,NO_CATEGORY
6,778.22,18.08,0.9308250958240871,77,30,51.26777777777778,0.6416666666666667,4.08,3.79,900,1.0755555555555556,0.864688888888889,NO_CATEGORY
7,804.67,18.65,0.870935942605743,66,30,53.01,0.55,4.42,4.45,900,0.9924242424242424,0.8940777777777777,NO_CATEGORY
8,852.55,21.48,0.9370631963368741,81,30,56.16444444444444,0.675,4.39,4.44,900,0.9885931558935361,0.9472777777777778,NO_CATEGORY
9,779.35,17.06,0.9464973371569029,62,30,51.34222222222222,0.5166666666666667,4.44,3.79,900,1.1688888888888889,0.8659444444444445,NO_CATEGORY
10,818.91,18.54,0.932008830022075,76,30,53.94777777777778,0.6333333333333333,4.71,3.98,900,1.1822033898305084,0.9098999999999999,NO_CATEGORY
11,664.65,16.7,0.9254814466885862,54,30,43.785555555555554,0.45,4.33,3.09,900,1.4043715846994536,0.7384999999999999,NO_CATEGORY
12,785.24,16.97,0.9474937419866902,52,30,51.73,0.43333333333333335,3.88,3.95,900,0.9829059829059829,0.8724888888888889,NO_CATEGORY
13,514.67,14.03,0.9457616612428328,63,30,33.90555555555556,0.525,4.0,3.58,900,1.1179245283018868,0.5718555555555556,NO_CATEGORY
14,659.18,18.17,0.929021369654615,68,30,43.425555555555555,0.5666666666666667,3.64,3.76,900,0.968609865470852,0.7324222222222222,NO_CATEGORY
15,784.06,17.27,0.9360301224226805,60,30,51.65222222222222,0.5,3.91,4.44,900,0.8821292775665399,0.8711777777777777,NO_CATEGORY
16,770.03,17.94,0.921504117552075,62,30,50.727777777777774,0.5166666666666667,3.71,4.05,900,0.9166666666666666,0.8555888888888888,NO_CATEGORY
17,836.56,18.86,0.9173972552065993,61,30,55.111111111111114,0.5083333333333333,4.22,4.05,900,1.0416666666666667,0.9295111111111111,NO_CATEGORY
18,747.39,17.25,0.9235145780797366,68,30,49.236666666666665,0.5666666666666667,4.1,3.85,900,1.0657894736842106,0.8304333333333334,NO_CATEGORY
19,1315.03,28.11,0.7956080736341558,103,30,86.63111111111111,0.8583333333333333,7.19,4.17,900,1.7246963562753037,1.4611444444444444,NO_CATEGORY
20,746.2,17.64,0.9218811860557188,52,30,49.15777777777778,0.43333333333333335,3.88,3.9,900,0.9956709956709957,0.8291111111111111,NO_CATEGORY
21,744.34,16.58,0.934386314073384,57,30,49.035555555555554,0.475,4.18,3.73,900,1.1221719457013575,0.8270444444444445,NO_CATEGORY
22,677.72,17.05,0.9219438325991189,62,30,44.64666666666667,0.5166666666666667,3.54,3.79,900,0.9333333333333333,0.7530222222222223,NO_CATEGORY
23,317.34,17.25,0.8418721195579221,71,30,20.905555555555555,0.5916666666666667,2.51,3.98,900,0.6313559322033898,0.35259999999999997,NO_CATEGORY
24,785.34,17.0,0.9274574245593068,45,30,51.736666666666665,0.375,4.25,3.66,900,1.1612903225806452,0.8726,NO_CATEGORY
25,752.06,16.4,0.9306645516780765,45,30,49.544444444444444,0.375,4.2,3.58,900,1.1745283018867925,0.8356222222222222,NO_CATEGORY
26,500.3,14.47,0.9015561364050818,58,30,32.958888888888886,0.48333333333333334,3.64,3.29,900,1.1076923076923078,0.5558888888888889,NO_CATEGORY
27,852.69,18.4,0.9435786408854215,74,30,56.17333333333333,0.6166666666666667,5.25,3.85,900,1.3640350877192982,0.9474333333333333,NO_CATEGORY
28,706.46,16.07,0.9523441407848665,58,30,46.54,0.48333333333333334,3.95,3.56,900,1.1090047393364928,0.7849555555555556,NO_CATEGORY
