label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
1,138.44,187.8,0.8016407852329329,88,40,5.13,0.55,24.81,13.12,1600,1.891089108910891,0.086525,1
2,176.59,102.0,0.8091815441687921,46,40,6.54375,0.2875,29.48,8.96,1600,3.289855072463768,0.11036875,1
3,211.54,115.24,0.7976341897735945,41,40,7.83875,0.25625,38.44,8.96,1600,4.2898550724637685,0.13221249999999998,1
4,474.18,171.25,0.8370998957868095,88,40,17.57125,0.55,28.96,22.86,1600,1.2670454545454546,0.29636250000000003,1
5,2.29,7.33,0.6974358974358974,1,40,0.085,0.00625,2.47,1.95,1600,1.2666666666666666,0.00143125,0
6,1460.58,180.51,0.938762236170282,71,40,54.12375,0.44375,45.32,37.79,1600,1.1993127147766323,0.9128624999999999,2
7,1318.96,165.02,0.9350160218087905,54,40,48.875625,0.3375,37.92,40.13,1600,0.9449838187702265,0.82435,2
8,1336.72,178.95,0.9220835126990959,79,40,49.53375,0.49375,43.77,37.01,1600,1.182456140350877,0.83545,2
9,987.04,144.96,0.9359177341713445,62,40,36.57625,0.3875,35.71,31.3,1600,1.1410788381742738,0.6169,1
10,1754.53,198.95,0.9415821868211441,99,40,65.01625,0.61875,54.29,42.73,1600,1.2705167173252279,1.09658125,2
11,1357.26,173.17,0.9533128783481217,76,40,50.295,0.475,40.0,40.39,1600,0.9903536977491961,0.8482875,2
12,1199.2,164.14,0.8960089725656245,56,40,44.438125,0.35,43.51,32.86,1600,1.3241106719367588,0.7495,1
13,689.96,128.84,0.9278925760428244,58,40,25.5675,0.3625,40.39,20.13,1600,2.0064516129032257,0.431225,1
14,1815.07,260.39,0.7400866515370332,141,40,67.26,0.88125,60.0,52.73,1600,1.1379310344827587,1.13441875,2
15,1484.48,194.12,0.92697132144625,107,40,55.009375,0.66875,48.44,46.88,1600,1.0332409972299168,0.9278,2
16,1258.69,159.94,0.9409421020778697,46,40,46.6425,0.2875,35.32,39.48,1600,0.8947368421052632,0.78668125,1
17,1042.53,153.79,0.9385790424708079,69,40,38.6325,0.43125,41.04,30.13,1600,1.3620689655172413,0.65158125,1
18,1409.09,176.52,0.9474370605579496,77,40,52.215625,0.48125,42.21,38.83,1600,1.0869565217391304,0.88068125,2
19,1355.91,186.35,0.9332822531025435,84,40,50.245,0.525,42.86,39.09,1600,1.0963455149501662,0.84744375,2
20,1502.22,237.57,0.8712924557833777,122,40,55.666875,0.7625,54.81,41.04,1600,1.3354430379746836,0.9388875,2
21,1343.29,192.9,0.938921308576481,87,40,49.7775,0.54375,41.82,39.09,1600,1.069767441860465,0.83955625,2
