label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
1,334.29,13.25,0.9113062669548025,60,20,49.55,0.75,2.9,2.68,400,True,0.835725,NO_CATEGORY
2,195.5,18.53,0.7794889038332212,63,20,28.9775,0.7875,2.43,2.18,400,False,0.48875,NO_CATEGORY
3,390.66,14.12,0.871374289906324,60,20,57.905,0.75,3.0,3.71,400,False,0.97665,NO_CATEGORY
4,241.54,10.2,0.9017126306510514,44,20,35.8025,0.55,2.55,2.5,400,True,0.60385,NO_CATEGORY
5,316.56,13.94,0.8749300764497483,47,20,46.9225,0.5875,2.85,2.55,400,False,0.7914,NO_CATEGORY
6,323.21,12.37,0.8808954675002298,40,20,47.9075,0.5,2.53,2.66,400,True,0.808025,NO_CATEGORY
7,222.04,13.99,0.8494644470254227,58,20,32.9125,0.725,2.43,2.13,400,False,0.5550999999999999,NO_CATEGORY
8,355.0,13.73,0.9049400232168193,44,20,52.62,0.55,2.65,2.97,400,False,0.8875,NO_CATEGORY
9,364.68,11.96,0.9026844236630067,45,20,54.055,0.5625,2.58,2.87,400,False,0.9117000000000001,NO_CATEGORY
10,326.18,11.35,0.9040295437546746,38,20,48.3475,0.475,2.48,2.66,400,True,0.81545,NO_CATEGORY
11,369.3,11.72,0.9185334340129205,25,20,54.74,0.3125,2.78,2.65,400,True,0.92325,NO_CATEGORY
12,395.19,12.18,0.9260532764208363,36,20,58.5775,0.45,3.0,2.92,400,True,0.987975,NO_CATEGORY
13,368.86,13.37,0.8899650036624074,53,20,54.675,0.6625,2.6,2.93,400,False,0.92215,NO_CATEGORY
14,400.49,12.72,0.9127426484720353,36,20,59.3625,0.45,2.66,3.05,400,False,1.001225,NO_CATEGORY
15,313.29,11.32,0.9050380042876632,36,20,46.4375,0.45,2.46,2.58,400,True,0.7832250000000001,NO_CATEGORY
16,465.93,16.73,0.7666370649941722,66,20,69.0625,0.825,2.8,4.92,400,False,1.164825,NO_CATEGORY
