label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
1,215.69,12.61,0.8889197831224802,50,30,14.20888888888889,0.4166666666666667,3.05,1.94,900,False,0.23965555555555557,NO_CATEGORY
2,908.11,21.42,0.9178187273068203,89,30,59.824444444444445,0.7416666666666667,4.74,4.72,900,True,1.009011111111111,NO_CATEGORY
3,802.43,17.47,0.9377352912190795,60,30,52.86222222222222,0.5,4.27,3.91,900,True,0.8915888888888889,NO_CATEGORY
4,641.52,16.41,0.8950910716807079,52,30,42.26222222222222,0.43333333333333335,3.41,3.96,900,False,0.7128,NO_CATEGORY
5,723.97,17.18,0.925664747363654,55,30,47.693333333333335,0.4583333333333333,3.83,3.76,900,True,0.8044111111111112,NO_CATEGORY
6,866.47,18.84,0.907730364873222,68,30,57.08111111111111,0.5666666666666667,5.25,3.56,900,False,0.9627444444444445,NO_CATEGORY
7,724.07,17.17,0.9345814738217045,60,30,47.7,0.5,4.18,3.83,900,True,0.8045222222222222,NO_CATEGORY
8,979.49,20.29,0.9338457580240561,85,30,64.52666666666667,0.7083333333333334,5.11,4.49,900,False,1.0883222222222222,NO_CATEGORY
9,784.79,17.5,0.9155663997166525,55,30,51.7,0.4583333333333333,4.22,3.9,900,True,0.8719888888888888,NO_CATEGORY
10,860.4,18.19,0.9335688011273173,75,30,56.681111111111115,0.625,4.27,4.25,900,True,0.956,NO_CATEGORY
11,776.4,17.09,0.9302038919312142,65,30,51.147777777777776,0.5416666666666666,4.33,3.88,900,False,0.8626666666666667,NO_CATEGORY
12,811.32,18.27,0.9175409148132606,57,30,53.44777777777778,0.475,4.08,4.35,900,True,0.9014666666666667,NO_CATEGORY
13,732.82,17.52,0.9240142911828506,56,30,48.276666666666664,0.4666666666666667,3.96,3.66,900,True,0.8142444444444445,NO_CATEGORY
14,807.42,17.12,0.9381332183660271,50,30,53.19111111111111,0.4166666666666667,3.86,4.0,900,True,0.8971333333333333,NO_CATEGORY
15,687.64,17.6,0.9083010292741612,57,30,45.3,0.475,3.58,4.17,900,False,0.7640444444444444,NO_CATEGORY
16,723.91,19.98,0.8633584101058052,74,30,47.69,0.6166666666666667,3.61,4.54,900,False,0.8043444444444444,NO_CATEGORY
17,721.47,17.64,0.9063671999152453,64,30,47.528888888888886,0.5333333333333333,4.27,3.64,900,False,0.8016333333333333,NO_CATEGORY
18,1173.25,22.4,0.9270854157504032,85,30,77.2911111111111,0.7083333333333334,5.87,4.25,900,False,1.303611111111111,NO_CATEGORY
19,842.97,19.15,0.9144299906690817,69,30,55.53333333333333,0.575,4.84,4.22,900,False,0.9366333333333333,NO_CATEGORY
20,796.52,18.5,0.9136743538151989,70,30,52.473333333333336,0.5833333333333334,4.3,3.88,900,False,0.8850222222222222,NO_CATEGORY
21,852.94,17.6,0.9420300653838273,48,30,56.19,0.4,4.66,3.83,900,False,0.9477111111111112,NO_CATEGORY
22,716.97,17.79,0.8953975776724592,87,30,47.23222222222222,0.725,5.08,3.58,900,False,0.7966333333333334,NO_CATEGORY
23,750.33,19.14,0.9037664553876158,76,30,49.43,0.6333333333333333,3.9,4.23,900,True,0.8337,NO_CATEGORY
24,771.95,17.64,0.9251308794696097,66,30,50.85444444444445,0.55,4.52,3.95,900,False,0.8577222222222223,NO_CATEGORY
25,886.27,20.91,0.9011198189083052,86,30,58.385555555555555,0.7166666666666667,5.21,4.1,900,False,0.9847444444444444,NO_CATEGORY
26,763.8,18.99,0.9136689196005245,77,30,50.31777777777778,0.6416666666666667,3.98,3.96,900,True,0.8486666666666666,NO_CATEGORY
