label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
1,1690.06,48.66,0.919378664293382,186,60,27.834444444444443,0.775,6.8,4.86,3600,False,0.4694611111111111,NO_CATEGORY
2,2146.56,33.35,0.9464283058435088,132,60,35.352777777777774,0.55,9.09,4.92,3600,False,0.5962666666666666,NO_CATEGORY
3,3316.89,85.4,0.8810255537237474,322,60,54.6275,1.3416666666666666,8.57,8.18,3600,True,0.9213583333333333,NO_CATEGORY
4,3.93,1.27,0.7639344262295082,1,60,0.06472222222222222,0.004166666666666667,0.39,0.29,3600,False,0.0010916666666666668,NO_CATEGORY
5,8282.59,79.91,0.8169296185146492,346,60,136.41,1.4416666666666667,10.83,20.22,3600,False,2.3007194444444443,NO_CATEGORY
6,882.71,23.46,0.8764003550077867,86,60,14.537777777777778,0.35833333333333334,8.72,2.29,3600,False,0.24519722222222223,NO_CATEGORY
7,3383.6,34.97,0.9514130295600377,113,60,55.72611111111111,0.4708333333333333,8.28,7.79,3600,True,0.9398888888888889,NO_CATEGORY
8,1826.63,27.65,0.9289365790060556,113,60,30.08361111111111,0.4708333333333333,7.83,4.87,3600,False,0.5073972222222223,NO_CATEGORY
