label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized
4,987.64,231.82,0.8567227505486467,119.0,50.0,23.4228,0.595,16.62,82.73,2500.0,0.20094191522762953,0.395056
5,349.35,97.5,0.9095819427366942,47.0,50.0,8.2852,0.235,21.95,28.31,2500.0,0.7752293577981652,0.13974
6,44.78,51.69,0.6135890917494801,30.0,50.0,1.062,0.15,16.62,7.14,2500.0,2.327272727272727,0.017912
7,91.84,54.2,0.8611418630396963,28.0,50.0,2.178,0.14,14.68,11.56,2500.0,1.2696629213483146,0.036736000000000005
8,2.06,7.42,0.7011494252873564,2.0,50.0,0.0488,0.01,2.34,1.82,2500.0,1.2857142857142858,0.000824
9,27.04,23.91,0.898542600896861,12.0,50.0,0.6412,0.06,7.53,6.49,2500.0,1.16,0.010816
10,68.92,89.78,0.37475924057598825,51.0,50.0,1.6344,0.255,25.58,16.49,2500.0,1.5511811023622046,0.027568000000000002
11,2382.98,245.82,0.9479358859956927,131.0,50.0,56.5148,0.655,51.56,57.14,2500.0,0.9022727272727272,0.953192
12,1187.62,205.35,0.855816327770823,108.0,50.0,28.1656,0.54,57.27,37.66,2500.0,1.5206896551724138,0.47504799999999997
13,1627.08,215.16,0.9386158651086312,113.0,50.0,38.588,0.565,47.66,45.58,2500.0,1.0455840455840455,0.650832
14,2300.06,227.18,0.9498836771937645,107.0,50.0,54.5484,0.535,53.64,57.79,2500.0,0.9280898876404494,0.920024
15,1764.54,189.3,0.9551982616158573,62.0,50.0,41.848,0.31,42.86,47.53,2500.0,0.9016393442622951,0.705816
16,1480.21,184.71,0.9323488792096037,67.0,50.0,35.1048,0.335,49.35,33.38,2500.0,1.4785992217898833,0.592084
17,2096.15,250.15,0.9308392315470172,146.0,50.0,49.7124,0.73,50.0,52.47,2500.0,0.9529702970297029,0.83846
18,1532.13,201.26,0.9452751849655043,100.0,50.0,36.336,0.5,47.14,49.22,2500.0,0.9577836411609498,0.6128520000000001
19,1948.08,207.3,0.9479342776947951,98.0,50.0,46.2008,0.49,47.66,51.3,2500.0,0.9291139240506329,0.7792319999999999
20,1590.77,226.76,0.9048148965358455,131.0,50.0,37.7268,0.655,49.09,53.77,2500.0,0.9130434782608695,0.636308
21,1373.64,186.87,0.9465053575994236,82.0,50.0,32.5772,0.41,41.43,38.57,2500.0,1.0740740740740742,0.549456
1,6.12,16.77,0.6901140684410646,5.0,50.0,0.1452,0.025,2.08,5.45,2500.0,0.38095238095238093,0.002448
2,1196.76,241.04,0.9161050429932606,119.0,50.0,28.3824,0.595,42.86,38.18,2500.0,1.1224489795918366,0.478704
3,19.38,37.53,0.5808897876643074,20.0,50.0,0.4596,0.1,5.32,11.56,2500.0,0.4606741573033708,0.007751999999999999
4,146.4,61.51,0.839458413926499,30.0,50.0,3.472,0.15,12.73,17.01,2500.0,0.7480916030534351,0.05856
5,14.99,71.1,0.4963707426018984,22.0,50.0,0.3556,0.11,9.61,4.16,2500.0,2.3125,0.0059960000000000005
6,46.21,38.51,0.8292978208232445,18.0,50.0,1.096,0.09,10.78,7.4,2500.0,1.456140350877193,0.018484
7,569.27,193.38,0.5264290727598846,113.0,50.0,13.5008,0.565,31.17,55.32,2500.0,0.5633802816901409,0.227708
8,141.74,118.7,0.7125052988554472,60.0,50.0,3.3616,0.3,45.32,5.97,2500.0,7.586956521739131,0.056696
9,1.69,6.96,0.6535947712418301,2.0,50.0,0.04,0.01,2.21,1.95,2500.0,1.1333333333333333,0.000676
10,4867.76,460.22,0.8524810000206763,227.0,50.0,115.444,1.135,57.79,125.97,2500.0,0.4587628865979381,1.9471040000000002
11,2226.58,237.84,0.9439752876316598,105.0,50.0,52.8056,0.525,49.35,50.52,2500.0,0.9768637532133676,0.890632
12,1131.82,180.91,0.9272626779052093,82.0,50.0,26.8424,0.41,34.29,46.62,2500.0,0.7353760445682451,0.45272799999999996
13,460.16,138.11,0.8100412695585048,67.0,50.0,10.9132,0.335,19.61,42.08,2500.0,0.4660493827160494,0.184064
14,920.49,181.7,0.8669462447579108,102.0,50.0,21.8304,0.51,45.45,55.32,2500.0,0.8215962441314554,0.368196
15,1491.95,190.03,0.929053805677796,89.0,50.0,35.3832,0.445,49.22,33.77,2500.0,1.4576923076923076,0.59678
16,267.75,101.09,0.8080525297770539,56.0,50.0,6.35,0.28,24.16,31.95,2500.0,0.7560975609756098,0.1071
17,786.96,151.15,0.9034912766493038,67.0,50.0,18.6636,0.335,18.96,48.57,2500.0,0.39037433155080214,0.314784
18,1440.66,185.29,0.9513716405110099,84.0,50.0,34.1668,0.42,51.43,37.53,2500.0,1.3702422145328719,0.576264
19,233.23,86.57,0.8514778325123152,51.0,50.0,5.5312,0.255,22.34,20.78,2500.0,1.075,0.093292
20,897.97,149.63,0.9101959175300031,51.0,50.0,21.2964,0.255,21.82,49.09,2500.0,0.4444444444444444,0.359188
21,733.01,166.2,0.908311910882605,72.0,50.0,17.384,0.36,19.22,47.4,2500.0,0.4054794520547945,0.293204
22,1578.76,193.29,0.9551043314116626,99.0,50.0,37.442,0.495,46.23,46.62,2500.0,0.9916434540389972,0.631504
23,1038.01,150.63,0.9197752271640364,58.0,50.0,24.6176,0.29,34.29,34.55,2500.0,0.9924812030075187,0.415204
24,1017.88,160.44,0.9337624359827328,68.0,50.0,24.14,0.34,49.35,24.16,2500.0,2.043010752688172,0.407152
1,1278.63,175.56,0.9315900070044362,79.0,50.0,30.324,0.395,29.35,54.42,2500.0,0.5393794749403341,0.511452
2,571.7,305.14,0.7521913765173202,141.0,50.0,13.5584,0.705,48.57,20.13,2500.0,2.412903225806452,0.22868000000000002
3,925.31,201.18,0.8889140931332836,87.0,50.0,21.9448,0.435,43.64,27.01,2500.0,1.6153846153846154,0.37012399999999995
4,339.7,155.21,0.8184404079808201,78.0,50.0,8.0564,0.39,43.12,12.6,2500.0,3.422680412371134,0.13588
5,4632.93,467.0,0.7723455165568687,226.0,50.0,109.8748,1.13,54.29,127.4,2500.0,0.4260958205912334,1.853172
6,1975.51,226.76,0.9535315379856069,108.0,50.0,46.8512,0.54,50.39,44.94,2500.0,1.1213872832369942,0.790204
7,1239.99,175.93,0.9423096641886696,84.0,50.0,29.4076,0.42,28.31,51.82,2500.0,0.5463659147869674,0.495996
8,1828.77,199.19,0.9565769739744155,87.0,50.0,43.3712,0.435,42.6,49.48,2500.0,0.8608923884514436,0.731508
9,2211.77,229.57,0.9304582898741991,116.0,50.0,52.4544,0.58,46.49,64.29,2500.0,0.7232323232323232,0.8847079999999999
10,2154.64,244.34,0.9409845242742761,104.0,50.0,51.0996,0.52,48.31,53.38,2500.0,0.9051094890510949,0.861856
11,1093.72,167.21,0.9258434345597578,78.0,50.0,25.9388,0.39,49.09,31.56,2500.0,1.5555555555555556,0.437488
12,2272.12,216.54,0.9559404781334487,95.0,50.0,53.8856,0.475,48.44,54.03,2500.0,0.8966346153846154,0.908848
13,1804.28,208.51,0.949538882133125,79.0,50.0,42.7904,0.395,42.47,53.12,2500.0,0.7995110024449877,0.721712
14,1301.41,171.72,0.9518763415657151,81.0,50.0,30.8644,0.405,33.9,45.84,2500.0,0.7393767705382436,0.520564
15,1613.95,207.04,0.9394364814451207,107.0,50.0,38.2764,0.535,46.49,39.87,2500.0,1.1661237785016287,0.64558
1,19.06,20.78,0.8560606060606061,11.0,50.0,0.452,0.055,5.32,6.36,2500.0,0.8367346938775511,0.007624
2,195.61,106.85,0.8199363732767763,61.0,50.0,4.6392,0.305,26.1,17.79,2500.0,1.467153284671533,0.07824400000000001
3,347.85,408.79,0.7316588619270612,166.0,50.0,8.2496,0.83,47.4,18.18,2500.0,2.607142857142857,0.13914
4,2.01,8.26,0.7,2.0,50.0,0.0476,0.01,2.08,2.6,2500.0,0.8,0.0008039999999999999
5,391.36,155.58,0.7965397686313549,84.0,50.0,9.2816,0.42,59.87,13.38,2500.0,4.475728155339806,0.15654400000000002
6,116.63,145.06,0.6267560953503127,72.0,50.0,2.766,0.36,48.57,6.23,2500.0,7.791666666666667,0.046652
7,18.47,30.4,0.7353928811282741,13.0,50.0,0.438,0.065,5.32,7.27,2500.0,0.7321428571428571,0.007388
8,63.54,37.99,0.8586733530886711,16.0,50.0,1.5068,0.08,10.91,9.87,2500.0,1.105263157894737,0.025416
9,312.13,128.21,0.7719517790848037,44.0,50.0,7.4024,0.22,47.92,10.39,2500.0,4.6125,0.124852
10,2187.5,216.81,0.9559670084247923,87.0,50.0,51.8788,0.435,46.62,58.44,2500.0,0.7977777777777778,0.875
11,1331.17,203.38,0.9256001594952444,109.0,50.0,31.57,0.545,40.65,42.21,2500.0,0.963076923076923,0.532468
12,2107.69,219.33,0.9536837767297037,101.0,50.0,49.986,0.505,49.61,50.91,2500.0,0.9744897959183674,0.843076
13,633.11,139.38,0.8953155559795831,53.0,50.0,15.0148,0.265,42.99,20.13,2500.0,2.1354838709677417,0.253244
14,720.81,164.3,0.9059823624183838,73.0,50.0,17.0948,0.365,46.49,20.26,2500.0,2.2948717948717947,0.28832399999999997
15,2110.08,225.05,0.9424824094860708,114.0,50.0,50.0428,0.57,46.88,57.53,2500.0,0.8148984198645598,0.844032
16,2359.23,229.77,0.9386088520278069,111.0,50.0,55.9516,0.555,52.47,53.9,2500.0,0.9734939759036144,0.943692
17,1719.46,213.91,0.9236923411465175,106.0,50.0,40.7788,0.53,41.69,50.52,2500.0,0.8251928020565553,0.6877840000000001
18,2278.52,238.34,0.9394641131023165,134.0,50.0,54.0376,0.67,50.39,68.31,2500.0,0.7376425855513308,0.911408
19,2160.68,224.66,0.9382791099652834,122.0,50.0,51.2428,0.61,48.31,55.71,2500.0,0.8671328671328671,0.8642719999999999
20,2429.17,243.22,0.9078222502363694,112.0,50.0,57.6104,0.56,50.0,64.16,2500.0,0.7793522267206477,0.971668
21,1913.1,206.8,0.954869558629166,84.0,50.0,45.3712,0.42,46.49,48.96,2500.0,0.9496021220159151,0.7652399999999999
22,1317.47,183.5,0.9327482237745537,90.0,50.0,31.2452,0.45,43.51,38.57,2500.0,1.127946127946128,0.526988
1,298.4,152.03,0.7385514506366103,52.0,50.0,7.0768,0.26,46.62,9.87,2500.0,4.723684210526316,0.11936
2,62.98,88.41,0.6672623302358828,42.0,50.0,1.4936,0.21,15.45,9.87,2500.0,1.5657894736842106,0.025192
3,8.69,24.1,0.666235446313066,8.0,50.0,0.206,0.04,7.01,7.27,2500.0,0.9642857142857143,0.003476
4,813.12,237.09,0.8644432490586337,103.0,50.0,19.284,0.515,46.1,24.29,2500.0,1.8983957219251337,0.325248
5,640.17,148.27,0.8906931994180316,68.0,50.0,15.1824,0.34,45.97,17.14,2500.0,2.6818181818181817,0.25606799999999996
6,1824.62,281.33,0.922511490675285,138.0,50.0,43.2728,0.69,43.51,50.65,2500.0,0.8589743589743589,0.7298479999999999
7,1606.88,203.42,0.9440629428143921,90.0,50.0,38.1088,0.45,44.42,44.81,2500.0,0.991304347826087,0.642752
8,3878.25,358.83,0.9359258234154443,179.0,50.0,91.9768,0.895,48.05,95.45,2500.0,0.5034013605442177,1.5513
9,1453.28,190.1,0.9447087974739058,78.0,50.0,34.466,0.39,48.57,34.29,2500.0,1.4166666666666667,0.5813119999999999
10,1585.39,187.91,0.9400834091750092,86.0,50.0,37.5992,0.43,39.61,48.05,2500.0,0.8243243243243243,0.634156
11,2302.0,235.05,0.9530879025725538,99.0,50.0,54.5944,0.495,52.86,54.94,2500.0,0.9621749408983451,0.9208
12,1621.08,215.11,0.9151099685804056,124.0,50.0,38.4456,0.62,40.52,50.52,2500.0,0.8020565552699229,0.648432
13,637.36,150.15,0.8813144269788703,63.0,50.0,15.1156,0.315,49.48,16.49,2500.0,3.0,0.254944
14,3974.05,356.76,0.8974161702646293,177.0,50.0,94.2488,0.885,79.61,67.66,2500.0,1.1765834932821497,1.58962
15,2435.9,228.68,0.9529732369087838,122.0,50.0,57.77,0.61,47.01,65.97,2500.0,0.7125984251968503,0.97436
16,1210.81,169.65,0.9345214074642992,71.0,50.0,28.7156,0.355,27.66,48.96,2500.0,0.5649867374005305,0.484324
17,1216.32,174.46,0.9362066727249124,82.0,50.0,28.8464,0.41,28.83,47.53,2500.0,0.6065573770491803,0.48652799999999996
1,233.45,133.19,0.7490529278060396,50.0,50.0,5.5364,0.25,44.81,9.09,2500.0,4.928571428571429,0.09337999999999999
2,21.12,32.38,0.7854454203262233,14.0,50.0,0.5008,0.07,4.94,7.79,2500.0,0.6333333333333333,0.008448
3,221.91,208.75,0.7620619750941211,102.0,50.0,5.2628,0.51,40.0,8.83,2500.0,4.529411764705882,0.088764
4,84.4,120.93,0.4572786256054098,52.0,50.0,2.0016,0.26,44.68,7.53,2500.0,5.931034482758621,0.033760000000000005
5,2152.3,285.56,0.8524211271651203,127.0,50.0,51.044,0.635,49.35,62.86,2500.0,0.7851239669421488,0.86092
6,1725.85,199.31,0.9447162878298281,90.0,50.0,40.9304,0.45,40.65,50.26,2500.0,0.8087855297157622,0.69034
7,2236.8,234.09,0.9395412103093076,117.0,50.0,53.048,0.585,50.52,55.58,2500.0,0.9088785046728972,0.8947200000000001
8,2189.62,229.91,0.9476408070308622,100.0,50.0,51.9292,0.5,51.3,49.48,2500.0,1.036745406824147,0.875848
9,283.71,96.44,0.8826214712981425,56.0,50.0,6.7284,0.28,14.94,31.95,2500.0,0.46747967479674796,0.11348399999999999
10,318.59,117.2,0.8420559914407989,39.0,50.0,7.5556,0.195,9.74,46.62,2500.0,0.20891364902506965,0.127436
11,2244.3,230.57,0.9587299071278811,106.0,50.0,53.226,0.53,53.77,47.27,2500.0,1.1373626373626373,0.8977200000000001
12,2155.77,234.26,0.9335290723577058,127.0,50.0,51.1264,0.635,48.18,67.14,2500.0,0.7176015473887815,0.862308
13,2141.05,227.11,0.9457830427656087,107.0,50.0,50.7772,0.535,45.32,52.99,2500.0,0.8553921568627451,0.8564200000000001
14,11.13,21.73,0.5983680870353582,9.0,50.0,0.264,0.045,5.32,5.84,2500.0,0.9111111111111111,0.004452
15,828.92,209.43,0.6093862368257904,97.0,50.0,19.6588,0.485,33.25,66.62,2500.0,0.49902534113060426,0.331568
16,2397.06,258.78,0.8847291131045387,125.0,50.0,56.8488,0.625,50.13,67.53,2500.0,0.7423076923076923,0.958824
17,177.7,69.66,0.8898648648648648,34.0,50.0,4.2144,0.17,13.9,19.22,2500.0,0.722972972972973,0.07107999999999999
18,2377.48,237.83,0.9406744032405523,98.0,50.0,56.3844,0.49,49.61,53.51,2500.0,0.9271844660194175,0.9509920000000001
19,1847.66,229.21,0.9352605202721739,106.0,50.0,43.8192,0.53,45.45,49.35,2500.0,0.9210526315789473,0.739064
20,3.27,9.51,0.6855123674911661,1.0,50.0,0.0776,0.005,2.99,2.21,2500.0,1.3529411764705883,0.001308
1,2039.14,238.24,0.949367486199342,104.0,50.0,48.3604,0.52,49.09,49.35,2500.0,0.9947368421052631,0.815656
2,6.75,30.98,0.5095541401273885,6.0,50.0,0.16,0.03,5.97,3.38,2500.0,1.7692307692307692,0.0027
3,1669.23,340.95,0.9355674244930756,171.0,50.0,39.5876,0.855,48.31,43.77,2500.0,1.1038575667655786,0.667692
4,1601.62,385.27,0.9176475135772405,174.0,50.0,37.984,0.87,46.88,43.77,2500.0,1.0712166172106825,0.640648
5,1817.49,222.38,0.9506497401921431,99.0,50.0,43.1036,0.495,47.53,51.56,2500.0,0.9219143576826196,0.726996
6,1965.69,208.26,0.9473513082919454,75.0,50.0,46.6184,0.375,48.31,45.97,2500.0,1.0508474576271187,0.786276
7,1720.19,209.78,0.9408411206331928,97.0,50.0,40.796,0.485,47.79,45.58,2500.0,1.0484330484330484,0.688076
8,1965.64,215.9,0.9460426982709635,86.0,50.0,46.6172,0.43,50.26,42.86,2500.0,1.1727272727272726,0.7862560000000001
9,2475.99,277.64,0.8341828472068324,133.0,50.0,58.7208,0.665,49.48,77.14,2500.0,0.6414141414141414,0.9903959999999999
10,2182.88,223.82,0.9540458656759326,91.0,50.0,51.7692,0.455,49.48,52.86,2500.0,0.9361179361179361,0.873152
11,2014.82,207.82,0.9553586423653042,88.0,50.0,47.7836,0.44,50.78,46.23,2500.0,1.098314606741573,0.805928
12,2056.92,208.41,0.9525650638922736,87.0,50.0,48.782,0.435,48.31,48.44,2500.0,0.9973190348525469,0.822768
13,1589.71,187.43,0.9544998835407658,74.0,50.0,37.7016,0.37,36.75,49.22,2500.0,0.7467018469656992,0.635884
14,2002.36,223.94,0.9536049350983165,107.0,50.0,47.488,0.535,47.79,53.25,2500.0,0.8975609756097561,0.800944
15,2135.82,217.4,0.9428622484308339,82.0,50.0,50.6532,0.41,49.09,48.18,2500.0,1.0188679245283019,0.8543280000000001
16,1275.0,167.15,0.9411376567110292,55.0,50.0,30.238,0.275,38.83,39.48,2500.0,0.9835526315789473,0.51
17,1.72,4.93,0.8947368421052632,0.0,50.0,0.0408,0.0,1.69,1.56,2500.0,1.0833333333333333,0.000688
1,592.63,162.4,0.9015266196279667,72.0,50.0,14.0548,0.36,50.78,16.23,2500.0,3.128,0.23705199999999998
2,198.43,118.74,0.8088690271570986,43.0,50.0,4.706,0.215,46.62,6.36,2500.0,7.326530612244898,0.079372
3,76.47,118.89,0.4436833349642822,53.0,50.0,1.8136,0.265,42.47,6.1,2500.0,6.957446808510638,0.030588
4,244.58,208.12,0.7661136939983094,75.0,50.0,5.8004,0.375,47.53,8.7,2500.0,5.462686567164179,0.097832
5,695.04,143.93,0.9043407654494382,55.0,50.0,16.4836,0.275,49.48,18.31,2500.0,2.702127659574468,0.278016
6,1742.28,207.76,0.9524512018588012,90.0,50.0,41.32,0.45,48.83,41.56,2500.0,1.175,0.696912
7,1823.1,207.37,0.9337353040263296,83.0,50.0,43.2368,0.415,41.04,51.82,2500.0,0.7919799498746867,0.72924
8,1879.82,209.01,0.9366438643965241,84.0,50.0,44.582,0.42,45.45,47.4,2500.0,0.958904109589041,0.7519279999999999
9,1694.55,196.81,0.9500799061929663,83.0,50.0,40.188,0.415,49.87,37.79,2500.0,1.3195876288659794,0.67782
10,2058.45,221.9,0.9537526179237911,97.0,50.0,48.8184,0.485,47.66,52.99,2500.0,0.8995098039215687,0.8233799999999999
11,2837.44,260.37,0.945394466954015,115.0,50.0,67.2928,0.575,49.48,68.44,2500.0,0.7229601518026565,1.134976
12,1726.92,187.05,0.9535468489527552,53.0,50.0,40.9556,0.265,39.09,48.96,2500.0,0.7984084880636605,0.690768
13,2002.27,212.24,0.9528300372415565,85.0,50.0,47.486,0.425,45.06,52.34,2500.0,0.8610421836228288,0.800908
14,1906.25,255.83,0.8151957531519576,147.0,50.0,45.2088,0.735,43.25,74.68,2500.0,0.5791304347826087,0.7625
15,1982.03,226.34,0.950391834952163,109.0,50.0,47.006,0.545,47.14,50.65,2500.0,0.9307692307692308,0.792812
16,1992.29,211.26,0.9584793898085038,92.0,50.0,47.2492,0.46,44.81,49.48,2500.0,0.905511811023622,0.796916
17,2207.59,216.16,0.9547526825247463,101.0,50.0,52.3552,0.505,50.65,51.69,2500.0,0.9798994974874372,0.883036
1,679.57,271.6,0.8630239681281727,127.0,50.0,16.1168,0.635,46.88,19.48,2500.0,2.4066666666666667,0.271828
2,225.97,123.96,0.7696461397058824,53.0,50.0,5.3592,0.265,48.7,12.21,2500.0,3.9893617021276597,0.090388
3,18.11,59.33,0.5963353692393115,18.0,50.0,0.4296,0.09,11.69,4.68,2500.0,2.5,0.007244
4,269.12,137.12,0.8183823152279838,64.0,50.0,6.3824,0.32,44.42,12.6,2500.0,3.5257731958762886,0.10764800000000001
5,1865.47,547.24,0.8992487560571075,269.0,50.0,44.2416,1.345,43.77,52.6,2500.0,0.8320987654320988,0.746188
6,1646.33,219.46,0.9251438265929921,119.0,50.0,39.0444,0.595,48.57,59.22,2500.0,0.8201754385964912,0.658532
7,1427.25,178.07,0.9461632210382728,76.0,50.0,33.8488,0.38,32.99,48.31,2500.0,0.6827956989247311,0.5709
8,1054.78,184.13,0.9028541729828057,77.0,50.0,25.0152,0.385,50.91,28.44,2500.0,1.7899543378995433,0.421912
9,2127.52,219.44,0.943089126972853,93.0,50.0,50.4564,0.465,51.04,49.22,2500.0,1.036939313984169,0.851008
10,133.83,126.66,0.49940210208320224,51.0,50.0,3.174,0.255,48.83,7.01,2500.0,6.962962962962963,0.053532
11,2289.81,240.53,0.9263494749483137,106.0,50.0,54.3052,0.53,50.52,53.38,2500.0,0.9464720194647201,0.915924
12,1381.95,170.48,0.9276333665428856,62.0,50.0,32.7744,0.31,46.62,35.45,2500.0,1.315018315018315,0.55278
13,1346.18,184.83,0.9420255644599714,82.0,50.0,31.926,0.41,45.84,36.88,2500.0,1.2429577464788732,0.5384720000000001
14,14.98,28.86,0.592,14.0,50.0,0.3552,0.07,8.18,5.97,2500.0,1.3695652173913044,0.005992
15,2210.13,233.67,0.9495786140278412,114.0,50.0,52.4156,0.57,49.48,52.08,2500.0,0.9501246882793017,0.8840520000000001
16,1624.76,207.51,0.9205511916365652,117.0,50.0,38.5328,0.585,37.66,51.69,2500.0,0.7286432160804021,0.649904
17,2227.37,224.22,0.9433737177472354,97.0,50.0,52.8244,0.485,53.25,51.82,2500.0,1.0275689223057645,0.890948
18,1566.08,210.61,0.9407884738137937,96.0,50.0,37.1412,0.48,39.35,45.06,2500.0,0.8731988472622478,0.626432
1,697.82,497.59,0.747673346946889,221.0,50.0,16.5496,1.105,22.21,47.14,2500.0,0.47107438016528924,0.27912800000000004
2,576.5,187.56,0.8572037617554858,90.0,50.0,13.6724,0.45,49.22,18.83,2500.0,2.613793103448276,0.2306
3,588.28,288.85,0.8901110118667858,111.0,50.0,13.9516,0.555,48.18,17.4,2500.0,2.7686567164179103,0.235312
4,548.29,367.85,0.823070690702856,151.0,50.0,13.0032,0.755,37.79,21.04,2500.0,1.7962962962962963,0.21931599999999998
5,834.49,165.82,0.9174129906732676,91.0,50.0,19.7908,0.455,47.14,25.58,2500.0,1.8426395939086295,0.333796
6,2240.07,245.58,0.9397970591981433,132.0,50.0,53.1256,0.66,53.9,51.95,2500.0,1.0375,0.896028
7,2364.32,229.83,0.956801583509658,96.0,50.0,56.0724,0.48,50.52,52.99,2500.0,0.9534313725490197,0.945728
8,1508.62,189.46,0.9453281053488201,78.0,50.0,35.7784,0.39,48.96,36.1,2500.0,1.356115107913669,0.603448
9,788.43,142.65,0.9365871250826471,66.0,50.0,18.6984,0.33,41.43,24.03,2500.0,1.7243243243243243,0.315372
10,1644.64,201.29,0.9474814411753274,103.0,50.0,39.0044,0.515,52.34,44.55,2500.0,1.1749271137026238,0.657856
11,1460.95,197.46,0.8804635088432609,93.0,50.0,34.648,0.465,32.47,58.57,2500.0,0.5543237250554324,0.58438
12,1544.32,191.46,0.9539501786774741,74.0,50.0,36.6252,0.37,49.09,37.79,2500.0,1.2989690721649485,0.6177279999999999
13,1544.66,183.18,0.9345776272016654,74.0,50.0,36.6332,0.37,48.83,37.79,2500.0,1.2920962199312716,0.6178640000000001
14,1016.49,163.3,0.9344310588089368,71.0,50.0,24.1072,0.355,45.06,31.56,2500.0,1.4279835390946503,0.406596
15,1022.08,187.89,0.8535671526163814,96.0,50.0,24.2396,0.48,25.97,75.19,2500.0,0.3454231433506045,0.40883200000000003
16,2170.34,221.39,0.9550174037598058,95.0,50.0,51.472,0.475,46.1,59.09,2500.0,0.7802197802197802,0.868136
17,1383.67,178.49,0.9346397037880946,94.0,50.0,32.8152,0.47,31.95,48.83,2500.0,0.6542553191489362,0.5534680000000001
18,2149.06,219.41,0.9375933597745384,90.0,50.0,50.9672,0.45,48.83,48.31,2500.0,1.010752688172043,0.8596239999999999
19,1447.27,196.21,0.8835358319604613,83.0,50.0,34.3236,0.415,50.39,35.58,2500.0,1.416058394160584,0.578908
1,1859.23,262.91,0.9266709819514615,119.0,50.0,44.0936,0.595,44.55,51.17,2500.0,0.8705583756345178,0.743692
2,604.47,276.77,0.5119418335571236,148.0,50.0,14.3356,0.74,26.62,61.82,2500.0,0.43067226890756305,0.241788
3,2.5,11.14,0.550185873605948,3.0,50.0,0.0592,0.015,3.77,2.73,2500.0,1.380952380952381,0.001
4,949.4,189.93,0.907551915387592,98.0,50.0,22.516,0.49,46.88,27.92,2500.0,1.6790697674418604,0.37976
5,497.49,157.04,0.6718753559144439,101.0,50.0,11.7984,0.505,36.36,35.97,2500.0,1.0108303249097472,0.198996
6,1116.34,217.57,0.8450646681051543,136.0,50.0,26.4752,0.68,36.88,71.95,2500.0,0.5126353790613718,0.446536
7,119.83,147.13,0.49688789425833974,79.0,50.0,2.842,0.395,10.78,29.74,2500.0,0.3624454148471616,0.047932
8,366.18,127.65,0.8873584828544571,72.0,50.0,8.6844,0.36,34.29,16.36,2500.0,2.0952380952380953,0.146472
