label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized
1,932.21,298.42,0.8026342540152769,182.0,10.0,552.71,4.55,18.31,104.42,100.0,0.17537313432835822,9.3221
2,293.59,122.35,0.865589259075087,69.0,10.0,174.07,1.725,15.06,37.01,100.0,0.4070175438596491,2.9358999999999997
3,341.2,125.21,0.8539107678021189,71.0,10.0,202.3,1.775,10.91,40.39,100.0,0.27009646302250806,3.412
4,657.61,211.13,0.8147358742895353,116.0,10.0,389.9,2.9,17.4,73.77,100.0,0.23591549295774647,6.5761
5,251.17,85.88,0.8897651908944255,48.0,10.0,148.92,1.2,12.86,31.69,100.0,0.4057377049180328,2.5117
6,826.65,259.04,0.8149650814765547,144.0,10.0,490.12,3.6,12.47,91.56,100.0,0.13617021276595745,8.2665
7,398.01,143.05,0.8623424081856386,78.0,10.0,235.98,1.95,12.21,46.23,100.0,0.2640449438202247,3.9800999999999997
8,349.3,145.77,0.5948756247486643,84.0,10.0,207.1,2.1,17.4,44.16,100.0,0.3941176470588235,3.4930000000000003
9,461.68,175.18,0.8267790262172284,106.0,10.0,273.73,2.65,14.81,58.7,100.0,0.252212389380531,4.6168000000000005
10,283.39,104.21,0.8503466774634344,62.0,10.0,168.02,1.55,13.77,34.42,100.0,0.4,2.8339
11,713.73,229.3,0.7997467541057963,147.0,10.0,423.17,3.675,12.86,82.6,100.0,0.15566037735849056,7.1373
12,1157.16,418.14,0.7861398844990375,247.0,10.0,686.08,6.175,15.58,155.97,100.0,0.09991673605328892,11.5716
13,1339.68,438.61,0.7966980611641039,282.0,10.0,794.3,7.05,14.16,151.82,100.0,0.0932420872540633,13.3968
14,1387.89,403.4,0.8344707994037176,241.0,10.0,822.88,6.025,15.19,145.97,100.0,0.10409252669039146,13.878900000000002
15,1343.02,410.18,0.7366483186086313,261.0,10.0,796.28,6.525,15.71,141.17,100.0,0.11131554737810488,13.4302
16,1090.35,341.26,0.798160380270387,202.0,10.0,646.47,5.05,18.18,123.12,100.0,0.14767932489451477,10.9035
17,981.18,327.09,0.8220846758238652,195.0,10.0,581.74,4.875,15.71,119.87,100.0,0.13109425785482123,9.8118
18,869.27,319.42,0.7222393497757847,198.0,10.0,515.39,4.95,15.58,107.14,100.0,0.14545454545454545,8.6927
19,1017.29,318.1,0.8238516069989482,200.0,10.0,603.15,5.0,12.6,112.47,100.0,0.11200923787528869,10.1729
20,967.6,283.79,0.7701674072681872,169.0,10.0,573.69,4.225,16.62,102.47,100.0,0.16223067173637515,9.676
21,902.83,273.56,0.8054076013361018,162.0,10.0,535.29,4.05,12.86,96.75,100.0,0.13288590604026845,9.0283
22,829.18,263.23,0.838813151563753,162.0,10.0,491.62,4.05,12.21,95.32,100.0,0.12806539509536785,8.2918
1,166.18,85.23,0.7569913952059004,39.0,10.0,98.53,0.975,12.08,28.83,100.0,0.4189189189189189,1.6618000000000002
2,535.64,210.67,0.846970343503307,118.0,10.0,317.58,2.95,12.21,66.49,100.0,0.18359375,5.3564
3,586.66,208.14,0.8371762780398575,129.0,10.0,347.83,3.225,12.86,77.27,100.0,0.16638655462184873,5.8666
4,560.57,206.12,0.7926922343064301,119.0,10.0,332.36,2.975,12.86,71.17,100.0,0.18065693430656934,5.605700000000001
5,435.57,190.8,0.8068295426143464,105.0,10.0,258.25,2.625,13.9,59.74,100.0,0.2326086956521739,4.3557
6,382.61,143.82,0.8546509437516483,81.0,10.0,226.85,2.025,11.43,46.36,100.0,0.24649859943977592,3.8261000000000003
7,274.84,189.06,0.7417607428987618,125.0,10.0,162.95,3.125,10.52,66.36,100.0,0.15851272015655576,2.7483999999999997
8,468.41,160.8,0.8805047398624013,80.0,10.0,277.72,2.0,10.52,55.97,100.0,0.18793503480278423,4.6841
9,496.12,165.96,0.7878877162907805,116.0,10.0,294.15,2.9,15.58,56.75,100.0,0.2745995423340961,4.9612
10,741.37,248.2,0.8377518153576398,147.0,10.0,439.56,3.675,12.86,83.25,100.0,0.1544461778471139,7.4137
11,509.82,216.9,0.6714723653811978,123.0,10.0,302.27,3.075,15.06,75.84,100.0,0.19863013698630136,5.0982
12,1121.49,399.89,0.7904447165392708,227.0,10.0,664.93,5.675,14.03,144.16,100.0,0.0972972972972973,11.2149
13,1271.73,436.0,0.7595930086133078,274.0,10.0,754.01,6.85,15.71,147.53,100.0,0.10651408450704225,12.7173
14,909.58,336.18,0.8258020059719776,186.0,10.0,539.29,4.65,12.99,126.36,100.0,0.10277492291880781,9.0958
15,1190.91,392.2,0.8299520428793079,242.0,10.0,706.09,6.05,13.9,136.36,100.0,0.1019047619047619,11.9091
16,1027.76,370.16,0.7329235876402738,186.0,10.0,609.36,4.65,15.32,138.96,100.0,0.1102803738317757,10.2776
17,1118.52,361.85,0.8060995028504053,212.0,10.0,663.17,5.3,11.43,130.0,100.0,0.08791208791208792,11.1852
18,1063.18,335.68,0.7327296609282916,199.0,10.0,630.36,4.975,14.81,122.47,100.0,0.12089077412513255,10.6318
19,681.51,284.09,0.7724674530195569,165.0,10.0,404.07,4.125,12.73,110.26,100.0,0.1154299175500589,6.8151
20,778.78,310.55,0.8182527024632288,167.0,10.0,461.74,4.175,11.17,104.68,100.0,0.10669975186104218,7.7878
21,671.16,250.13,0.8275381607952419,155.0,10.0,397.93,3.875,11.43,91.17,100.0,0.12535612535612536,6.7116
1,85.24,48.89,0.8488411152166611,24.0,10.0,50.54,0.6,10.0,14.03,100.0,0.7129629629629629,0.8523999999999999
2,83.69,45.88,0.8715966976989286,19.0,10.0,49.62,0.475,11.17,11.69,100.0,0.9555555555555556,0.8369
3,61.19,58.21,0.7589958158995815,24.0,10.0,36.28,0.6,11.3,10.26,100.0,1.1012658227848102,0.6119
4,36.97,58.16,0.7103046014257939,26.0,10.0,21.92,0.65,8.57,7.53,100.0,1.1379310344827587,0.3697
5,46.92,64.5,0.735978835978836,33.0,10.0,27.82,0.825,7.92,9.61,100.0,0.8243243243243243,0.4692
6,14.91,52.33,0.541334966319657,19.0,10.0,8.84,0.475,6.49,5.71,100.0,1.1363636363636365,0.1491
7,11.28,38.89,0.6115173674588665,14.0,10.0,6.69,0.35,6.62,3.77,100.0,1.7586206896551724,0.1128
8,100.52,51.23,0.873900293255132,29.0,10.0,59.6,0.725,10.39,15.71,100.0,0.6611570247933884,1.0051999999999999
9,88.68,50.38,0.8372611464968153,28.0,10.0,52.58,0.7,10.52,12.34,100.0,0.8526315789473684,0.8868
10,165.63,63.2,0.9139985107967238,25.0,10.0,98.2,0.625,10.91,20.13,100.0,0.5419354838709678,1.6562999999999999
11,13.64,46.12,0.586231884057971,13.0,10.0,8.09,0.325,6.62,4.16,100.0,1.59375,0.1364
12,117.49,75.87,0.832855093256815,36.0,10.0,69.66,0.9,19.74,10.13,100.0,1.9487179487179487,1.1749
13,56.08,55.67,0.6234764672792049,30.0,10.0,33.25,0.75,11.17,16.62,100.0,0.671875,0.5608
14,110.1,52.94,0.8931454371323027,25.0,10.0,65.28,0.625,11.04,15.45,100.0,0.7142857142857143,1.101
15,114.66,59.07,0.8476309226932668,27.0,10.0,67.98,0.675,10.26,17.92,100.0,0.572463768115942,1.1466
