label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized
1,2639.18,31.94,0.9540815082191113,91.0,60.0,43.465833333333336,0.37916666666666665,7.86,6.48,3600.0,1.2135416666666667,0.7331055555555555
2,2884.09,46.03,0.9557713052858684,137.0,60.0,47.49944444444444,0.5708333333333333,7.66,6.88,3600.0,1.1127450980392157,0.8011361111111112
3,2046.16,32.4,0.9250247807853603,112.0,60.0,33.69916666666666,0.4666666666666667,6.88,6.26,3600.0,1.0997304582210243,0.5683777777777778
4,5934.55,71.58,0.7246403674070413,301.0,60.0,97.7388888888889,1.2541666666666667,10.98,15.52,3600.0,0.7076086956521739,1.648486111111111
5,2720.84,32.3,0.9632020157390048,99.0,60.0,44.810833333333335,0.4125,7.08,6.9,3600.0,1.0268948655256724,0.755788888888889
6,1830.09,37.36,0.8526726075408239,130.0,60.0,30.140555555555554,0.5416666666666666,3.17,13.04,3600.0,0.24320827943078913,0.5083583333333334
7,2857.07,33.16,0.9610302669276374,106.0,60.0,47.05444444444444,0.44166666666666665,8.08,6.58,3600.0,1.2282051282051283,0.7936305555555556
1,1690.06,48.66,0.919378664293382,186.0,60.0,27.834444444444443,0.775,6.8,4.86,3600.0,1.3993055555555556,0.4694611111111111
2,2146.56,33.35,0.9464283058435088,132.0,60.0,35.352777777777774,0.55,9.09,4.92,3600.0,1.845890410958904,0.5962666666666666
3,3316.89,85.4,0.8810255537237474,322.0,60.0,54.6275,1.3416666666666666,8.57,8.18,3600.0,1.0474226804123712,0.9213583333333333
4,3.93,1.27,0.7639344262295082,1.0,60.0,0.06472222222222222,0.004166666666666667,0.39,0.29,3600.0,1.3529411764705883,0.0010916666666666668
5,8282.59,79.91,0.8169296185146492,346.0,60.0,136.41,1.4416666666666667,10.83,20.22,3600.0,0.5354462051709759,2.3007194444444443
6,882.71,23.46,0.8764003550077867,86.0,60.0,14.537777777777778,0.35833333333333334,8.72,2.29,3600.0,3.801470588235294,0.24519722222222223
7,3383.6,34.97,0.9514130295600377,113.0,60.0,55.72611111111111,0.4708333333333333,8.28,7.79,3600.0,1.0627705627705628,0.9398888888888889
8,1826.63,27.65,0.9289365790060556,113.0,60.0,30.08361111111111,0.4708333333333333,7.83,4.87,3600.0,1.6055363321799307,0.5073972222222223
1,2149.13,29.98,0.9545648639942467,108.0,60.0,35.395,0.45,7.12,5.63,3600.0,1.2634730538922156,0.5969805555555556
2,2470.68,30.45,0.9568435079101728,101.0,60.0,40.69083333333333,0.42083333333333334,7.83,6.48,3600.0,1.2083333333333333,0.6862999999999999
3,2765.45,31.7,0.9442428849498404,105.0,60.0,45.54555555555555,0.4375,8.45,6.71,3600.0,1.2587939698492463,0.7681805555555555
4,4834.58,55.48,0.9496426950434498,191.0,60.0,79.62305555555555,0.7958333333333333,11.67,8.03,3600.0,1.453781512605042,1.342938888888889
5,2859.38,33.0,0.9619002768825745,106.0,60.0,47.0925,0.44166666666666665,7.56,7.37,3600.0,1.0251716247139588,0.7942722222222223
6,1408.11,26.0,0.9244593562103445,98.0,60.0,23.190833333333334,0.4083333333333333,7.96,3.88,3600.0,2.0521739130434784,0.39114166666666667
7,3047.44,35.07,0.9298793667785166,142.0,60.0,50.18972222222222,0.5916666666666667,7.79,7.88,3600.0,0.9892933618843683,0.8465111111111111
8,3024.13,36.93,0.9576203294238288,119.0,60.0,49.80583333333333,0.49583333333333335,7.59,7.52,3600.0,1.0089686098654709,0.8400361111111111
9,3041.28,34.64,0.9425730774055953,125.0,60.0,50.08833333333333,0.5208333333333334,8.1,7.1,3600.0,1.1401425178147269,0.8448000000000001
1,772.39,24.84,0.9120148168800908,91.0,60.0,12.720833333333333,0.37916666666666665,3.17,4.89,3600.0,0.6482758620689655,0.2145527777777778
2,125.74,28.44,0.6659222867351496,101.0,60.0,2.0708333333333333,0.42083333333333334,3.42,1.35,3600.0,2.5375,0.03492777777777778
3,2.18,1.55,0.49236641221374045,2.0,60.0,0.035833333333333335,0.008333333333333333,0.46,0.25,3600.0,1.8,0.0006055555555555556
4,7.98,2.78,0.5,10.0,60.0,0.1313888888888889,0.041666666666666664,0.54,0.67,3600.0,0.8,0.0022166666666666667
5,635.43,20.03,0.9026546552302458,66.0,60.0,10.465277777777779,0.275,5.79,2.29,3600.0,2.5220588235294117,0.17650833333333332
6,1196.94,25.4,0.9367591541487368,99.0,60.0,19.713055555555556,0.4125,3.41,7.56,3600.0,0.45089285714285715,0.33248333333333335
7,137.19,10.24,0.7943359375,38.0,60.0,2.2594444444444446,0.15833333333333333,1.69,3.27,3600.0,0.5154639175257731,0.038108333333333334
8,2611.92,33.08,0.9512930769703298,115.0,60.0,43.01694444444445,0.4791666666666667,7.86,6.31,3600.0,1.2459893048128343,0.7255333333333334
9,3345.41,36.92,0.9543536521408604,127.0,60.0,55.09722222222222,0.5291666666666667,9.19,7.19,3600.0,1.2793427230046948,0.9292805555555556
10,170.82,18.8,0.7028452463566968,65.0,60.0,2.8133333333333335,0.2708333333333333,0.89,5.67,3600.0,0.15773809523809523,0.04745
11,2811.62,33.46,0.9504589771366668,112.0,60.0,46.30583333333333,0.4666666666666667,7.35,7.52,3600.0,0.9775784753363229,0.7810055555555555
12,657.87,17.41,0.9159543490512869,77.0,60.0,10.834722222222222,0.32083333333333336,3.17,5.48,3600.0,0.5784615384615385,0.18274166666666666
13,470.31,21.29,0.8502820551913401,86.0,60.0,7.745833333333334,0.35833333333333334,1.74,5.9,3600.0,0.29428571428571426,0.13064166666666666
14,1619.56,31.85,0.8868201590336077,112.0,60.0,26.673333333333332,0.4666666666666667,10.32,3.39,3600.0,3.044776119402985,0.44987777777777777
15,736.58,23.16,0.9033966323279964,93.0,60.0,12.13111111111111,0.3875,2.21,7.86,3600.0,0.2811158798283262,0.20460555555555557
16,2815.11,31.64,0.9572169205358781,87.0,60.0,46.36333333333334,0.3625,8.05,7.07,3600.0,1.1384248210023866,0.7819750000000001
17,2480.13,30.57,0.961311411107116,89.0,60.0,40.84638888888889,0.37083333333333335,7.32,6.56,3600.0,1.1156812339331619,0.688925
18,1221.54,24.49,0.9029422765241242,90.0,60.0,20.118055555555557,0.375,5.53,4.94,3600.0,1.1194539249146758,0.33931666666666666
1,4636.34,86.78,0.9430154373927959,318.0,60.0,76.35805555555555,1.325,7.64,11.74,3600.0,0.6508620689655172,1.2878722222222223
2,3432.16,38.32,0.9011890790726512,118.0,60.0,56.52583333333333,0.49166666666666664,8.8,7.71,3600.0,1.1422319474835887,0.9533777777777778
3,3007.99,40.78,0.9339386988830063,152.0,60.0,49.54,0.6333333333333333,8.35,7.44,3600.0,1.1224489795918366,0.8355527777777777
4,4652.97,44.77,0.953552035338889,145.0,60.0,76.63194444444444,0.6041666666666666,12.53,7.29,3600.0,1.7199074074074074,1.2924916666666668
5,724.34,18.06,0.92846178791482,69.0,60.0,11.929444444444444,0.2875,2.78,5.35,3600.0,0.5205047318611987,0.20120555555555555
6,4953.14,46.52,0.9625592028712369,190.0,60.0,81.57555555555555,0.7916666666666666,8.05,13.56,3600.0,0.5932835820895522,1.3758722222222224
7,962.55,24.96,0.8395363205743035,100.0,60.0,15.852777777777778,0.4166666666666667,2.9,7.94,3600.0,0.3651804670912951,0.267375
8,3214.85,35.91,0.955836041240422,110.0,60.0,52.94694444444445,0.4583333333333333,7.76,7.57,3600.0,1.024498886414254,0.8930138888888889
9,1696.3,27.56,0.9440731423422071,97.0,60.0,27.93722222222222,0.4041666666666667,7.79,4.45,3600.0,1.75,0.4711944444444444
1,2898.54,34.86,0.9195073274870385,131.0,60.0,47.7375,0.5458333333333333,7.76,7.88,3600.0,0.9850107066381156,0.80515
2,2936.29,44.1,0.9451251621869589,172.0,60.0,48.35916666666667,0.7166666666666667,7.78,7.12,3600.0,1.0924170616113744,0.8156361111111111
3,2793.3,33.47,0.9555611971128048,122.0,60.0,46.00416666666667,0.5083333333333333,7.07,7.4,3600.0,0.9544419134396356,0.7759166666666667
4,4124.63,48.07,0.8851783749348469,199.0,60.0,67.93055555555556,0.8291666666666667,9.36,10.52,3600.0,0.8894230769230769,1.1457305555555557
5,3103.4,35.84,0.9645174817843476,117.0,60.0,51.11138888888889,0.4875,7.44,7.62,3600.0,0.9756637168141593,0.8620555555555556
6,5721.9,64.62,0.8785133854352791,253.0,60.0,94.23666666666666,1.0541666666666667,9.8,14.39,3600.0,0.6811254396248535,1.5894166666666665
7,3110.87,35.85,0.9517774486683971,146.0,60.0,51.23444444444444,0.6083333333333333,9.46,8.05,3600.0,1.1761006289308176,0.8641305555555555
8,2949.38,32.04,0.9572998155133055,89.0,60.0,48.57472222222222,0.37083333333333335,8.16,6.9,3600.0,1.1833740831295843,0.8192722222222223
1,781.97,34.39,0.864513602714949,151.0,60.0,12.87861111111111,0.6291666666666667,6.75,2.56,3600.0,2.6315789473684212,0.2172138888888889
