label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized
1,6094.62,372.3,0.967739430150751,190.0,90.0,44.611234567901235,0.5277777777777778,73.12,96.62,8100.0,0.7567204301075269,0.7524222222222222
2,6042.24,400.28,0.9582048353576501,196.0,90.0,44.227777777777774,0.5444444444444444,79.48,84.03,8100.0,0.9459041731066461,0.7459555555555555
3,2016.74,457.16,0.8584279181294107,241.0,90.0,14.762098765432098,0.6694444444444444,23.51,140.52,8100.0,0.16728280961182995,0.24898024691358026
4,944.66,208.12,0.8973356617588157,106.0,90.0,6.914691358024691,0.29444444444444445,20.13,74.29,8100.0,0.270979020979021,0.11662469135802468
5,5982.04,442.94,0.9534557380574746,236.0,90.0,43.78716049382716,0.6555555555555556,79.35,94.03,8100.0,0.8439226519337016,0.7385234567901234
6,7497.42,433.96,0.951451718196509,204.0,90.0,54.879382716049385,0.5666666666666667,100.0,89.48,8100.0,1.1175616835994195,0.9256074074074074
7,4.76,17.12,0.5936842105263158,6.0,90.0,0.03481481481481481,0.016666666666666666,2.08,6.1,8100.0,0.3404255319148936,0.0005876543209876543
8,12.84,20.49,0.7757390417940877,8.0,90.0,0.09395061728395061,0.022222222222222223,3.51,6.88,8100.0,0.5094339622641509,0.0015851851851851851
1,1297.35,391.12,0.7725373614012534,226.0,90.0,9.496296296296297,0.6277777777777778,108.7,27.66,8100.0,3.9295774647887325,0.16016666666666665
2,576.08,197.23,0.8725061945998416,118.0,90.0,4.21679012345679,0.3277777777777778,45.06,24.68,8100.0,1.8263157894736841,0.071120987654321
3,1.79,6.54,0.7910447761194029,1.0,90.0,0.01308641975308642,0.002777777777777778,2.21,1.43,8100.0,1.5454545454545454,0.00022098765432098765
4,8351.34,518.04,0.9635838206532844,261.0,90.0,61.129876543209875,0.725,88.18,107.14,8100.0,0.823030303030303,1.0310296296296297
5,8178.93,443.64,0.9722186023292507,199.0,90.0,59.8679012345679,0.5527777777777778,120.13,83.25,8100.0,1.4430577223088923,1.0097444444444446
6,6938.64,429.7,0.9640140597539543,216.0,90.0,50.78925925925926,0.6,87.53,91.43,8100.0,0.9573863636363636,0.8566222222222223
7,5494.49,353.07,0.9575245429428018,153.0,90.0,40.218395061728394,0.425,85.58,74.16,8100.0,1.1541155866900175,0.6783320987654321
8,199.97,144.11,0.6569876981048431,72.0,90.0,1.4637037037037037,0.2,7.66,52.6,8100.0,0.145679012345679,0.024687654320987653
1,5346.73,1221.97,0.9086604332796367,600.0,90.0,39.13679012345679,1.6666666666666667,85.06,73.12,8100.0,1.163410301953819,0.6600901234567901
2,1.72,6.59,0.7555555555555555,1.0,90.0,0.012592592592592593,0.002777777777777778,1.69,1.95,8100.0,0.8666666666666667,0.00021234567901234569
3,2.56,15.55,0.310838445807771,5.0,90.0,0.018765432098765432,0.013888888888888888,4.03,2.73,8100.0,1.4761904761904763,0.0003160493827160494
4,8236.95,635.48,0.9644662030993576,338.0,90.0,60.29259259259259,0.9388888888888889,93.25,124.16,8100.0,0.7510460251046025,1.0169074074074076
5,11126.44,585.51,0.9677058777796196,309.0,90.0,81.44296296296297,0.8583333333333333,100.26,143.12,8100.0,0.7005444646098004,1.3736345679012347
6,7542.29,427.15,0.9307760994586224,236.0,90.0,55.20777777777778,0.6555555555555556,96.36,95.32,8100.0,1.0108991825613078,0.9311469135802469
1,2737.57,532.01,0.9152841530670938,266.0,90.0,20.038395061728394,0.7388888888888889,84.42,37.79,8100.0,2.2336769759450172,0.3379716049382716
2,2.26,10.21,0.5775862068965517,2.0,90.0,0.01654320987654321,0.005555555555555556,1.82,3.25,8100.0,0.56,0.0002790123456790123
3,2.02,7.09,0.7741935483870968,2.0,90.0,0.014814814814814815,0.005555555555555556,2.08,1.69,8100.0,1.2307692307692308,0.00024938271604938274
4,2034.25,247.45,0.9377385922764133,128.0,90.0,14.890246913580247,0.35555555555555557,73.51,33.77,8100.0,2.1769230769230767,0.25114197530864196
5,314.86,115.94,0.8508272184494782,55.0,90.0,2.3046913580246913,0.1527777777777778,19.48,33.12,8100.0,0.5882352941176471,0.0388716049382716
6,278.04,126.34,0.8378653113087675,54.0,90.0,2.035185185185185,0.15,9.87,44.94,8100.0,0.21965317919075145,0.034325925925925926
7,6759.93,410.13,0.9664745599228358,198.0,90.0,49.48111111111111,0.55,97.79,74.55,8100.0,1.3118466898954704,0.8345592592592593
