label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized
1,3364.34,480.58,0.9416741019794455,217.0,70.0,40.70857142857143,0.775,56.1,70.0,4900.0,0.8014842300556586,0.6866
2,1578.16,217.07,0.9383925706033376,119.0,70.0,19.095714285714287,0.425,35.58,55.06,4900.0,0.6462264150943396,0.3220734693877551
3,360.26,105.72,0.8999368021908574,49.0,70.0,4.359183673469388,0.175,29.09,16.62,4900.0,1.75,0.07352244897959183
4,933.17,244.63,0.8750415157601733,134.0,70.0,11.291428571428572,0.4785714285714286,20.78,59.35,4900.0,0.350109409190372,0.19044285714285714
5,3633.22,415.75,0.8827755215782378,185.0,70.0,43.96204081632653,0.6607142857142857,44.42,108.18,4900.0,0.4105642256902761,0.741473469387755
6,3110.16,260.65,0.9511288084713504,117.0,70.0,37.63306122448979,0.41785714285714287,50.78,70.52,4900.0,0.7200736648250461,0.6347265306122448
7,51.93,89.71,0.4724566518336658,50.0,70.0,0.6283673469387755,0.17857142857142858,10.78,19.35,4900.0,0.5570469798657718,0.01059795918367347
8,4989.26,359.69,0.9598367251583428,184.0,70.0,60.37020408163265,0.6571428571428571,79.48,70.26,4900.0,1.1312384473197783,1.0182163265306123
9,759.27,212.87,0.873675425998525,105.0,70.0,9.187142857142858,0.375,17.4,71.56,4900.0,0.24319419237749546,0.1549530612244898
10,2912.15,314.93,0.8283375870737464,144.0,70.0,35.23714285714286,0.5142857142857142,49.22,90.52,4900.0,0.5437589670014347,0.5943163265306123
11,1892.15,223.5,0.9515755545188516,107.0,70.0,22.895102040816326,0.3821428571428571,31.43,68.31,4900.0,0.4600760456273764,0.38615306122448984
12,2026.34,227.26,0.9385800443736133,82.0,70.0,24.518775510204083,0.29285714285714287,34.16,69.09,4900.0,0.4943609022556391,0.41353877551020407
13,3263.44,272.83,0.953049423215218,126.0,70.0,39.487755102040815,0.45,52.34,68.7,4900.0,0.7618147448015122,0.6660081632653061
14,763.57,166.33,0.9071636108606352,82.0,70.0,9.239183673469388,0.29285714285714287,18.44,48.18,4900.0,0.38274932614555257,0.15583061224489797
1,4930.94,431.21,0.9515155262926643,216.0,70.0,59.66448979591837,0.7714285714285715,90.0,65.84,4900.0,1.3668639053254439,1.0063142857142857
2,161.49,72.26,0.89003532255066,41.0,70.0,1.9540816326530612,0.14642857142857144,18.44,18.18,4900.0,1.0142857142857142,0.03295714285714286
3,1265.94,211.54,0.9041498524363067,116.0,70.0,15.31795918367347,0.4142857142857143,20.78,75.71,4900.0,0.274442538593482,0.25835510204081635
4,1778.54,220.54,0.9306656311228002,90.0,70.0,21.520408163265305,0.32142857142857145,33.64,65.06,4900.0,0.5169660678642715,0.3629673469387755
5,836.5,288.5,0.8601158475252333,154.0,70.0,10.121632653061225,0.55,21.3,57.79,4900.0,0.3685393258426966,0.1707142857142857
6,2.16,7.84,0.6274509803921569,1.0,70.0,0.026122448979591838,0.0035714285714285713,2.99,1.69,4900.0,1.7692307692307692,0.0004408163265306123
7,50.33,31.39,0.9158993247391037,11.0,70.0,0.6089795918367347,0.039285714285714285,10.13,7.01,4900.0,1.4444444444444444,0.01027142857142857
8,4405.02,401.27,0.9429753617746455,214.0,70.0,53.300816326530615,0.7642857142857142,44.29,127.4,4900.0,0.3476044852191641,0.8989836734693878
9,4686.73,346.78,0.9562872747170305,159.0,70.0,56.709591836734695,0.5678571428571428,60.65,85.58,4900.0,0.708649468892261,0.9564755102040815
10,2718.08,267.83,0.912909493624277,123.0,70.0,32.888775510204084,0.4392857142857143,59.09,67.27,4900.0,0.8783783783783784,0.5547102040816326
