0,1,22822
1,2,18484
2,3,20636
3,4,17988
4,5,20999
5,6,21243
6,7,18296
7,8,20749
8,9,23358
9,10,22033
10,11,18526
11,12,16237
12,13,18379
13,14,17385
14,15,24133
15,16,21207
16,17,23800
17,18,12483
18,19,10795
19,20,23079
20,21,37994
21,22,46113
22,23,35937
23,24,28457
24,25,20975
25,26,22470
26,27,21409
27,28,22510
28,29,22174
29,30,20317
30,31,21960
31,32,19022
32,33,23672
33,34,24571
34,35,22416
35,36,19433
36,37,22488
37,38,20974
38,39,23236
39,40,20472
40,41,19522
41,42,16226
42,43,23205
43,44,21673
44,45,23427
45,46,21193
46,47,22232
47,48,20939
48,49,20350
49,50,22639
50,51,40479
51,52,21667
52,53,20574
53,54,21794
54,55,18584
0,1,15431
1,2,20914
2,3,23608
3,4,15006
4,5,20408
5,6,19848
6,7,15650
7,8,21690
8,9,22083
9,10,19649
10,11,22178
11,12,23601
12,13,22584
13,14,23839
14,15,19837
15,16,27711
16,17,22509
17,18,21829
18,19,19286
19,20,19953
20,21,22863
21,22,25227
22,23,22460
23,24,23690
24,25,19203
25,26,20435
26,27,20396
27,28,21562
28,29,33705
29,30,26210
30,31,23312
31,32,48318
32,33,21449
33,34,21496
34,35,15714
35,36,22648
36,37,22118
37,38,25134
38,39,22939
39,40,22879
40,41,23359
41,42,21856
42,43,23216
43,44,22084
44,45,22229
45,46,21787
46,47,13369
47,48,21616
48,49,16899
49,50,20318
50,51,20117
51,52,19049
52,53,31063
53,54,20552
54,55,19548
55,56,20232
56,57,20078
57,58,20023
58,59,19113
59,60,19036
0,1,39042
1,2,32046
2,3,46339
3,4,10050
4,5,16381
5,6,18243
6,7,16002
7,8,15947
8,9,19352
9,10,19301
10,11,27078
11,12,49959
12,13,20583
13,14,21461
14,15,86414
15,16,23668
16,17,22216
17,18,17156
18,19,20497
19,20,16954
20,21,21325
21,22,18811
22,23,23384
23,24,20452
24,25,42699
25,26,59308
26,27,26431
27,28,24303
28,29,22306
29,30,20190
30,31,20280
31,32,32934
32,33,19686
33,34,21707
34,35,48726
35,36,17894
36,37,18332
37,38,31793
38,39,35856
