Area mm^2,Index
193.56,1
596.04,2
334.78,3
497.2,4
611.13,5
595.45,6
412.4,7
482.27,8
506.75,9
762.24,10
540.23,11
1158.84,12
1316.44,13
969.44,14
1230.91,15
1055.59,16
1152.59,17
1101.04,18
718.11,19
820.27,20
286.79,21
690.98,22
41.56,23
340.63,24
239.89,25
297.92,26
496.12,27
148.0,28
203.09,29
717.89,30
537.37,31
663.74,32
332.37,33
271.21,34
96.49,35
287.45,36
139.64,37
269.3,38
1107.12,39
206.29,40
534.79,41
385.83,42
988.26,43
276.02,44
1070.9,45
363.37,46
541.95,47
330.34,48
243.97,49
165.79,50
676.47,51
252.94,52
628.99,53
422.57,54
376.69,55
195.56,56
201.55,57
53.63,58
310.12,59
139.43,60
137.85,61
37.88,62
238.05,63
298.89,64
574.19,65
302.11,66
277.01,67
285.85,68
87.33,69
135.52,70
94.2,71
345.1,72
159.99,73
340.7,74
123.07,75
410.95,76
116.88,77
212.18,78
719.5,79
158.41,80
114.69,81
320.39,82
496.71,83
117.59,84
165.73,85
334.37,86
158.95,87
175.73,88
517.67,89
215.25,90
249.4,91
146.7,92
176.27,93
199.75,94
314.07,95
167.5,96
378.26,97
242.47,98
117.14,99
288.63,100
260.2,101
233.24,102
189.48,103
236.11,104
163.69,105
252.08,106
57.67,107
97.32,108
94.35,109
71.38,110
75.32,111
84.65,112
78.41,113
73.76,114
112.48,115
174.03,116
93.49,117
44.05,118
148.1,119
117.86,120
65.02,121
121.0,122
138.4,123
71.39,124
81.62,125
68.73,126
101.13,127
101.96,128
200.57,129
122.08,130
119.7,131
88.77,132
140.77,133
138.96,134
85.31,135
97.98,136
90.55,137
122.11,138
92.11,139
67.4,140
194.03,141
96.44,142
85.83,143
103.29,144
87.79,145
172.79,146
138.27,147
244.16,148
134.19,149
166.0,150
171.87,151
76.35,152
189.58,153
226.29,154
80.81,155
108.25,156
90.91,157
114.05,158
93.19,159
105.13,160
120.31,161
78.51,162
126.09,163
117.14,164
82.98,165
136.73,166
93.57,167
156.77,168
110.42,169
113.39,170
289.69,171
94.75,172
103.49,173
100.03,174
115.1,175
116.83,176
126.99,177
129.03,178
182.34,179
80.67,180
92.36,181
100.84,182
98.33,183
187.22,184
88.72,185
117.66,186
205.03,187
64.24,188
107.15,189
134.63,190
101.79,191
95.65,192
96.0,193
108.37,194
103.79,195
142.94,196
116.46,197
122.95,198
73.91,199
67.43,200
111.11,201
71.46,202
87.6,203
110.15,204
89.02,205
90.93,206
162.25,207
146.15,208
78.53,209
152.02,210
100.22,211
96.66,212
131.74,213
85.87,214
87.84,215
106.26,216
92.8,217
84.36,218
88.36,219
70.89,220
204.86,221
78.77,222
90.05,223
99.56,224
81.97,225
113.14,226
74.82,227
85.71,228
82.41,229
67.5,230
83.54,231
90.1,232
85.82,233
143.87,234
82.9,235
104.62,236
101.26,237
91.31,238
56.28,239
133.95,240
90.0,241
102.11,242
88.65,243
124.93,244
72.63,245
81.63,246
91.5,247
106.53,248
85.39,249
82.05,250
146.1,251
92.87,252
118.54,253
62.78,254
123.66,255
109.12,256
90.57,257
110.24,258
94.08,259
84.94,260
93.94,261
113.51,262
108.01,263
109.87,264
106.07,265
129.11,266
102.73,267
97.47,268
125.21,269
93.17,270
82.34,271
90.5,272
204.2,273
87.32,274
98.3,275
102.75,276
106.07,277
93.93,278
102.93,279
118.76,280
101.72,281
93.96,282
101.55,283
114.47,284
109.5,285
104.74,286
101.62,287
90.22,288
86.24,289
65.47,290
57.8,291
92.28,292
92.16,293
218.75,294
93.29,295
94.15,296
223.36,297
89.9,298
120.54,299
109.16,300
252.35,301
120.27,302
256.42,303
94.92,304
89.56,305
99.21,306
78.24,307
117.54,308
413.24,309
105.4,310
113.34,311
114.67,312
109.92,313
147.19,314
89.59,315
87.38,316
298.38,317
95.63,318
173.54,319
98.58,320
96.15,321
156.37,322
87.91,323
80.81,324
65.04,325
69.32,326
102.31,327
112.8,328
96.56,329
87.43,330
203.88,331
82.26,332
94.96,333
75.26,334
69.37,335
82.96,336
81.5,337
78.26,338
72.66,339
69.51,340
92.73,341
80.79,342
80.28,343
77.35,344
76.54,345
61.12,346
82.86,347
91.3,348
83.59,349
76.47,350
91.26,351
86.98,352
92.44,353
99.04,354
106.63,355
115.25,356
150.18,357
78.43,358
70.43,359
95.68,360
88.72,361
92.85,362
88.75,363
75.51,364
96.9,365
86.91,366
105.5,367
83.44,368
96.04,369
94.57,370
105.09,371
95.13,372
98.23,373
113.04,374
99.54,375
116.11,376
105.73,377
93.96,378
94.08,379
110.37,380
99.53,381
132.37,382
99.93,383
55.66,384
127.96,385
97.37,386
90.98,387
96.88,388
92.12,389
96.34,390
81.14,391
103.24,392
96.31,393
103.58,394
90.77,395
172.66,396
111.1,397
104.71,398
100.93,399
86.61,400
94.16,401
99.98,402
94.43,403
93.25,404
143.19,405
95.58,406
118.16,407
107.96,408
65.2,409
94.79,410
87.55,411
79.24,412
99.58,413
84.8,414
93.41,415
77.99,416
112.85,417
175.61,418
90.4,419
80.79,420
95.83,421
94.79,422
76.22,423
106.43,424
134.83,425
79.17,426
93.19,427
113.39,428
102.75,429
111.45,430
109.65,431
93.24,432
106.14,433
87.55,434
82.93,435
89.73,436
56.74,437
95.92,438
115.92,439
81.83,440
107.71,441
94.89,442
69.51,443
62.49,444
52.45,445
82.91,446
64.48,447
80.55,448
109.82,449
112.95,450
60.09,451
271.83,452
76.44,453
73.08,454
69.81,455
103.61,456
131.66,457
108.85,458
69.2,459
69.59,460
409.34,461
91.79,462
266.92,463
99.63,464
99.24,465
105.87,466
134.19,467
76.2,468
92.97,469
87.49,470
63.86,471
69.2,472
84.53,473
82.68,474
97.33,475
83.25,476
86.57,477
190.12,478
135.55,479
96.47,480
123.85,481
104.44,482
110.57,483
63.7,484
72.47,485
81.95,486
100.47,487
95.46,488
99.93,489
111.3,490
95.5,491
102.85,492
54.09,493
94.97,494
99.54,495
85.44,496
78.04,497
134.36,498
93.2,499
91.7,500
100.94,501
71.61,502
118.2,503
76.66,504
107.4,505
111.6,506
94.08,507
106.86,508
123.53,509
83.84,510
101.35,511
93.84,512
102.09,513
110.44,514
83.67,515
142.91,516
81.11,517
110.79,518
70.18,519
103.29,520
89.46,521
92.92,522
119.68,523
107.2,524
99.06,525
56.3,526
96.56,527
258.83,528
114.34,529
102.38,530
92.93,531
88.24,532
91.09,533
97.84,534
99.65,535
90.79,536
77.69,537
74.13,538
75.49,539
91.85,540
80.55,541
92.39,542
75.05,543
98.57,544
92.83,545
99.75,546
98.62,547
78.92,548
95.34,549
83.18,550
71.19,551
73.98,552
103.41,553
96.24,554
87.03,555
87.06,556
84.15,557
83.0,558
88.72,559
91.43,560
71.6,561
96.66,562
243.09,563
128.15,564
110.37,565
83.03,566
82.63,567
84.06,568
80.45,569
102.73,570
76.35,571
85.7,572
71.06,573
85.41,574
95.48,575
90.03,576
123.36,577
93.37,578
95.55,579
80.94,580
94.79,581
89.19,582
72.34,583
117.19,584
108.47,585
98.01,586
99.76,587
86.1,588
97.91,589
97.76,590
104.86,591
93.56,592
102.82,593
86.56,594
85.76,595
80.4,596
106.56,597
112.72,598
93.91,599
94.32,600
99.61,601
