0,1,205420
1,2,95686
2,3,23049
3,4,61322
4,5,216647
5,6,185329
6,7,53376
7,8,297209
8,9,174616
9,10,112928
10,11,120846
11,12,194845
12,13,47293
0,1,298077
1,2,10339
2,3,76114
3,4,106175
4,5,63267
5,6,3134
6,7,263305
7,8,279410
8,9,162370
9,10,40906
10,11,141496
11,12,154143
12,13,71788
13,14,33434
0,1,418614
1,2,265927
2,3,228465
3,4,476497
4,5,61666
5,6,47717
6,7,260282
7,8,22855
8,9,125845
9,10,2840
0,1,128166
1,2,238398
2,3,173718
3,4,176583
4,5,324811
5,6,145520
6,7,172838
7,8,93404
8,9,173944
9,10,109672
10,11,190148
11,12,58357
12,13,53318
0,1,193343
1,2,227828
2,3,253081
3,4,113880
4,5,243642
5,6,256499
6,7,217318
7,8,213623
8,9,139144
9,10,138060
10,11,109429
0,1,231241
1,2,148044
2,3,131550
3,4,202126
4,5,276017
5,6,241086
6,7,124917
7,8,140624
8,9,171665
9,10,161966
10,11,93688
11,12,142375
0,1,217322
1,2,255688
2,3,146220
3,4,26629
4,5,314611
5,6,127709
6,7,33935
7,8,298263
8,9,153512
9,10,70541
10,11,208055
0,1,179342
1,2,81438
2,3,119248
3,4,41648
4,5,39808
5,6,26306
6,7,21020
7,8,298816
8,9,144764
9,10,104612
10,11,205682
11,12,207847
12,13,189128
13,14,24447
14,15,211111
15,16,6537
16,17,11334
0,1,153733
1,2,163298
2,3,79477
3,4,235340
4,5,84859
5,6,108303
6,7,193439
7,8,240454
8,9,77588
9,10,235595
10,11,135924
11,12,207192
12,13,25812
0,1,154429
1,2,118723
2,3,94482
3,4,102312
4,5,106063
5,6,109445
6,7,251777
7,8,102355
8,9,72822
9,10,115107
10,11,119130
11,12,67822
12,13,113494
13,14,147072
14,15,126871
0,1,46080
1,2,84318
2,3,32484
3,4,129086
4,5,125026
5,6,103153
6,7,34023
7,8,179324
8,9,116634
9,10,78888
10,11,90631
11,12,55269
12,13,95609
13,14,98736
14,15,96882
15,16,110687
16,17,112132
0,1,24332
1,2,56800
2,3,15682
3,4,9957
4,5,2966
5,6,30874
6,7,2137
7,8,28872
8,9,26444
9,10,14126
10,11,17077
11,12,20721
12,13,20505
13,14,14080
14,15,9101
15,16,40206
16,17,5359
17,18,69556
18,19,80304
19,20,25827
20,21,120190
21,22,25738
22,23,16334
23,24,10800
24,25,10700
25,26,79383
26,27,38134
27,28,57475
28,29,60709
29,30,85914
0,1,7847
1,2,7255
2,3,9088
3,4,19759
4,5,8935
5,6,27570
6,7,4299
7,8,4930
8,9,7223
9,10,50302
10,11,7873
11,12,2958
12,13,3152
13,14,33830
14,15,12747
15,16,2408
0,1,205420
1,2,95686
2,3,23049
3,4,61322
4,5,216647
5,6,185329
6,7,53376
7,8,297209
8,9,174616
9,10,112928
10,11,120846
11,12,194845
12,13,47293
0,1,298077
1,2,10339
2,3,76114
3,4,106175
4,5,63267
5,6,3134
6,7,263305
7,8,279410
8,9,162370
9,10,40906
10,11,141496
11,12,154143
12,13,71788
13,14,33434
0,1,418614
1,2,265927
2,3,228465
3,4,476497
4,5,61666
5,6,47717
6,7,260282
7,8,22855
8,9,125845
9,10,2840
0,1,128166
1,2,238398
2,3,173718
3,4,176583
4,5,324811
5,6,145520
6,7,172838
7,8,93404
8,9,173944
9,10,109672
10,11,190148
11,12,58357
12,13,53318
0,1,193343
1,2,227828
2,3,253081
3,4,113880
4,5,243642
5,6,256499
6,7,217318
7,8,213623
8,9,139144
9,10,138060
10,11,109429
0,1,231241
1,2,148044
2,3,131550
3,4,202126
4,5,276017
5,6,241086
6,7,124917
7,8,140624
8,9,171665
9,10,161966
10,11,93688
11,12,142375
0,1,217322
1,2,255688
2,3,146220
3,4,26629
4,5,314611
5,6,127709
6,7,33935
7,8,298263
8,9,153512
9,10,70541
10,11,208055
0,1,179342
1,2,81438
2,3,119248
3,4,41648
4,5,39808
5,6,26306
6,7,21020
7,8,298816
8,9,144764
9,10,104612
10,11,205682
11,12,207847
12,13,189128
13,14,24447
14,15,211111
15,16,6537
16,17,11334
0,1,153733
1,2,163298
2,3,79477
3,4,235340
4,5,84859
5,6,108303
6,7,193439
7,8,240454
8,9,77588
9,10,235595
10,11,135924
11,12,207192
12,13,25812
0,1,154429
1,2,118723
2,3,94482
3,4,102312
4,5,106063
5,6,109445
6,7,251777
7,8,102355
8,9,72822
9,10,115107
10,11,119130
11,12,67822
12,13,113494
13,14,147072
14,15,126871
0,1,46080
1,2,84318
2,3,32484
3,4,129086
4,5,125026
5,6,103153
6,7,34023
7,8,179324
8,9,116634
9,10,78888
10,11,90631
11,12,55269
12,13,95609
13,14,98736
14,15,96882
15,16,110687
16,17,112132
0,1,24332
1,2,56800
2,3,15682
3,4,9957
4,5,2966
5,6,30874
6,7,2137
7,8,28872
8,9,26444
9,10,14126
10,11,17077
11,12,20721
12,13,20505
13,14,14080
14,15,9101
15,16,40206
16,17,5359
17,18,69556
18,19,80304
19,20,25827
20,21,120190
21,22,25738
22,23,16334
23,24,10800
24,25,10700
25,26,79383
26,27,38134
27,28,57475
28,29,60709
29,30,85914
0,1,7847
1,2,7255
2,3,9088
3,4,19759
4,5,8935
5,6,27570
6,7,4299
7,8,4930
8,9,7223
9,10,50302
10,11,7873
11,12,2958
12,13,3152
13,14,33830
14,15,12747
15,16,2408
