0,1,11854
1,2,20044
2,3,12583
3,4,4256
4,5,20387
5,6,55463
6,7,46250
7,8,49582
8,9,42740
9,10,42871
10,11,47461
11,12,43349
12,13,53644
13,14,47929
14,15,42480
15,16,45691
16,17,49365
17,18,49634
18,19,51547
19,20,44529
20,21,47574
21,22,49145
22,23,46427
23,24,52113
24,25,49008
25,26,44213
26,27,51548
27,28,48245
28,29,49007
29,30,48781
0,1,15627
1,2,55104
2,3,48249
3,4,39906
4,5,43501
5,6,52228
6,7,43950
7,8,58725
8,9,46917
9,10,51313
10,11,46823
11,12,49274
12,13,44137
13,14,48480
14,15,41513
15,16,43704
16,17,43784
17,18,70586
18,19,50490
19,20,47691
20,21,50858
21,22,43812
22,23,45634
23,24,46547
24,25,53368
25,26,46217
0,1,83269
1,2,45685
2,3,43238
3,4,48127
4,5,98754
5,6,47151
6,7,53529
7,8,47339
8,9,46950
9,10,47433
10,11,43691
11,12,50543
12,13,45912
13,14,50762
14,15,40629
15,16,66431
16,17,48011
17,18,42367
18,19,45153
19,20,47558
20,21,45829
21,22,35974
22,23,47621
23,24,36940
24,25,49788
25,26,41868
0,1,44430
1,2,41982
2,3,44523
3,4,47192
4,5,55282
5,6,47360
6,7,52709
7,8,47901
8,9,43801
9,10,65259
10,11,52507
11,12,47995
12,13,51225
13,14,48523
14,15,119479
15,16,44672
16,17,49742
17,18,51460
18,19,50848
19,20,43381
20,21,45764
21,22,48819
22,23,48768
23,24,46267
0,1,28489
1,2,59993
2,3,49603
3,4,49492
4,5,46173
5,6,39983
6,7,51260
7,8,53977
8,9,46017
9,10,47071
10,11,42037
11,12,60287
12,13,61355
13,14,47931
14,15,33697
15,16,47593
16,17,49016
17,18,52212
18,19,51807
19,20,47071
20,21,38118
21,22,47724
22,23,43795
23,24,46989
24,25,43180
25,26,37072
0,1,46909
1,2,43498
2,3,47667
3,4,53260
4,5,45967
5,6,45271
6,7,45114
7,8,48714
8,9,47049
9,10,50087
10,11,46206
11,12,42031
12,13,49665
13,14,47062
14,15,54656
15,16,48614
16,17,53381
17,18,48582
18,19,55566
19,20,48904
20,21,36935
21,22,43760
22,23,47241
23,24,48439
24,25,70513
0,1,120584
1,2,44876
2,3,49435
3,4,43328
4,5,42950
5,6,46747
6,7,48151
7,8,51303
8,9,46941
9,10,48940
10,11,39637
11,12,46832
12,13,31362
13,14,40150
14,15,46808
15,16,46392
16,17,50134
17,18,45392
18,19,78789
19,20,44548
20,21,44682
21,22,40880
22,23,22229
23,24,47064
24,25,30908
25,26,45062
26,27,50878
27,28,42299
0,1,183229
1,2,35530
2,3,49955
3,4,49534
4,5,38708
5,6,54188
6,7,9435
7,8,87610
8,9,53053
9,10,48154
10,11,45160
11,12,11846
12,13,98333
13,14,57704
14,15,49390
15,16,47366
16,17,19376
17,18,50455
18,19,35056
19,20,40420
20,21,98063
21,22,81284
22,23,41519
23,24,46465
24,25,10929
25,26,48190
0,1,61772
1,2,46119
2,3,56053
3,4,44094
4,5,44398
5,6,48827
6,7,48402
7,8,50610
8,9,45545
9,10,45107
10,11,51713
11,12,48721
12,13,52307
13,14,51130
14,15,13196
15,16,47133
16,17,66695
17,18,45501
18,19,7633
19,20,47056
20,21,90892
21,22,50754
22,23,49256
23,24,57606
24,25,11830
25,26,45908
