Area mm^2,Index
2660.93,1
2973.89,2
2074.75,3
5983.8,4
2744.62,5
1864.34,6
2885.1,7
1779.29,8
2190.85,9
3600.5,10
8323.55,11
894.52,12
3396.3,13
5549.97,14
1839.48,15
2194.82,16
2484.01,17
2776.52,18
4907.68,19
2870.87,20
1418.45,21
3066.85,22
3084.51,23
3069.75,24
827.54,25
287.27,26
650.48,27
1241.12,28
145.91,29
2635.92,30
3364.71,31
188.53,32
675.91,33
2831.59,34
486.24,35
1628.32,36
766.17,37
2823.54,38
2505.83,39
1241.71,40
4812.83,41
3453.29,42
3045.38,43
4669.62,44
734.84,45
5009.84,46
1005.45,47
3230.47,48
1725.92,49
2941.96,50
3013.44,51
2851.69,52
4150.96,53
3114.06,54
5783.82,55
3125.48,56
2960.34,57
867.97,58
2905.41,59
3279.05,60
2541.22,61
1893.4,62
3251.05,63
3029.8,64
4783.31,65
3402.93,66
2092.34,67
186.25,68
889.1,69
148.68,70
2409.76,71
5934.16,72
1151.34,73
3356.78,74
3412.26,75
145.44,76
66.13,77
901.7,78
3136.75,79
2489.35,80
2699.05,81
1056.58,82
1171.66,83
1800.74,84
1704.87,85
579.27,86
2194.87,87
4740.37,88
2761.25,89
2923.29,90
2856.01,91
1718.65,92
1096.51,93
2892.56,94
931.4,95
408.84,96
153.3,97
85.36,98
531.88,99
1464.27,100
238.72,101
521.89,102
852.92,103
61.75,104
55.79,105
733.97,106
332.77,107
1442.33,108
279.51,109
846.08,110
2344.4,111
299.86,112
1402.16,113
507.84,114
1676.18,115
954.93,116
2566.84,117
2407.15,118
1224.54,119
2532.29,120
35.76,121
371.14,122
1664.17,123
1952.92,124
3394.06,125
3092.88,126
1998.87,127
1409.97,128
216.95,129
792.04,130
449.1,131
819.51,132
1142.75,133
907.39,134
1408.14,135
540.78,136
1057.7,137
1527.05,138
1092.24,139
47.16,140
1314.67,141
1374.65,142
1882.1,143
998.19,144
520.63,145
521.03,146
751.02,147
670.87,148
1692.88,149
2668.62,150
2597.85,151
2671.74,152
182.43,153
2337.54,154
52.71,155
3154.34,156
1742.72,157
488.77,158
77.52,159
4835.93,160
118.18,161
2683.21,162
1356.69,163
226.13,164
220.39,165
530.54,166
702.9,167
792.95,168
3262.84,169
206.05,170
85.34,171
2193.35,172
1077.06,173
427.44,174
1504.08,175
1092.12,176
1133.73,177
1164.29,178
835.6,179
913.74,180
393.59,181
1063.89,182
505.24,183
2681.51,184
215.77,185
1641.52,186
797.55,187
256.33,188
340.26,189
208.1,190
371.6,191
76.32,192
626.11,193
305.58,194
293.83,195
185.41,196
82.36,197
333.14,198
420.59,199
93.1,200
950.82,201
330.98,202
2660.93,203
2973.89,204
2074.75,205
5983.8,206
2744.62,207
1864.34,208
2885.1,209
1779.29,210
2190.85,211
3600.5,212
8323.55,213
894.52,214
3396.3,215
5549.97,216
1839.48,217
2194.82,218
2484.01,219
2776.52,220
4907.68,221
2870.87,222
1418.45,223
3066.85,224
3084.51,225
3069.75,226
827.54,227
287.27,228
650.48,229
1241.12,230
145.91,231
2635.92,232
3364.71,233
188.53,234
675.91,235
2831.59,236
486.24,237
1628.32,238
766.17,239
2823.54,240
2505.83,241
1241.71,242
4812.83,243
3453.29,244
3045.38,245
4669.62,246
734.84,247
5009.84,248
1005.45,249
3230.47,250
1725.92,251
2941.96,252
3013.44,253
2851.69,254
4150.96,255
3114.06,256
5783.82,257
3125.48,258
2960.34,259
867.97,260
2905.41,261
3279.05,262
2541.22,263
1893.4,264
3251.05,265
3029.8,266
4783.31,267
3402.93,268
2092.34,269
186.25,270
889.1,271
148.68,272
2409.76,273
5934.16,274
1151.34,275
3356.78,276
3412.26,277
145.44,278
66.13,279
901.7,280
3136.75,281
2489.35,282
2699.05,283
1056.58,284
1171.66,285
1800.74,286
1704.87,287
579.27,288
2194.87,289
4740.37,290
2761.25,291
2923.29,292
2856.01,293
1718.65,294
1096.51,295
2892.56,296
931.4,297
408.84,298
153.3,299
85.36,300
531.88,301
1464.27,302
238.72,303
521.89,304
852.92,305
61.75,306
55.79,307
733.97,308
332.77,309
1442.33,310
279.51,311
846.08,312
2344.4,313
299.86,314
1402.16,315
507.84,316
1676.18,317
954.93,318
2566.84,319
2407.15,320
1224.54,321
2532.29,322
35.76,323
371.14,324
1664.17,325
1952.92,326
3394.06,327
3092.88,328
1998.87,329
1409.97,330
216.95,331
792.04,332
449.1,333
819.51,334
1142.75,335
907.39,336
1408.14,337
540.78,338
1057.7,339
1527.05,340
1092.24,341
47.16,342
1314.67,343
1374.65,344
1882.1,345
998.19,346
520.63,347
521.03,348
751.02,349
670.87,350
1692.88,351
2668.62,352
2597.85,353
2671.74,354
182.43,355
2337.54,356
52.71,357
3154.34,358
1742.72,359
488.77,360
77.52,361
4835.93,362
118.18,363
2683.21,364
1356.69,365
226.13,366
220.39,367
530.54,368
702.9,369
792.95,370
3262.84,371
206.05,372
85.34,373
2193.35,374
1077.06,375
427.44,376
1504.08,377
1092.12,378
1133.73,379
1164.29,380
835.6,381
913.74,382
393.59,383
1063.89,384
505.24,385
2681.51,386
215.77,387
1641.52,388
797.55,389
256.33,390
340.26,391
208.1,392
371.6,393
76.32,394
626.11,395
305.58,396
293.83,397
185.41,398
82.36,399
333.14,400
420.59,401
93.1,402
950.82,403
330.98,404
