Area mm^2,Index
199.93,1
338.07,2
212.23,3
71.78,4
343.85,5
935.45,6
780.06,7
836.26,8
720.86,9
723.07,10
800.49,11
731.13,12
904.77,13
808.38,14
716.48,15
770.63,16
832.6,17
837.14,18
869.4,19
751.04,20
802.39,21
828.89,22
783.05,23
878.95,24
826.58,25
745.71,26
869.42,27
813.71,28
826.56,29
822.75,30
263.57,31
929.4,32
813.78,33
673.06,34
733.7,35
880.89,36
741.27,37
990.47,38
791.31,39
865.46,40
789.73,41
831.07,42
744.42,43
817.67,44
700.17,45
737.12,46
738.47,47
1190.52,48
851.58,49
804.37,50
857.78,51
738.94,52
769.67,53
785.07,54
900.12,55
779.51,56
1404.43,57
770.53,58
729.26,59
811.72,60
1665.61,61
795.26,62
902.83,63
798.43,64
791.87,65
800.02,66
736.9,67
852.47,68
774.36,69
856.16,70
685.26,71
1120.44,72
809.76,73
714.57,74
761.56,75
802.12,76
772.96,77
606.75,78
803.19,79
623.04,80
839.74,81
706.16,82
749.37,83
708.08,84
750.93,85
795.95,86
932.4,87
798.78,88
889.0,89
807.91,90
738.76,91
1100.67,92
885.59,93
809.49,94
863.97,95
818.4,96
2015.16,97
753.45,98
838.96,99
867.94,100
857.61,101
731.67,102
771.87,103
823.39,104
822.53,105
780.35,106
480.5,107
1011.86,108
836.62,109
834.74,110
778.76,111
674.36,112
864.56,113
910.39,114
776.13,115
793.91,116
709.01,117
1016.81,118
1034.83,119
808.41,120
568.34,121
802.71,122
826.71,123
880.62,124
873.79,125
793.91,126
642.91,127
804.92,128
738.66,129
792.53,130
728.28,131
625.26,132
791.18,133
733.65,134
803.96,135
898.3,136
775.29,137
763.55,138
760.9,139
821.62,140
793.54,141
844.78,142
779.32,143
708.9,144
837.66,145
793.76,146
921.84,147
819.93,148
900.34,149
819.39,150
937.19,151
824.83,152
622.95,153
738.07,154
796.78,155
816.98,156
1189.29,157
2033.8,158
756.89,159
833.78,160
730.78,161
724.4,162
788.45,163
812.13,164
865.29,165
791.72,166
825.43,167
668.53,168
789.88,169
528.96,170
677.18,171
789.47,172
782.46,173
845.57,174
765.59,175
1328.87,176
751.36,177
753.62,178
689.49,179
374.92,180
793.79,181
521.3,182
760.03,183
858.12,184
713.42,185
3090.38,186
599.26,187
842.55,188
835.45,189
652.86,190
913.95,191
159.13,192
1477.65,193
894.8,194
812.18,195
761.68,196
199.8,197
1658.51,198
973.25,199
833.02,200
798.89,201
326.8,202
