Area mm^2,Index
596.83,329
230.41,330
153.09,331
530.68,332
1302.41,333
280.08,334
369.54,335
187.97,336
380.82,337
86.98,338
151.44,339
431.98,340
330.7,341
237.48,342
246.5,343
320.81,344
437.43,345
77.1,346
148.64,347
98.72,348
107.42,349
88.75,350
107.05,351
127.9,352
130.48,353
39.65,354
288.4,355
48.66,356
681.33,357
1516.41,358
1463.97,359
1353.13,360
914.55,361
1442.91,362
1553.75,363
1373.52,364
1087.45,365
1526.93,366
1615.65,367
1427.05,368
973.23,369
1403.12,370
1653.82,371
1371.56,372
1002.01,373
809.34,374
1445.6,375
781.56,376
876.45,377
1495.75,378
1340.85,379
1399.78,380
1492.75,381
779.73,382
755.0,383
776.98,384
1938.1,385
1198.87,386
985.46,387
1362.39,388
1758.49,389
1279.96,390
1520.49,391
927.9,392
675.86,393
1576.82,394
969.96,395
1109.24,396
1170.95,397
1422.58,398
1860.11,399
1435.4,400
1144.85,401
1845.1,402
1810.05,403
1996.49,404
1263.23,405
1413.44,406
1267.19,407
1001.2,408
1684.83,409
256.75,410
109.98,411
520.42,412
40.6,413
2678.17,414
1393.15,415
64.8,416
1053.75,417
1252.54,418
1477.06,419
1109.95,420
1485.59,421
353.35,422
1784.24,423
1357.66,424
259.0,425
2186.39,426
1656.35,427
81.72,428
1764.95,429
1352.6,430
1191.85,431
1391.36,432
689.69,433
285.97,434
2701.72,435
1288.58,436
2620.18,437
238.22,438
1519.82,439
1317.88,440
387.57,441
1661.26,442
478.55,443
1453.87,444
1680.82,445
831.12,446
847.88,447
1469.13,448
1627.91,449
1017.03,450
860.89,451
482.31,452
583.87,453
954.04,454
1619.51,455
1215.03,456
1064.9,457
1544.2,458
1932.04,459
942.79,460
785.88,461
3877.76,462
1038.27,463
1496.47,464
1565.79,465
1384.87,466
1295.41,467
213.53,468
212.5,469
238.84,470
571.56,471
1470.16,472
1330.96,473
1345.13,474
1010.08,475
1766.82,476
1366.7,477
1215.51,478
696.42,479
1835.64,480
1499.22,481
1277.46,482
1050.07,483
1421.45,484
1374.78,485
1558.83,486
1363.28,487
1273.77,488
1489.07,489
1399.24,490
1364.95,491
1591.8,492
1499.53,493
1247.75,494
1245.67,495
1804.67,496
1490.27,497
1439.16,498
1362.74,499
1358.51,500
1484.24,501
1298.75,502
1309.0,503
1754.63,504
2229.58,505
690.5,506
1474.34,507
2633.32,508
1509.38,509
1256.77,510
1414.28,511
3058.32,512
1306.49,513
1170.26,514
2984.71,515
1367.29,516
1210.74,517
1408.09,518
2734.98,519
1387.77,520
1525.55,521
1486.88,522
1606.22,523
1697.32,524
2114.74,525
1248.05,526
1446.35,527
1265.54,528
1345.65,529
1301.06,530
1656.77,531
831.57,532
500.78,533
1488.09,534
1364.44,535
1078.43,536
1055.88,537
1717.91,538
1921.89,539
1241.78,540
1174.99,541
1371.38,542
2889.42,543
1226.8,544
1841.47,545
386.88,546
1070.03,547
1513.93,548
1375.22,549
101.64,550
1371.46,551
796.41,552
1020.58,553
1667.77,554
1065.95,555
917.59,556
885.73,557
1440.8,558
778.93,559
1271.66,560
1335.06,561
592.65,562
1161.88,563
1524.17,564
955.02,565
554.6,566
935.77,567
897.37,568
1285.14,569
1187.62,570
1318.57,571
701.13,572
196.22,573
687.43,574
518.32,575
198.13,576
1007.99,577
1434.0,578
944.24,579
2556.04,580
901.87,581
1362.72,582
1235.65,583
965.05,584
912.65,585
1402.02,586
1084.13,587
1247.73,588
1087.99,589
1623.05,590
1164.49,591
1387.82,592
1251.0,593
949.75,594
748.83,595
1417.0,596
434.32,597
769.0,598
1268.49,599
449.67,600
1366.91,601
1583.11,602
1495.61,603
972.22,604
1133.36,605
820.47,606
860.65,607
1190.99,608
1386.35,609
1008.14,610
867.55,611
1318.3,612
1441.27,613
848.32,614
664.65,615
481.23,616
531.12,617
174.3,618
713.34,619
1092.64,620
792.17,621
1295.33,622
1023.86,623
1268.63,624
686.62,625
666.54,626
1245.55,627
324.74,628
568.12,629
546.08,630
811.08,631
859.91,632
981.51,633
923.53,634
74.13,635
634.86,636
1019.19,637
391.47,638
850.06,639
934.19,640
146.6,641
344.86,642
324.69,643
258.19,644
273.47,645
518.42,646
832.5,647
757.7,648
536.41,649
978.68,650
639.31,651
474.11,652
832.53,653
591.63,654
765.37,655
529.68,656
968.96,657
615.4,658
1018.57,659
504.91,660
897.6,661
504.91,662
1035.16,663
647.01,664
636.56,665
1049.84,666
460.95,667
367.53,668
359.64,669
177.62,670
423.16,671
355.15,672
244.29,673
129.25,674
54.28,675
178.28,676
153.63,677
219.36,678
241.29,679
70.45,680
113.07,681
102.51,682
342.77,683
156.94,684
596.83,685
230.41,686
153.09,687
530.68,688
1302.41,689
280.08,690
369.54,691
187.97,692
380.82,693
86.98,694
151.44,695
431.98,696
330.7,697
237.48,698
246.5,699
320.81,700
437.43,701
77.1,702
148.64,703
98.72,704
107.42,705
88.75,706
107.05,707
127.9,708
130.48,709
39.65,710
288.4,711
48.66,712
