Area mm^2,Index
1416.29,1
15486.52,2
1158.47,3
8723.5,4
735.01,5
8368.09,6
9670.82,7
11866.69,8
2820.86,9
142.86,10
9205.45,11
8246.55,12
9192.46,13
8387.94,14
8432.84,15
9218.23,16
9962.32,17
8400.32,18
8138.98,19
6754.79,20
467.99,21
325.38,22
2667.34,23
13372.76,24
197.45,25
232.23,26
8209.82,27
12165.17,28
17119.82,29
28916.6,30
1296.95,31
6426.64,32
100.47,33
6784.93,34
15261.87,35
9259.91,36
8584.38,37
15833.86,38
1560.88,39
4086.2,40
6138.12,41
377.28,42
693.83,43
1008.67,44
1427.02,45
1437.85,46
8546.01,47
136.72,48
1525.43,49
256.96,50
849.57,51
192.11,52
1286.76,53
1488.93,54
7236.93,55
9421.07,56
4036.36,57
5567.88,58
3632.23,59
6611.56,60
6650.71,61
5385.82,62
1591.68,63
13476.47,64
13028.28,65
3683.09,66
16330.05,67
17466.41,68
13584.63,69
13880.85,70
9034.68,71
6458.85,72
4879.72,73
6323.42,74
10599.16,75
1416.29,76
15486.52,77
1158.47,78
8723.5,79
735.01,80
8368.09,81
9670.82,82
11866.69,83
2820.86,84
142.86,85
9205.45,86
8246.55,87
9192.46,88
8387.94,89
8432.84,90
9218.23,91
9962.32,92
8400.32,93
8138.98,94
6754.79,95
467.99,96
325.38,97
2667.34,98
13372.76,99
197.45,100
232.23,101
8209.82,102
12165.17,103
17119.82,104
28916.6,105
1296.95,106
6426.64,107
100.47,108
6784.93,109
15261.87,110
9259.91,111
8584.38,112
15833.86,113
1560.88,114
4086.2,115
6138.12,116
377.28,117
693.83,118
1008.67,119
1427.02,120
1437.85,121
8546.01,122
136.72,123
1525.43,124
256.96,125
849.57,126
192.11,127
1286.76,128
1488.93,129
7236.93,130
9421.07,131
4036.36,132
5567.88,133
3632.23,134
6611.56,135
6650.71,136
5385.82,137
1591.68,138
13476.47,139
13028.28,140
3683.09,141
16330.05,142
17466.41,143
13584.63,144
13880.85,145
9034.68,146
6458.85,147
4879.72,148
6323.42,149
10599.16,150
