0,1,42116
1,2,21445
2,3,90429
3,4,12671
4,5,14856
5,6,132717
6,7,128677
7,8,123105
8,9,88419
9,10,99088
10,11,115093
11,12,88703
12,13,4342
13,14,128819
14,15,114668
15,16,130915
16,17,77594
0,1,37938
1,2,40196
2,3,62260
3,4,3434
4,5,22134
5,6,6299
6,7,2502
7,8,4299
8,9,142031
9,10,71676
10,11,97217
11,12,137153
12,13,105063
13,14,89038
14,15,125418
15,16,92582
16,17,116403
17,18,95158
18,19,82767
0,1,3235
1,2,75723
2,3,7912
3,4,9429
4,5,3076
5,6,36280
6,7,9556
7,8,290188
8,9,132632
9,10,67856
10,11,28375
11,12,54744
12,13,89041
13,14,16193
14,15,47997
15,16,86205
16,17,14385
17,18,54395
18,19,46222
19,20,95347
20,21,62352
21,22,60960
0,1,76598
1,2,43155
2,3,57426
3,4,25119
4,5,275462
5,6,118058
6,7,74823
7,8,108804
8,9,131794
9,10,129614
10,11,65030
11,12,135718
12,13,108121
13,14,78333
14,15,97104
0,1,13420
1,2,30616
2,3,37755
3,4,9389
4,5,4307
5,6,19241
6,7,130264
7,8,82936
8,9,125602
9,10,38160
10,11,43346
11,12,126421
12,13,140718
13,14,102755
14,15,136124
15,16,130104
16,17,145162
17,18,114457
18,19,79277
0,1,12821
1,2,20476
2,3,55856
3,4,39798
4,5,111776
5,6,96454
6,7,231176
7,8,86858
8,9,95161
9,10,137436
10,11,97085
11,12,38919
12,13,238252
13,14,145657
14,15,72739
15,16,73951
0,1,3565
1,2,17747
2,3,15804
3,4,6153
4,5,132402
5,6,102930
6,7,133449
7,8,130934
8,9,17658
9,10,19403
10,11,133811
11,12,129008
12,13,127729
13,14,50871
14,15,144195
15,16,12526
16,17,141864
17,18,110864
0,1,123508
1,2,104358
2,3,103201
3,4,115948
4,5,116922
5,6,102204
6,7,117058
7,8,148767
8,9,130080
9,10,120003
10,11,122200
11,12,127791
12,13,94561
13,14,119949
14,15,76655
0,1,38013
1,2,6518
2,3,13396
3,4,20954
4,5,42127
5,6,104058
6,7,109167
7,8,113664
8,9,101030
9,10,122733
10,11,168605
11,12,103800
12,13,119777
13,14,113930
14,15,118827
15,16,120378
16,17,131959
0,1,46488
1,2,15291
2,3,4923
3,4,17439
4,5,122108
5,6,99991
6,7,85108
7,8,191060
8,9,62744
9,10,127349
10,11,8116
11,12,136616
12,13,82270
13,14,80189
14,15,132181
15,16,97775
16,17,132304
17,18,94503
0,1,40090
1,2,91625
2,3,53271
3,4,39348
4,5,133555
5,6,141003
6,7,90086
7,8,47639
8,9,98441
9,10,87709
10,11,91980
11,12,92682
12,13,61497
13,14,61371
14,15,129980
15,16,82643
16,17,128613
17,18,87029
0,1,114201
1,2,45026
2,3,68130
3,4,58409
4,5,32007
5,6,10481
6,7,131509
7,8,22420
8,9,24605
9,10,42095
10,11,45886
11,12,10260
12,13,74462
13,14,42817
14,15,22255
15,16,101511
16,17,24003
17,18,48679
18,19,27569
19,20,62961
20,21,41397
21,22,27611
22,23,31247
23,24,75216
24,25,30437
0,1,4088
1,2,7639
2,3,12176
3,4,13442
4,5,3579
5,6,17032
6,7,25215
7,8,8798
8,9,5387
9,10,2608
10,11,5356
11,12,6967
12,13,7640
13,14,15426
14,15,35597
15,16,13363
16,17,15797
17,18,3819
18,19,30021
19,20,2543
20,21,2100
21,22,2565
22,23,30672
23,24,12878
24,25,8981
25,26,2803
26,27,3329
27,28,6296
28,29,3315
29,30,15497
30,31,3493
31,32,15256
32,33,18018
33,34,11634
34,35,17695
35,36,7665
36,37,3373
37,38,8211
38,39,19228
39,40,6455
40,41,3959
41,42,12240
42,43,6350
43,44,37236
44,45,12792
45,46,22983
46,47,4183
47,48,8980
48,49,6920
49,50,2195
50,51,23895
51,52,3757
52,53,22797
53,54,4672
54,55,8025
55,56,22282
56,57,10130
57,58,8564
58,59,10855
59,60,2160
60,61,7865
61,62,3386
0,1,42116
1,2,21445
2,3,90429
3,4,12671
4,5,14856
5,6,132717
6,7,128677
7,8,123105
8,9,88419
9,10,99088
10,11,115093
11,12,88703
12,13,4342
13,14,128819
14,15,114668
15,16,130915
16,17,77594
0,1,37938
1,2,40196
2,3,62260
3,4,3434
4,5,22134
5,6,6299
6,7,2502
7,8,4299
8,9,142031
9,10,71676
10,11,97217
11,12,137153
12,13,105063
13,14,89038
14,15,125418
15,16,92582
16,17,116403
17,18,95158
18,19,82767
0,1,3235
1,2,75723
2,3,7912
3,4,9429
4,5,3076
5,6,36280
6,7,9556
7,8,290188
8,9,132632
9,10,67856
10,11,28375
11,12,54744
12,13,89041
13,14,16193
14,15,47997
15,16,86205
16,17,14385
17,18,54395
18,19,46222
19,20,95347
20,21,62352
21,22,60960
0,1,76598
1,2,43155
2,3,57426
3,4,25119
4,5,275462
5,6,118058
6,7,74823
7,8,108804
8,9,131794
9,10,129614
10,11,65030
11,12,135718
12,13,108121
13,14,78333
14,15,97104
0,1,13420
1,2,30616
2,3,37755
3,4,9389
4,5,4307
5,6,19241
6,7,130264
7,8,82936
8,9,125602
9,10,38160
10,11,43346
11,12,126421
12,13,140718
13,14,102755
14,15,136124
15,16,130104
16,17,145162
17,18,114457
18,19,79277
0,1,12821
1,2,20476
2,3,55856
3,4,39798
4,5,111776
5,6,96454
6,7,231176
7,8,86858
8,9,95161
9,10,137436
10,11,97085
11,12,38919
12,13,238252
13,14,145657
14,15,72739
15,16,73951
0,1,3565
1,2,17747
2,3,15804
3,4,6153
4,5,132402
5,6,102930
6,7,133449
7,8,130934
8,9,17658
9,10,19403
10,11,133811
11,12,129008
12,13,127729
13,14,50871
14,15,144195
15,16,12526
16,17,141864
17,18,110864
0,1,123508
1,2,104358
2,3,103201
3,4,115948
4,5,116922
5,6,102204
6,7,117058
7,8,148767
8,9,130080
9,10,120003
10,11,122200
11,12,127791
12,13,94561
13,14,119949
14,15,76655
0,1,38013
1,2,6518
2,3,13396
3,4,20954
4,5,42127
5,6,104058
6,7,109167
7,8,113664
8,9,101030
9,10,122733
10,11,168605
11,12,103800
12,13,119777
13,14,113930
14,15,118827
15,16,120378
16,17,131959
0,1,46488
1,2,15291
2,3,4923
3,4,17439
4,5,122108
5,6,99991
6,7,85108
7,8,191060
8,9,62744
9,10,127349
10,11,8116
11,12,136616
12,13,82270
13,14,80189
14,15,132181
15,16,97775
16,17,132304
17,18,94503
0,1,40090
1,2,91625
2,3,53271
3,4,39348
4,5,133555
5,6,141003
6,7,90086
7,8,47639
8,9,98441
9,10,87709
10,11,91980
11,12,92682
12,13,61497
13,14,61371
14,15,129980
15,16,82643
16,17,128613
17,18,87029
0,1,114201
1,2,45026
2,3,68130
3,4,58409
4,5,32007
5,6,10481
6,7,131509
7,8,22420
8,9,24605
9,10,42095
10,11,45886
11,12,10260
12,13,74462
13,14,42817
14,15,22255
15,16,101511
16,17,24003
17,18,48679
18,19,27569
19,20,62961
20,21,41397
21,22,27611
22,23,31247
23,24,75216
24,25,30437
0,1,4088
1,2,7639
2,3,12176
3,4,13442
4,5,3579
5,6,17032
6,7,25215
7,8,8798
8,9,5387
9,10,2608
10,11,5356
11,12,6967
12,13,7640
13,14,15426
14,15,35597
15,16,13363
16,17,15797
17,18,3819
18,19,30021
19,20,2543
20,21,2100
21,22,2565
22,23,30672
23,24,12878
24,25,8981
25,26,2803
26,27,3329
27,28,6296
28,29,3315
29,30,15497
30,31,3493
