Area mm^2,Index
325.55,1718
400.98,1719
372.84,1720
389.76,1721
378.04,1722
393.19,1723
374.35,1724
334.15,1725
366.67,1726
355.05,1727
494.79,1728
392.39,1729
237.98,1730
381.24,1731
125.79,1732
347.06,1733
305.23,1734
323.07,1735
316.36,1736
338.05,1737
406.97,1738
374.97,1739
351.95,1740
372.12,1741
350.24,1742
394.96,1743
281.75,1744
252.59,1745
688.65,1746
107.2,1747
332.33,1748
236.57,1749
330.21,1750
290.37,1751
300.08,1752
