Area mm^2,Index
384.92,1
311.76,2
348.05,3
303.39,4
354.17,5
358.29,6
308.58,7
349.96,8
393.96,9
371.61,10
312.46,11
273.86,12
309.98,13
293.22,14
407.03,15
357.68,16
401.42,17
210.54,18
182.07,19
389.26,20
640.82,21
777.75,22
606.12,23
479.96,24
353.77,25
378.98,26
361.09,27
379.66,28
373.99,29
342.67,30
370.38,31
320.83,32
399.26,33
414.42,34
378.07,35
327.76,36
379.29,37
353.75,38
391.9,39
345.29,40
329.26,41
273.67,42
391.38,43
365.54,44
395.13,45
357.45,46
374.97,47
353.16,48
343.23,49
381.83,50
682.73,51
365.44,52
347.01,53
367.58,54
313.44,55
260.26,56
352.74,57
398.18,58
253.09,59
344.21,60
334.76,61
263.96,62
365.83,63
372.46,64
331.4,65
374.06,66
398.06,67
380.91,68
402.07,69
334.58,70
467.38,71
379.64,72
368.17,73
325.28,74
336.53,75
385.61,76
425.48,77
378.82,78
399.56,79
323.88,80
344.66,81
344.0,82
363.67,83
568.48,84
442.06,85
393.19,86
814.94,87
361.76,88
362.56,89
265.04,90
381.99,91
373.05,92
423.92,93
386.89,94
385.88,95
393.98,96
368.63,97
391.57,98
372.47,99
374.92,100
367.46,101
225.48,102
364.58,103
285.02,104
342.69,105
339.3,106
321.28,107
523.92,108
346.63,109
329.7,110
341.24,111
338.64,112
337.71,113
322.36,114
321.07,115
658.49,116
540.49,117
781.56,118
169.51,119
276.29,120
307.69,121
269.89,122
268.97,123
326.4,124
325.53,125
456.7,126
842.62,127
347.16,128
361.97,129
1457.48,130
399.19,131
374.7,132
289.36,133
345.71,134
285.95,135
359.67,136
317.27,137
394.4,138
344.95,139
720.17,140
1000.3,141
445.79,142
409.9,143
376.22,144
340.53,145
342.05,146
555.47,147
332.03,148
366.12,149
821.82,150
301.8,151
309.19,152
536.23,153
604.76,154
285.61,155
358.69,156
301.77,157
322.21,158
779.1,159
449.54,160
308.4,161
599.66,162
360.06,163
166.03,164
1029.36,165
1109.58,166
790.38,167
675.12,168
336.51,169
349.77,170
364.28,171
623.32,172
443.28,173
307.72,174
375.59,175
398.35,176
382.29,177
314.81,178
342.69,179
396.34,180
1217.1,181
808.01,182
658.68,183
353.65,184
374.63,185
313.69,186
372.86,187
441.02,188
398.48,189
390.72,190
319.68,191
854.61,192
968.81,193
607.32,194
394.6,195
380.1,196
362.52,197
339.43,198
395.43,199
348.61,200
356.45,201
328.98,202
794.4,203
852.55,204
86.52,205
98.33,206
139.15,207
114.84,208
240.85,209
95.82,210
271.61,211
363.79,212
327.0,213
405.26,214
333.8,215
330.12,216
357.18,217
411.43,218
268.43,219
394.5,220
312.51,221
341.49,222
382.9,223
395.11,224
347.28,225
329.48,226
425.28,227
395.29,228
399.8,229
419.45,230
382.54,231
339.67,232
401.26,233
413.07,234
412.01,235
379.46,236
424.52,237
419.19,238
371.65,239
416.97,240
415.25,241
302.8,242
312.23,243
398.95,244
482.96,245
377.26,246
375.22,247
361.14,248
418.55,249
208.62,250
311.84,251
415.04,252
377.67,253
344.69,254
397.57,255
337.98,256
381.95,257
344.78,258
253.67,259
397.0,260
338.42,261
395.53,262
345.42,263
306.12,264
290.34,265
261.8,266
286.12,267
360.35,268
373.03,269
350.75,270
318.0,271
301.48,272
318.25,273
306.21,274
476.96,275
327.91,276
508.4,277
353.72,278
360.9,279
331.79,280
377.47,281
382.1,282
383.82,283
361.06,284
421.55,285
779.3,286
346.4,287
365.17,288
350.21,289
385.56,290
422.4,291
377.77,292
262.22,293
398.73,294
565.58,295
357.56,296
369.78,297
386.25,298
404.27,299
371.98,300
351.56,301
355.79,302
349.32,303
387.65,304
378.26,305
380.49,306
379.98,307
396.81,308
340.85,309
552.01,310
450.04,311
367.08,312
333.26,313
343.09,314
343.78,315
320.34,316
597.89,317
335.99,318
375.0,319
351.29,320
340.34,321
510.25,322
333.5,323
358.63,324
370.52,325
423.98,326
423.46,327
334.61,328
101.03,329
381.46,330
340.14,331
270.52,332
314.67,333
455.96,334
248.44,335
357.75,336
356.42,337
391.53,338
360.09,339
386.47,340
396.91,341
320.15,342
442.11,343
365.85,344
382.02,345
360.31,346
299.11,347
415.55,348
424.47,349
602.51,350
582.04,351
405.03,352
721.25,353
399.92,354
108.69,355
880.45,356
452.72,357
367.58,358
331.98,359
302.11,360
289.04,361
381.67,362
350.58,363
456.0,364
376.5,365
370.53,366
347.16,367
365.04,368
413.91,369
306.49,370
342.3,371
279.56,372
528.74,373
344.39,374
151.29,375
284.3,376
351.91,377
313.58,378
326.72,379
416.88,380
349.52,381
622.7,382
342.49,383
344.29,384
334.39,385
313.36,386
296.05,387
410.24,388
373.87,389
403.79,390
310.76,391
375.53,392
327.26,393
315.48,394
364.77,395
371.55,396
426.13,397
410.47,398
353.11,399
350.94,400
323.31,401
331.84,402
371.66,403
402.75,404
388.58,405
369.35,406
367.99,407
391.55,408
395.34,409
392.73,410
370.42,411
341.07,412
389.36,413
383.13,414
386.73,415
391.36,416
300.34,417
367.77,418
345.27,419
379.88,420
374.75,421
303.59,422
322.14,423
348.88,424
372.73,425
317.54,426
353.72,427
384.38,428
581.24,429
306.97,430
347.98,431
358.36,432
374.77,433
308.74,434
317.51,435
392.86,436
84.84,437
222.77,438
340.68,439
322.03,440
322.06,441
378.75,442
312.99,443
621.96,444
369.66,445
336.89,446
364.29,447
364.72,448
338.4,449
345.1,450
789.46,451
510.44,452
541.59,453
400.98,454
408.48,455
387.38,456
303.9,457
211.42,458
348.52,459
404.1,460
374.18,461
367.82,462
405.65,463
360.48,464
874.36,465
332.99,466
317.44,467
351.61,468
340.36,469
381.11,470
339.8,471
579.44,472
410.17,473
397.99,474
324.24,475
330.51,476
324.35,477
375.63,478
360.13,479
349.43,480
342.52,481
334.27,482
350.6,483
306.04,484
292.6,485
253.35,486
288.67,487
281.77,488
316.33,489
286.71,490
397.3,491
364.14,492
336.75,493
325.59,494
289.44,495
348.05,496
324.86,497
369.61,498
394.15,499
203.47,500
374.8,501
291.3,502
352.35,503
468.78,504
387.3,505
305.84,506
372.02,507
388.68,508
457.88,509
519.18,510
398.3,511
382.04,512
324.91,513
386.41,514
392.81,515
363.72,516
423.83,517
394.79,518
340.6,519
413.59,520
429.82,521
370.82,522
364.7,523
395.53,524
324.73,525
313.61,526
330.71,527
419.4,528
346.62,529
609.65,530
337.46,531
307.34,532
366.94,533
330.0,534
226.99,535
401.75,536
339.74,537
354.38,538
323.39,539
325.99,540
320.56,541
286.49,542
245.4,543
268.88,544
387.55,545
331.24,546
337.26,547
225.75,548
354.48,549
335.42,550
274.67,551
309.83,552
350.06,553
441.96,554
402.09,555
351.09,556
349.99,557
303.61,558
313.86,559
369.42,560
319.23,561
405.45,562
389.9,563
374.06,564
390.84,565
385.71,566
329.6,567
252.59,568
374.19,569
629.72,570
380.62,571
347.49,572
345.89,573
358.24,574
354.17,575
416.58,576
383.59,577
386.32,578
390.69,579
330.86,580
344.96,581
289.83,582
589.85,583
151.34,584
289.09,585
438.4,586
401.15,587
345.45,588
369.18,589
358.17,590
257.87,591
346.35,592
270.45,593
317.08,594
363.77,595
361.7,596
322.04,597
312.8,598
356.52,599
348.98,600
233.19,601
654.75,602
373.0,603
389.09,604
240.26,605
355.71,606
408.23,607
290.18,608
563.08,609
381.87,610
343.11,611
381.18,612
254.48,613
313.95,614
315.36,615
429.04,616
366.91,617
375.64,618
386.32,619
410.09,620
357.77,621
305.55,622
415.79,623
277.35,624
427.53,625
394.32,626
382.41,627
352.39,628
339.87,629
427.98,630
381.97,631
669.61,632
376.93,633
380.08,634
361.95,635
378.75,636
678.26,637
339.94,638
350.68,639
384.01,640
358.1,641
342.62,642
273.94,643
392.39,644
352.55,645
300.59,646
349.47,647
419.28,648
362.57,649
330.21,650
333.34,651
350.16,652
306.19,653
238.86,654
334.76,655
294.91,656
398.46,657
318.81,658
360.65,659
414.32,660
368.98,661
327.46,662
446.85,663
516.19,664
333.95,665
376.17,666
366.47,667
375.75,668
385.11,669
355.59,670
345.74,671
383.69,672
319.67,673
385.7,674
413.14,675
346.35,676
357.09,677
345.81,678
395.31,679
481.5,680
400.94,681
318.5,682
355.42,683
550.51,684
390.03,685
316.51,686
351.17,687
511.67,688
380.15,689
247.87,690
276.12,691
379.98,692
347.44,693
393.76,694
349.0,695
367.6,696
346.09,697
352.84,698
290.1,699
418.52,700
535.05,701
374.85,702
407.39,703
329.03,704
379.69,705
253.18,706
334.88,707
329.13,708
327.69,709
350.9,710
355.76,711
308.7,712
323.22,713
349.59,714
315.45,715
357.77,716
319.36,717
372.05,718
343.56,719
375.86,720
363.65,721
327.09,722
348.35,723
329.57,724
332.64,725
377.04,726
353.13,727
370.37,728
374.01,729
343.45,730
373.6,731
304.72,732
379.54,733
339.23,734
418.96,735
390.39,736
315.65,737
427.09,738
358.29,739
309.85,740
345.23,741
430.34,742
362.32,743
300.67,744
322.85,745
401.31,746
322.25,747
353.45,748
356.94,749
387.01,750
395.8,751
377.13,752
381.06,753
355.56,754
376.66,755
370.48,756
420.31,757
371.23,758
297.71,759
370.69,760
330.36,761
328.12,762
358.81,763
332.52,764
238.3,765
336.26,766
256.37,767
341.05,768
390.23,769
356.96,770
305.4,771
165.63,772
272.61,773
630.97,774
363.75,775
332.16,776
180.3,777
410.66,778
322.08,779
312.41,780
347.75,781
290.98,782
358.61,783
393.74,784
333.97,785
371.04,786
614.01,787
331.35,788
284.2,789
392.22,790
316.87,791
405.48,792
351.12,793
336.57,794
360.57,795
317.32,796
306.0,797
321.12,798
345.69,799
352.47,800
407.98,801
390.72,802
461.61,803
264.55,804
396.24,805
383.66,806
384.48,807
284.15,808
333.28,809
368.0,810
325.64,811
393.15,812
385.97,813
315.62,814
338.84,815
304.96,816
345.84,817
322.47,818
347.73,819
319.8,820
339.2,821
387.08,822
328.2,823
327.73,824
102.38,825
403.37,826
223.88,827
452.13,828
577.7,829
419.24,830
266.22,831
369.32,832
109.61,833
412.68,834
212.7,835
366.77,836
318.1,837
341.3,838
415.23,839
333.41,840
317.42,841
325.55,842
400.98,843
372.84,844
389.76,845
378.04,846
393.19,847
374.35,848
334.15,849
366.67,850
355.05,851
494.79,852
392.39,853
237.98,854
381.24,855
125.79,856
347.06,857
305.23,858
323.07,859
316.36,860
338.05,861
406.97,862
374.97,863
351.95,864
372.12,865
350.24,866
394.96,867
281.75,868
252.59,869
688.65,870
107.2,871
332.33,872
236.57,873
330.21,874
290.37,875
300.08,876
384.92,877
311.76,878
348.05,879
303.39,880
354.17,881
358.29,882
308.58,883
349.96,884
393.96,885
371.61,886
312.46,887
273.86,888
309.98,889
293.22,890
407.03,891
357.68,892
401.42,893
210.54,894
182.07,895
389.26,896
640.82,897
777.75,898
606.12,899
479.96,900
353.77,901
378.98,902
361.09,903
379.66,904
373.99,905
342.67,906
370.38,907
320.83,908
399.26,909
414.42,910
378.07,911
327.76,912
379.29,913
353.75,914
391.9,915
345.29,916
329.26,917
273.67,918
391.38,919
365.54,920
395.13,921
357.45,922
374.97,923
353.16,924
343.23,925
381.83,926
682.73,927
365.44,928
347.01,929
367.58,930
313.44,931
260.26,932
352.74,933
398.18,934
253.09,935
344.21,936
334.76,937
263.96,938
365.83,939
372.46,940
331.4,941
374.06,942
398.06,943
380.91,944
402.07,945
334.58,946
467.38,947
379.64,948
368.17,949
325.28,950
336.53,951
385.61,952
425.48,953
378.82,954
399.56,955
323.88,956
344.66,957
344.0,958
363.67,959
568.48,960
442.06,961
393.19,962
814.94,963
361.76,964
362.56,965
265.04,966
381.99,967
373.05,968
423.92,969
386.89,970
385.88,971
393.98,972
368.63,973
391.57,974
372.47,975
374.92,976
367.46,977
225.48,978
364.58,979
285.02,980
342.69,981
339.3,982
321.28,983
523.92,984
346.63,985
329.7,986
341.24,987
338.64,988
337.71,989
322.36,990
321.07,991
658.49,992
540.49,993
781.56,994
169.51,995
276.29,996
307.69,997
269.89,998
268.97,999
326.4,1000
325.53,1001
456.7,1002
842.62,1003
347.16,1004
361.97,1005
1457.48,1006
399.19,1007
374.7,1008
289.36,1009
345.71,1010
285.95,1011
359.67,1012
317.27,1013
394.4,1014
344.95,1015
720.17,1016
1000.3,1017
445.79,1018
409.9,1019
376.22,1020
340.53,1021
342.05,1022
555.47,1023
332.03,1024
366.12,1025
821.82,1026
301.8,1027
309.19,1028
536.23,1029
604.76,1030
285.61,1031
358.69,1032
301.77,1033
322.21,1034
779.1,1035
449.54,1036
308.4,1037
599.66,1038
360.06,1039
166.03,1040
1029.36,1041
1109.58,1042
790.38,1043
675.12,1044
336.51,1045
349.77,1046
364.28,1047
623.32,1048
443.28,1049
307.72,1050
375.59,1051
398.35,1052
382.29,1053
314.81,1054
342.69,1055
396.34,1056
1217.1,1057
808.01,1058
658.68,1059
353.65,1060
374.63,1061
313.69,1062
372.86,1063
441.02,1064
398.48,1065
390.72,1066
319.68,1067
854.61,1068
968.81,1069
607.32,1070
394.6,1071
380.1,1072
362.52,1073
339.43,1074
395.43,1075
348.61,1076
356.45,1077
328.98,1078
794.4,1079
852.55,1080
86.52,1081
98.33,1082
139.15,1083
114.84,1084
240.85,1085
95.82,1086
271.61,1087
363.79,1088
327.0,1089
405.26,1090
333.8,1091
330.12,1092
357.18,1093
411.43,1094
268.43,1095
394.5,1096
312.51,1097
341.49,1098
382.9,1099
395.11,1100
347.28,1101
329.48,1102
425.28,1103
395.29,1104
399.8,1105
419.45,1106
382.54,1107
339.67,1108
401.26,1109
413.07,1110
412.01,1111
379.46,1112
424.52,1113
419.19,1114
371.65,1115
416.97,1116
415.25,1117
302.8,1118
312.23,1119
398.95,1120
482.96,1121
377.26,1122
375.22,1123
361.14,1124
418.55,1125
208.62,1126
311.84,1127
415.04,1128
377.67,1129
344.69,1130
397.57,1131
337.98,1132
381.95,1133
344.78,1134
253.67,1135
397.0,1136
338.42,1137
395.53,1138
345.42,1139
306.12,1140
290.34,1141
261.8,1142
286.12,1143
360.35,1144
373.03,1145
350.75,1146
318.0,1147
301.48,1148
318.25,1149
306.21,1150
476.96,1151
327.91,1152
508.4,1153
353.72,1154
360.9,1155
331.79,1156
377.47,1157
382.1,1158
383.82,1159
361.06,1160
421.55,1161
779.3,1162
346.4,1163
365.17,1164
350.21,1165
385.56,1166
422.4,1167
377.77,1168
262.22,1169
398.73,1170
565.58,1171
357.56,1172
369.78,1173
386.25,1174
404.27,1175
371.98,1176
351.56,1177
355.79,1178
349.32,1179
387.65,1180
378.26,1181
380.49,1182
379.98,1183
396.81,1184
340.85,1185
552.01,1186
450.04,1187
367.08,1188
333.26,1189
343.09,1190
343.78,1191
320.34,1192
597.89,1193
335.99,1194
375.0,1195
351.29,1196
340.34,1197
510.25,1198
333.5,1199
358.63,1200
370.52,1201
423.98,1202
423.46,1203
334.61,1204
101.03,1205
381.46,1206
340.14,1207
270.52,1208
314.67,1209
455.96,1210
248.44,1211
357.75,1212
356.42,1213
391.53,1214
360.09,1215
386.47,1216
396.91,1217
320.15,1218
442.11,1219
365.85,1220
382.02,1221
360.31,1222
299.11,1223
415.55,1224
424.47,1225
602.51,1226
582.04,1227
405.03,1228
721.25,1229
399.92,1230
108.69,1231
880.45,1232
452.72,1233
367.58,1234
331.98,1235
302.11,1236
289.04,1237
381.67,1238
350.58,1239
456.0,1240
376.5,1241
370.53,1242
347.16,1243
365.04,1244
413.91,1245
306.49,1246
342.3,1247
279.56,1248
528.74,1249
344.39,1250
151.29,1251
284.3,1252
351.91,1253
313.58,1254
326.72,1255
416.88,1256
349.52,1257
622.7,1258
342.49,1259
344.29,1260
334.39,1261
313.36,1262
296.05,1263
410.24,1264
373.87,1265
403.79,1266
310.76,1267
375.53,1268
327.26,1269
315.48,1270
364.77,1271
371.55,1272
426.13,1273
410.47,1274
353.11,1275
350.94,1276
323.31,1277
331.84,1278
371.66,1279
402.75,1280
388.58,1281
369.35,1282
367.99,1283
391.55,1284
395.34,1285
392.73,1286
370.42,1287
341.07,1288
389.36,1289
383.13,1290
386.73,1291
391.36,1292
300.34,1293
367.77,1294
345.27,1295
379.88,1296
374.75,1297
303.59,1298
322.14,1299
348.88,1300
372.73,1301
317.54,1302
353.72,1303
384.38,1304
581.24,1305
306.97,1306
347.98,1307
358.36,1308
374.77,1309
308.74,1310
317.51,1311
392.86,1312
84.84,1313
222.77,1314
340.68,1315
322.03,1316
322.06,1317
378.75,1318
312.99,1319
621.96,1320
369.66,1321
336.89,1322
364.29,1323
364.72,1324
338.4,1325
345.1,1326
789.46,1327
510.44,1328
541.59,1329
400.98,1330
408.48,1331
387.38,1332
303.9,1333
211.42,1334
348.52,1335
404.1,1336
374.18,1337
367.82,1338
405.65,1339
360.48,1340
874.36,1341
332.99,1342
317.44,1343
351.61,1344
340.36,1345
381.11,1346
339.8,1347
579.44,1348
410.17,1349
397.99,1350
324.24,1351
330.51,1352
324.35,1353
375.63,1354
360.13,1355
349.43,1356
342.52,1357
334.27,1358
350.6,1359
306.04,1360
292.6,1361
253.35,1362
288.67,1363
281.77,1364
316.33,1365
286.71,1366
397.3,1367
364.14,1368
336.75,1369
325.59,1370
289.44,1371
348.05,1372
324.86,1373
369.61,1374
394.15,1375
203.47,1376
374.8,1377
291.3,1378
352.35,1379
468.78,1380
387.3,1381
305.84,1382
372.02,1383
388.68,1384
457.88,1385
519.18,1386
398.3,1387
382.04,1388
324.91,1389
386.41,1390
392.81,1391
363.72,1392
423.83,1393
394.79,1394
340.6,1395
413.59,1396
429.82,1397
370.82,1398
364.7,1399
395.53,1400
324.73,1401
313.61,1402
330.71,1403
419.4,1404
346.62,1405
609.65,1406
337.46,1407
307.34,1408
366.94,1409
330.0,1410
226.99,1411
401.75,1412
339.74,1413
354.38,1414
323.39,1415
325.99,1416
320.56,1417
286.49,1418
245.4,1419
268.88,1420
387.55,1421
331.24,1422
337.26,1423
225.75,1424
354.48,1425
335.42,1426
274.67,1427
309.83,1428
350.06,1429
441.96,1430
402.09,1431
351.09,1432
349.99,1433
303.61,1434
313.86,1435
369.42,1436
319.23,1437
405.45,1438
389.9,1439
374.06,1440
390.84,1441
385.71,1442
329.6,1443
252.59,1444
374.19,1445
629.72,1446
380.62,1447
347.49,1448
345.89,1449
358.24,1450
354.17,1451
416.58,1452
383.59,1453
386.32,1454
390.69,1455
330.86,1456
344.96,1457
289.83,1458
589.85,1459
151.34,1460
289.09,1461
438.4,1462
401.15,1463
345.45,1464
369.18,1465
358.17,1466
257.87,1467
346.35,1468
270.45,1469
317.08,1470
363.77,1471
361.7,1472
322.04,1473
312.8,1474
356.52,1475
348.98,1476
233.19,1477
654.75,1478
373.0,1479
389.09,1480
240.26,1481
355.71,1482
408.23,1483
290.18,1484
563.08,1485
381.87,1486
343.11,1487
381.18,1488
254.48,1489
313.95,1490
315.36,1491
429.04,1492
366.91,1493
375.64,1494
386.32,1495
410.09,1496
357.77,1497
305.55,1498
415.79,1499
277.35,1500
427.53,1501
394.32,1502
382.41,1503
352.39,1504
339.87,1505
427.98,1506
381.97,1507
669.61,1508
376.93,1509
380.08,1510
361.95,1511
378.75,1512
678.26,1513
339.94,1514
350.68,1515
384.01,1516
358.1,1517
342.62,1518
273.94,1519
392.39,1520
352.55,1521
300.59,1522
349.47,1523
419.28,1524
362.57,1525
330.21,1526
333.34,1527
350.16,1528
306.19,1529
238.86,1530
334.76,1531
294.91,1532
398.46,1533
318.81,1534
360.65,1535
414.32,1536
368.98,1537
327.46,1538
446.85,1539
516.19,1540
333.95,1541
376.17,1542
366.47,1543
375.75,1544
385.11,1545
355.59,1546
345.74,1547
383.69,1548
319.67,1549
385.7,1550
413.14,1551
346.35,1552
357.09,1553
345.81,1554
395.31,1555
481.5,1556
400.94,1557
318.5,1558
355.42,1559
550.51,1560
390.03,1561
316.51,1562
351.17,1563
511.67,1564
380.15,1565
247.87,1566
276.12,1567
379.98,1568
347.44,1569
393.76,1570
349.0,1571
367.6,1572
346.09,1573
352.84,1574
290.1,1575
418.52,1576
535.05,1577
374.85,1578
407.39,1579
329.03,1580
379.69,1581
253.18,1582
334.88,1583
329.13,1584
327.69,1585
350.9,1586
355.76,1587
308.7,1588
323.22,1589
349.59,1590
315.45,1591
357.77,1592
319.36,1593
372.05,1594
343.56,1595
375.86,1596
363.65,1597
327.09,1598
348.35,1599
329.57,1600
332.64,1601
377.04,1602
353.13,1603
370.37,1604
374.01,1605
343.45,1606
373.6,1607
304.72,1608
379.54,1609
339.23,1610
418.96,1611
390.39,1612
315.65,1613
427.09,1614
358.29,1615
309.85,1616
345.23,1617
430.34,1618
362.32,1619
300.67,1620
322.85,1621
401.31,1622
322.25,1623
353.45,1624
356.94,1625
387.01,1626
395.8,1627
377.13,1628
381.06,1629
355.56,1630
376.66,1631
370.48,1632
420.31,1633
371.23,1634
297.71,1635
370.69,1636
330.36,1637
328.12,1638
358.81,1639
332.52,1640
238.3,1641
336.26,1642
256.37,1643
341.05,1644
390.23,1645
356.96,1646
305.4,1647
165.63,1648
272.61,1649
630.97,1650
363.75,1651
332.16,1652
180.3,1653
410.66,1654
322.08,1655
312.41,1656
347.75,1657
290.98,1658
358.61,1659
393.74,1660
333.97,1661
371.04,1662
614.01,1663
331.35,1664
284.2,1665
392.22,1666
316.87,1667
405.48,1668
351.12,1669
336.57,1670
360.57,1671
317.32,1672
306.0,1673
321.12,1674
345.69,1675
352.47,1676
407.98,1677
390.72,1678
461.61,1679
264.55,1680
396.24,1681
383.66,1682
384.48,1683
284.15,1684
333.28,1685
368.0,1686
325.64,1687
393.15,1688
385.97,1689
315.62,1690
338.84,1691
304.96,1692
345.84,1693
322.47,1694
347.73,1695
319.8,1696
339.2,1697
387.08,1698
328.2,1699
327.73,1700
102.38,1701
403.37,1702
223.88,1703
452.13,1704
577.7,1705
419.24,1706
266.22,1707
369.32,1708
109.61,1709
412.68,1710
212.7,1711
366.77,1712
318.1,1713
341.3,1714
415.23,1715
333.41,1716
317.42,1717
