,label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
9,10,326.18,87.39,0.9040295437546746,38,20,48.3475,0.475,19.09,20.52,400,0.930379746835443,0.81545,2
10,11,369.3,90.24,0.9185334340129204,25,20,54.74,0.3125,21.43,20.39,400,1.0509554140127388,0.92325,2
11,12,395.19,93.77,0.9260532764208363,36,20,58.5775,0.45,23.12,22.47,400,1.0289017341040465,0.987975,2
12,13,368.86,102.96,0.8899650036624074,53,20,54.675,0.6625,20.0,22.6,400,0.8850574712643678,0.92215,2
13,14,400.49,97.93,0.9127426484720352,36,20,59.3625,0.45,20.52,23.51,400,0.8729281767955801,1.001225,2
14,15,313.29,87.14,0.9050380042876632,36,20,46.4375,0.45,18.96,19.87,400,0.954248366013072,0.7832250000000001,2
15,16,465.93,128.86,0.7666370649941722,66,20,69.0625,0.825,21.56,37.92,400,0.5684931506849316,1.164825,2
16,17,369.56,98.49,0.8820143305691973,43,20,54.7775,0.5375,19.61,26.36,400,0.7438423645320197,0.9239,2
17,18,365.24,102.13,0.9019534341288684,43,20,54.1375,0.5375,20.13,22.6,400,0.8908045977011494,0.9131,2
18,19,322.31,83.22,0.909177410913935,31,20,47.775,0.3875,18.83,21.04,400,0.8950617283950617,0.805775,2
19,20,331.27,94.09,0.8899007747723257,49,20,49.1025,0.6125,20.65,21.04,400,0.9814814814814816,0.828175,2
20,21,377.97,104.54,0.9192714742800886,44,20,56.025,0.55,20.78,23.9,400,0.8695652173913043,0.944925,2
21,22,424.52,109.52,0.8897136797454931,63,20,62.925,0.7875,23.64,34.29,400,0.6893939393939394,1.0613,2
22,23,359.39,91.71,0.9116892007530378,47,20,53.27,0.5875,20.78,24.81,400,0.837696335078534,0.8984749999999999,2
23,24,395.26,94.61,0.902943669569238,43,20,58.5875,0.5375,21.17,22.99,400,0.9209039548022598,0.98815,2
24,25,314.15,101.3,0.8824560572321979,57,20,46.565,0.7125,18.96,21.95,400,0.863905325443787,0.7853749999999999,2
25,26,342.76,87.94,0.9142522944034552,34,20,50.805,0.425,20.0,21.43,400,0.9333333333333332,0.8569,2
26,27,342.76,91.93,0.8915895230991971,44,20,50.805,0.55,21.3,22.47,400,0.9479768786127168,0.8569,2
27,28,356.4,91.74,0.8895764923802307,38,20,52.8275,0.475,20.91,20.91,400,1.0,0.8909999999999999,2
28,29,561.61,133.58,0.8960710441334768,58,20,83.245,0.725,20.52,35.71,400,0.5745454545454546,1.404025,3
29,30,428.0,114.26,0.8622201080493357,59,20,63.44,0.7375,21.3,37.92,400,0.5616438356164384,1.07,2
30,31,386.98,106.85,0.8837872192904742,46,20,57.36,0.575,20.26,23.77,400,0.8524590163934426,0.96745,2
31,32,796.32,154.2,0.9140611387528312,70,20,118.035,0.875,33.77,32.6,400,1.0358565737051793,1.9908,3
32,33,357.31,90.8,0.9222497932175352,44,20,52.9625,0.55,20.13,22.21,400,0.9064327485380116,0.893275,2
33,34,362.74,91.4,0.9254701148930676,29,20,53.7675,0.3625,19.09,22.73,400,0.84,0.90685,2
34,35,261.33,82.03,0.9102872921684976,35,20,38.735,0.4375,14.42,22.47,400,0.6416184971098265,0.6533249999999999,1
35,36,377.77,94.94,0.9141667687033184,37,20,55.995,0.4625,20.65,22.47,400,0.9190751445086706,0.944425,2
36,37,369.66,90.11,0.9242999325236168,38,20,54.7925,0.475,20.26,21.56,400,0.9397590361445785,0.92415,2
37,38,417.22,101.47,0.898351249273678,52,20,61.8425,0.65,21.17,24.94,400,0.8489583333333334,1.04305,2
38,39,384.53,90.03,0.9304954697575708,33,20,56.9975,0.4125,19.74,23.64,400,0.8351648351648352,0.961325,2
39,40,384.36,97.59,0.9130208333333332,38,20,56.9725,0.475,20.13,24.68,400,0.8157894736842105,0.9609,2
40,41,387.54,96.14,0.9064620482878334,51,20,57.4425,0.6375,20.52,23.77,400,0.8633879781420765,0.96885,2
41,42,364.39,94.8,0.8857775408962322,43,20,54.0125,0.5375,19.35,29.61,400,0.6535087719298246,0.910975,2
42,43,381.72,102.02,0.9076398636454782,58,20,56.58,0.725,21.04,22.34,400,0.9418604651162792,0.9543,2
43,44,367.19,91.76,0.9033609958506224,39,20,54.4275,0.4875,20.13,21.3,400,0.945121951219512,0.917975,2
44,45,370.57,102.68,0.886320545403203,46,20,54.9275,0.575,20.78,23.9,400,0.8695652173913043,0.926425,2
45,46,360.45,96.09,0.9004761302827287,43,20,53.4275,0.5375,20.65,24.16,400,0.8548387096774194,0.901125,2
46,47,219.09,74.15,0.911578947368421,23,20,32.475,0.2875,13.64,21.04,400,0.6481481481481481,0.547725,1
47,48,358.93,93.82,0.9039972813389404,42,20,53.2025,0.525,20.13,23.64,400,0.8516483516483516,0.897325,2
48,49,273.94,84.01,0.9094064949608064,34,20,40.605,0.425,16.75,19.74,400,0.8486842105263158,0.68485,1
49,50,331.59,92.27,0.9104802482285926,32,20,49.15,0.4,18.96,22.73,400,0.8342857142857143,0.8289749999999999,2
50,51,339.87,85.71,0.9189201513976926,37,20,50.3775,0.4625,20.65,19.74,400,1.0460526315789471,0.849675,2
51,52,315.72,85.35,0.9238931938206406,22,20,46.7975,0.275,19.35,18.57,400,1.041958041958042,0.7893000000000001,2
52,53,500.4,123.36,0.8019298862069898,62,20,74.1725,0.775,24.03,31.04,400,0.7740585774058577,1.251,3
53,54,320.83,89.38,0.903057349031523,39,20,47.555,0.4875,19.35,24.29,400,0.7967914438502673,0.802075,2
54,55,337.34,98.73,0.9020023450888428,43,20,50.0025,0.5375,20.13,27.14,400,0.7416267942583732,0.8433499999999999,2
55,56,334.52,86.39,0.912873383347908,30,20,49.585,0.375,19.48,20.52,400,0.9493670886075948,0.8362999999999999,2
56,57,332.05,90.45,0.922021356313226,34,20,49.2175,0.425,18.18,20.91,400,0.8695652173913043,0.830125,2
57,58,328.37,99.75,0.919172843586233,38,20,48.6725,0.475,19.61,20.65,400,0.949685534591195,0.820925,2
58,59,297.81,90.43,0.8878664454166039,40,20,44.1425,0.5,19.48,19.74,400,0.986842105263158,0.744525,2
59,60,309.41,89.81,0.913231780167264,42,20,45.8625,0.525,17.92,21.43,400,0.8363636363636363,0.773525,2
0,1,215.69,97.12,0.8889197831224802,50,30,14.20888888888889,0.4166666666666667,23.51,14.94,900,1.5739130434782609,0.2396555555555555,1
1,2,908.11,164.97,0.9178187273068203,89,30,59.824444444444445,0.7416666666666667,36.49,36.36,900,1.0035714285714286,1.009011111111111,2
2,3,802.43,134.54,0.9377352912190796,60,30,52.86222222222222,0.5,32.86,30.13,900,1.0905172413793105,0.8915888888888889,2
3,4,641.52,126.36,0.8950910716807079,52,30,42.26222222222222,0.4333333333333333,26.23,30.52,900,0.8595744680851064,0.7128,1
4,5,723.97,132.3,0.925664747363654,55,30,47.693333333333335,0.4583333333333333,29.48,28.96,900,1.0179372197309418,0.8044111111111112,2
5,6,866.47,145.06,0.907730364873222,68,30,57.08111111111111,0.5666666666666667,40.39,27.4,900,1.4739336492890995,0.9627444444444444,2
6,7,724.07,132.2,0.9345814738217044,60,30,47.7,0.5,32.21,29.48,900,1.092511013215859,0.8045222222222222,2
7,8,979.49,156.26,0.933845758024056,85,30,64.52666666666667,0.7083333333333334,39.35,34.55,900,1.1390977443609025,1.0883222222222222,2
8,9,784.79,134.73,0.9155663997166524,55,30,51.7,0.4583333333333333,32.47,30.0,900,1.0822510822510822,0.8719888888888888,2
9,10,860.4,140.07,0.9335688011273172,75,30,56.68111111111112,0.625,32.86,32.73,900,1.003968253968254,0.956,2
10,11,776.4,131.56,0.9302038919312142,65,30,51.147777777777776,0.5416666666666666,33.38,29.87,900,1.117391304347826,0.8626666666666667,2
11,12,811.32,140.72,0.9175409148132606,57,30,53.44777777777778,0.475,31.43,33.51,900,0.937984496124031,0.9014666666666667,2
12,13,732.82,134.89,0.9240142911828506,56,30,48.27666666666666,0.4666666666666667,30.52,28.18,900,1.0829493087557605,0.8142444444444445,2
13,14,807.42,131.8,0.9381332183660273,50,30,53.19111111111111,0.4166666666666667,29.74,30.78,900,0.9662447257383966,0.8971333333333333,2
14,15,687.64,135.55,0.9083010292741612,57,30,45.3,0.475,27.53,32.08,900,0.8582995951417004,0.7640444444444444,1
15,16,723.91,153.83,0.8633584101058052,74,30,47.69,0.6166666666666667,27.79,34.94,900,0.7955390334572491,0.8043444444444444,2
16,17,721.47,135.85,0.9063671999152452,64,30,47.528888888888886,0.5333333333333333,32.86,28.05,900,1.1712962962962965,0.8016333333333333,2
17,18,1173.25,172.48,0.9270854157504032,85,30,77.2911111111111,0.7083333333333334,45.19,32.73,900,1.380952380952381,1.303611111111111,3
18,19,842.97,147.45,0.9144299906690816,69,30,55.53333333333333,0.575,37.27,32.47,900,1.148,0.9366333333333332,2
19,20,796.52,142.45,0.9136743538151988,70,30,52.473333333333336,0.5833333333333334,33.12,29.87,900,1.108695652173913,0.8850222222222222,2
20,21,852.94,135.56,0.9420300653838272,48,30,56.19,0.4,35.84,29.48,900,1.2158590308370043,0.9477111111111112,2
21,22,716.97,136.98,0.8953975776724592,87,30,47.23222222222222,0.725,39.09,27.53,900,1.419811320754717,0.7966333333333334,2
22,23,750.33,147.36,0.9037664553876158,76,30,49.43,0.6333333333333333,30.0,32.6,900,0.9203187250996016,0.8337,2
23,24,771.95,135.81,0.9251308794696096,66,30,50.85444444444445,0.55,34.81,30.39,900,1.1452991452991452,0.8577222222222223,2
24,25,886.27,161.04,0.9011198189083052,86,30,58.38555555555556,0.7166666666666667,40.13,31.56,900,1.271604938271605,0.9847444444444444,2
25,26,763.8,146.2,0.9136689196005244,77,30,50.31777777777778,0.6416666666666667,30.65,30.52,900,1.004255319148936,0.8486666666666666,2
0,1,775.61,177.24,0.8991475050836852,94,40,28.74125,0.5875,47.4,23.51,1600,2.016574585635359,0.48475625,1
1,2,1427.61,200.12,0.937093827843897,111,40,52.901875,0.69375,42.6,39.87,1600,1.0684039087947883,0.89225625,2
2,3,751.19,151.86,0.9312507840923347,78,40,27.83625,0.4875,40.26,22.21,1600,1.8128654970760236,0.46949375,1
3,4,864.65,144.49,0.9099703569590144,76,40,32.040625,0.475,46.36,23.64,1600,1.9615384615384612,0.54040625,1
4,5,1480.74,186.67,0.916419624217119,86,40,54.870625,0.5375,44.29,41.17,1600,1.0757097791798107,0.9254625,2
5,6,1308.14,169.32,0.9380404678107954,77,40,48.475,0.48125,41.43,38.18,1600,1.0850340136054422,0.8175875,2
6,7,1389.69,177.15,0.9359877314551858,88,40,51.496875,0.55,46.49,35.45,1600,1.3113553113553114,0.86855625,2
7,8,1490.38,181.96,0.9463656517408672,70,40,55.228125,0.4375,42.73,39.87,1600,1.0716612377850163,0.9314875,2
8,9,772.02,131.77,0.9366469541017824,43,40,28.608125,0.26875,38.7,22.34,1600,1.7325581395348837,0.4825125,1
9,10,744.66,130.07,0.9411250612836528,58,40,27.594375,0.3625,41.82,22.34,1600,1.872093023255814,0.4654125,1
10,11,767.7,149.89,0.9253679759290884,72,40,28.448125,0.45,46.88,22.47,1600,2.086705202312139,0.4798125,1
11,12,1924.77,195.92,0.9617961619175244,71,40,71.325,0.44375,53.38,40.26,1600,1.3258064516129031,1.20298125,3
12,13,1185.37,166.96,0.9273123103311782,74,40,43.925625,0.4625,37.66,38.96,1600,0.9666666666666668,0.7408562499999999,2
13,14,970.9,148.69,0.9210252635957824,67,40,35.978125,0.41875,38.44,32.34,1600,1.1887550200803212,0.6068125,1
14,15,1356.62,173.67,0.9509813194608656,71,40,50.27125,0.44375,37.14,40.26,1600,0.9225806451612903,0.8478874999999999,2
15,16,1740.54,214.64,0.890289352450955,106,40,64.498125,0.6625,52.34,47.01,1600,1.1132596685082874,1.0878375,2
16,17,1249.16,172.71,0.9432494046027076,88,40,46.289375,0.55,38.44,37.14,1600,1.034965034965035,0.780725,1
17,18,1501.97,194.44,0.9001607213253949,85,40,55.6575,0.53125,46.36,40.0,1600,1.1590909090909092,0.93873125,2
18,19,922.6,152.1,0.9326047669383162,68,40,34.188125,0.425,45.45,25.45,1600,1.7857142857142858,0.576625,1
0,1,596.14,166.31,0.7657062391681109,77,50,14.138,0.385,27.01,49.61,2500,0.5445026178010471,0.238456,1
1,2,4.06,13.92,0.7109144542772862,3,50,0.0964,0.015,2.21,3.64,2500,0.6071428571428571,0.0016239999999999,0
2,3,629.38,209.1,0.5492897622727607,100,50,14.9264,0.5,48.31,39.09,2500,1.2358803986710964,0.251752,1
3,4,987.64,231.82,0.8567227505486467,119,50,23.4228,0.595,16.62,82.73,2500,0.2009419152276295,0.395056,1
4,5,349.35,97.5,0.9095819427366942,47,50,8.2852,0.235,21.95,28.31,2500,0.7752293577981652,0.13974,1
5,6,44.78,51.69,0.6135890917494801,30,50,1.062,0.15,16.62,7.14,2500,2.327272727272727,0.017912,0
6,7,91.84,54.2,0.8611418630396963,28,50,2.178,0.14,14.68,11.56,2500,1.2696629213483146,0.036736,1
7,8,2.06,7.42,0.7011494252873564,2,50,0.0488,0.01,2.34,1.82,2500,1.2857142857142858,0.000824,0
8,9,27.04,23.91,0.898542600896861,12,50,0.6412,0.06,7.53,6.49,2500,1.16,0.010816,0
9,10,68.92,89.78,0.3747592405759882,51,50,1.6344,0.255,25.58,16.49,2500,1.5511811023622046,0.027568,0
10,11,2382.98,245.82,0.9479358859956928,131,50,56.5148,0.655,51.56,57.14,2500,0.9022727272727272,0.953192,1
11,12,1187.62,205.35,0.855816327770823,108,50,28.1656,0.54,57.27,37.66,2500,1.5206896551724138,0.4750479999999999,1
12,13,1627.08,215.16,0.9386158651086312,113,50,38.588,0.565,47.66,45.58,2500,1.0455840455840455,0.650832,1
13,14,2300.06,227.18,0.9498836771937644,107,50,54.5484,0.535,53.64,57.79,2500,0.9280898876404494,0.920024,1
14,15,1764.54,189.3,0.9551982616158572,62,50,41.848,0.31,42.86,47.53,2500,0.9016393442622952,0.705816,1
15,16,1480.21,184.71,0.9323488792096036,67,50,35.1048,0.335,49.35,33.38,2500,1.4785992217898831,0.592084,1
16,17,2096.15,250.15,0.9308392315470172,146,50,49.7124,0.73,50.0,52.47,2500,0.9529702970297028,0.83846,1
17,18,1532.13,201.26,0.9452751849655044,100,50,36.336,0.5,47.14,49.22,2500,0.9577836411609498,0.6128520000000001,1
18,19,1948.08,207.3,0.9479342776947952,98,50,46.2008,0.49,47.66,51.3,2500,0.9291139240506328,0.7792319999999999,1
19,20,1590.77,226.76,0.9048148965358456,131,50,37.7268,0.655,49.09,53.77,2500,0.9130434782608696,0.636308,1
20,21,1373.64,186.87,0.9465053575994236,82,50,32.5772,0.41,41.43,38.57,2500,1.0740740740740742,0.549456,1
0,1,1690.06,374.7,0.919378664293382,186,60,27.834444444444443,0.775,52.34,37.4,3600,1.3993055555555556,0.4694611111111111,1
1,2,2146.56,256.77,0.9464283058435088,132,60,35.352777777777774,0.55,70.0,37.92,3600,1.845890410958904,0.5962666666666666,1
2,3,3316.89,657.59,0.8810255537237474,322,60,54.6275,1.3416666666666666,65.97,62.99,3600,1.0474226804123712,0.9213583333333332,1
3,4,3.93,9.75,0.7639344262295082,1,60,0.0647222222222222,0.0041666666666666,2.99,2.21,3600,1.3529411764705883,0.0010916666666666,0
4,5,8282.59,615.32,0.8169296185146492,346,60,136.41,1.4416666666666669,83.38,155.71,3600,0.5354462051709759,2.3007194444444443,3
5,6,882.71,180.68,0.8764003550077867,86,60,14.537777777777778,0.3583333333333333,67.14,17.66,3600,3.801470588235294,0.2451972222222222,1
6,7,3383.6,269.29,0.9514130295600376,113,60,55.72611111111111,0.4708333333333333,63.77,60.0,3600,1.0627705627705628,0.9398888888888888,2
7,8,1826.63,212.88,0.9289365790060556,113,60,30.08361111111111,0.4708333333333333,60.26,37.53,3600,1.6055363321799307,0.5073972222222223,1
0,1,4930.94,431.21,0.9515155262926644,216,70,59.66448979591837,0.7714285714285715,90.0,65.84,4900,1.366863905325444,1.0063142857142855,2
1,2,161.49,72.26,0.89003532255066,41,70,1.9540816326530608,0.1464285714285714,18.44,18.18,4900,1.0142857142857142,0.0329571428571428,1
2,3,1265.94,211.54,0.9041498524363067,116,70,15.31795918367347,0.4142857142857143,20.78,75.71,4900,0.274442538593482,0.2583551020408163,1
3,4,1778.54,220.54,0.9306656311228002,90,70,21.520408163265305,0.3214285714285714,33.64,65.06,4900,0.5169660678642715,0.3629673469387755,1
4,5,836.5,288.5,0.8601158475252333,154,70,10.121632653061225,0.55,21.3,57.79,4900,0.3685393258426966,0.1707142857142857,1
5,6,2.16,7.84,0.6274509803921569,1,70,0.0261224489795918,0.0035714285714285,2.99,1.69,4900,1.7692307692307692,0.0004408163265306,0
6,7,50.33,31.39,0.9158993247391036,11,70,0.6089795918367347,0.0392857142857142,10.13,7.01,4900,1.4444444444444444,0.0102714285714285,0
7,8,4405.02,401.27,0.9429753617746456,214,70,53.300816326530615,0.7642857142857142,44.29,127.4,4900,0.3476044852191641,0.8989836734693878,2
8,9,4686.73,346.78,0.9562872747170305,159,70,56.709591836734695,0.5678571428571428,60.65,85.58,4900,0.708649468892261,0.9564755102040816,2
9,10,2718.08,267.83,0.912909493624277,123,70,32.888775510204084,0.4392857142857143,59.09,67.27,4900,0.8783783783783784,0.5547102040816326,1
10,11,666.52,141.69,0.8436626032749087,82,70,8.064897959183673,0.2928571428571428,25.84,38.57,4900,0.67003367003367,0.1360244897959183,1
11,12,2347.88,250.36,0.9390899585118224,129,70,28.40938775510204,0.4607142857142857,40.39,73.12,4900,0.5523978685612788,0.4791591836734694,1
12,13,2561.03,262.55,0.9086089386477736,129,70,30.98857142857143,0.4607142857142857,80.65,43.12,4900,1.8704819277108435,0.5226591836734694,1
13,14,1198.63,168.78,0.9294663876536752,84,70,14.503469387755102,0.3,42.34,42.6,4900,0.9939024390243902,0.2446183673469388,1
14,15,558.15,152.69,0.8417397939717665,67,70,6.753673469387755,0.2392857142857143,50.91,17.92,4900,2.840579710144928,0.1139081632653061,1
0,1,3021.09,284.76,0.9656014490409808,110,80,27.98765625,0.34375,69.09,48.44,6400,1.4262734584450405,0.4720453125,1
1,2,535.57,193.16,0.8841431156898232,94,80,4.9615625,0.29375,63.51,15.06,6400,4.215517241379311,0.0836828125,1
2,3,887.04,169.28,0.9294676940477874,63,80,8.21765625,0.196875,27.4,37.01,6400,0.7403508771929824,0.1386,1
3,4,5179.55,353.78,0.9657410610396552,160,80,47.98375,0.5,73.38,77.66,6400,0.9448160535117056,0.8093046875000001,2
4,5,10805.58,640.29,0.8876228741643865,291,80,100.10375,0.909375,88.18,155.58,6400,0.5667779632721202,1.688371875,3
5,6,671.19,172.18,0.8533290447089096,76,80,6.21796875,0.2375,15.58,56.23,6400,0.277136258660508,0.1048734375,1
6,7,2663.78,276.83,0.9578438567018625,138,80,24.6775,0.43125,37.4,81.69,6400,0.4578696343402226,0.416215625,1
7,8,5374.22,366.54,0.9534379217173,158,80,49.7871875,0.49375,74.55,79.87,6400,0.9333333333333332,0.8397218750000001,2
0,1,1297.35,391.12,0.7725373614012534,226,90,9.496296296296295,0.6277777777777778,108.7,27.66,8100,3.929577464788733,0.1601666666666666,1
1,2,576.08,197.23,0.8725061945998416,118,90,4.21679012345679,0.3277777777777778,45.06,24.68,8100,1.826315789473684,0.071120987654321,1
2,3,1.79,6.54,0.7910447761194029,1,90,0.0130864197530864,0.0027777777777777,2.21,1.43,8100,1.5454545454545454,0.0002209876543209,0
3,4,8351.34,518.04,0.9635838206532844,261,90,61.12987654320988,0.725,88.18,107.14,8100,0.823030303030303,1.0310296296296295,2
4,5,8178.93,443.64,0.9722186023292508,199,90,59.8679012345679,0.5527777777777778,120.13,83.25,8100,1.4430577223088925,1.0097444444444446,2
5,6,6938.64,429.7,0.9640140597539544,216,90,50.78925925925926,0.6,87.53,91.43,8100,0.9573863636363636,0.8566222222222223,1
6,7,5494.49,353.07,0.9575245429428018,153,90,40.2183950617284,0.425,85.58,74.16,8100,1.1541155866900177,0.6783320987654321,1
7,8,199.97,144.11,0.6569876981048431,72,90,1.4637037037037035,0.2,7.66,52.6,8100,0.145679012345679,0.0246876543209876,1
0,1,85.24,48.89,0.8488411152166611,24,10,50.54,0.6,10.0,14.03,100,0.7129629629629629,0.8523999999999999,2
1,2,83.69,45.88,0.8715966976989286,19,10,49.62,0.475,11.17,11.69,100,0.9555555555555556,0.8369,2
2,3,61.19,58.21,0.7589958158995815,24,10,36.28,0.6,11.3,10.26,100,1.1012658227848102,0.6119,1
3,4,36.97,58.16,0.7103046014257939,26,10,21.92,0.65,8.57,7.53,100,1.137931034482759,0.3697,1
4,5,46.92,64.5,0.735978835978836,33,10,27.82,0.825,7.92,9.61,100,0.8243243243243243,0.4692,1
5,6,14.91,52.33,0.541334966319657,19,10,8.84,0.475,6.49,5.71,100,1.1363636363636365,0.1491,0
6,7,11.28,38.89,0.6115173674588665,14,10,6.69,0.35,6.62,3.77,100,1.7586206896551724,0.1128,0
7,8,100.52,51.23,0.873900293255132,29,10,59.6,0.725,10.39,15.71,100,0.6611570247933884,1.0052,2
8,9,88.68,50.38,0.8372611464968153,28,10,52.58,0.7,10.52,12.34,100,0.8526315789473684,0.8868,2
9,10,165.63,63.2,0.9139985107967238,25,10,98.2,0.625,10.91,20.13,100,0.5419354838709678,1.6563,2
10,11,13.64,46.12,0.586231884057971,13,10,8.09,0.325,6.62,4.16,100,1.59375,0.1364,0
11,12,117.49,75.87,0.832855093256815,36,10,69.66,0.9,19.74,10.13,100,1.948717948717949,1.1749,2
12,13,56.08,55.67,0.6234764672792049,30,10,33.25,0.75,11.17,16.62,100,0.671875,0.5608,1
13,14,110.1,52.94,0.8931454371323027,25,10,65.28,0.625,11.04,15.45,100,0.7142857142857143,1.101,2
14,15,114.66,59.07,0.8476309226932668,27,10,67.98,0.675,10.26,17.92,100,0.572463768115942,1.1466,2
15,16,126.55,68.32,0.7289419994170796,31,10,75.03,0.775,10.0,22.6,100,0.4425287356321839,1.2655,2
16,17,75.54,40.63,0.8945476333133613,12,10,44.79,0.3,9.48,10.65,100,0.8902439024390244,0.7554000000000001,1
17,18,47.93,38.01,0.8283299329641504,19,10,28.42,0.475,7.66,11.17,100,0.686046511627907,0.4793,1
18,19,98.28,52.92,0.889075373817516,17,10,58.27,0.425,10.78,12.08,100,0.8924731182795699,0.9828,2
19,20,97.69,46.07,0.8913511849799939,21,10,57.92,0.525,9.61,14.03,100,0.6851851851851852,0.9769,2
20,21,186.44,80.15,0.8909486580156364,46,10,110.54,1.15,25.58,10.91,100,2.345238095238096,1.8644,3
21,22,1.91,8.21,0.6384180790960452,1,10,1.13,0.025,2.6,1.82,100,1.4285714285714286,0.0191,0
22,23,117.0,66.11,0.7606359649122807,28,10,69.37,0.7,10.0,21.17,100,0.4723926380368098,1.17,2
23,24,111.13,58.57,0.8518422753716871,30,10,65.89,0.75,10.91,17.92,100,0.6086956521739131,1.1113,2
24,25,89.21,42.71,0.904566444330426,14,10,52.89,0.35,10.65,10.65,100,1.0,0.8920999999999999,2
25,26,139.67,66.87,0.7719772536589913,29,10,82.81,0.725,11.56,21.69,100,0.5329341317365269,1.3966999999999998,2
26,27,138.83,59.78,0.8845781837721655,27,10,82.31,0.675,10.78,17.53,100,0.6148148148148148,1.3883,2
27,28,81.48,39.73,0.9104787033546928,15,10,48.31,0.375,9.48,10.91,100,0.8690476190476191,0.8148000000000001,2
28,29,89.19,51.75,0.8310545340248311,26,10,52.88,0.65,12.47,11.17,100,1.1162790697674418,0.8919,2
29,30,78.5,51.89,0.8437273386511965,20,10,46.54,0.5,10.52,10.78,100,0.9759036144578314,0.785,1
30,31,119.06,70.12,0.803711715814642,36,10,70.59,0.9,9.48,22.6,100,0.4195402298850574,1.1906,2
31,32,93.37,45.56,0.8927592323818739,16,10,55.36,0.4,10.0,12.73,100,0.7857142857142857,0.9337,2
32,33,64.85,56.46,0.5305643714640541,31,10,38.45,0.775,9.48,19.09,100,0.4965986394557823,0.6485,1
33,34,194.62,74.35,0.8377377668070277,30,10,115.39,0.75,11.04,25.84,100,0.4271356783919598,1.9462,3
34,35,96.04,43.24,0.8971167480699543,17,10,56.94,0.425,10.13,12.21,100,0.8297872340425532,0.9604,2
35,36,83.0,41.88,0.9029357798165136,13,10,49.21,0.325,9.74,11.3,100,0.8620689655172413,0.83,2
36,37,101.64,50.53,0.8540249433106576,16,10,60.26,0.4,10.13,13.77,100,0.7358490566037735,1.0164,2
37,38,79.09,40.21,0.9062620796289138,18,10,46.89,0.45,9.87,10.91,100,0.9047619047619048,0.7909,1
38,39,169.79,93.66,0.6421099630054854,50,10,100.67,1.25,21.95,23.64,100,0.9285714285714286,1.6979,2
39,40,135.96,64.65,0.7834580620079696,31,10,80.61,0.775,12.6,17.92,100,0.7028985507246377,1.3596,2
40,41,238.08,83.27,0.8902062180740367,40,10,141.16,1.0,12.08,30.13,100,0.4008620689655172,2.3808,3
41,42,129.55,67.52,0.8268030139935414,36,10,76.81,0.9,9.74,24.55,100,0.3968253968253968,1.2955,2
42,43,164.14,64.33,0.904208863699712,26,10,97.32,0.65,11.04,20.78,100,0.53125,1.6414,2
43,44,170.57,67.11,0.8491896884709044,38,10,101.13,0.95,15.84,15.58,100,1.0166666666666666,1.7057,3
44,45,73.54,39.96,0.9119431081363732,21,10,43.6,0.525,9.61,12.08,100,0.7956989247311828,0.7354,1
45,46,179.27,97.57,0.7273162720678801,45,10,106.29,1.125,12.21,27.66,100,0.4413145539906103,1.7927000000000002,3
46,47,224.29,73.18,0.9004604550379198,35,10,132.98,0.875,14.42,26.23,100,0.5495049504950495,2.2429,3
47,48,74.48,40.49,0.9064039408866996,15,10,44.16,0.375,9.74,10.52,100,0.925925925925926,0.7448,1
48,49,105.35,51.05,0.8447389775493643,20,10,62.46,0.5,11.82,13.9,100,0.8504672897196262,1.0535,2
49,50,90.64,46.15,0.8850461133069829,12,10,53.74,0.3,10.39,12.08,100,0.8602150537634409,0.9064,2
50,51,113.24,47.71,0.9170878295314848,18,10,67.14,0.45,12.86,14.42,100,0.8918918918918919,1.1324,2
51,52,90.89,44.98,0.8966722129783694,15,10,53.89,0.375,12.34,9.74,100,1.2666666666666666,0.9089,2
52,53,98.62,68.32,0.5423933209647496,35,10,58.47,0.875,13.25,18.31,100,0.723404255319149,0.9862,2
53,54,119.29,58.6,0.8623506461838576,28,10,70.73,0.7,10.52,17.14,100,0.6136363636363636,1.1929,2
54,55,71.8,39.02,0.9015247776365948,17,10,42.57,0.425,9.09,10.0,100,0.9090909090909092,0.718,1
55,56,119.43,52.58,0.8470095693779904,19,10,70.81,0.475,13.12,12.73,100,1.030612244897959,1.1943,2
56,57,117.25,49.36,0.8963383187209902,17,10,69.52,0.425,10.78,15.32,100,0.7033898305084746,1.1725,2
57,58,82.41,43.99,0.8771992818671455,12,10,48.86,0.3,9.74,10.39,100,0.9375,0.8240999999999999,2
58,59,135.65,57.67,0.8972556894243642,27,10,80.43,0.675,12.86,17.79,100,0.7226277372262774,1.3565,2
59,60,90.93,48.53,0.843397997496871,25,10,53.91,0.625,10.13,15.06,100,0.6724137931034483,0.9093,2
60,61,155.69,60.15,0.892660284305193,28,10,92.31,0.7,11.82,19.22,100,0.6148648648648649,1.5569,2
61,62,110.54,45.87,0.9245309634645223,14,10,65.54,0.35,9.74,14.55,100,0.6696428571428571,1.1054000000000002,2
62,63,284.94,80.48,0.9323399558498896,37,10,168.94,0.925,21.95,21.43,100,1.0242424242424242,2.8494,3
63,64,110.17,46.81,0.9257369614512472,19,10,65.32,0.475,10.65,12.86,100,0.8282828282828283,1.1017,2
64,65,87.23,41.77,0.8914167528438469,15,10,51.72,0.375,10.52,10.78,100,0.9759036144578314,0.8723000000000001,2
