,label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
65,66,99.63,47.38,0.8619582664526485,16,10,59.07,0.4,10.26,12.86,100,0.797979797979798,0.9963,2
66,67,101.37,44.08,0.9240467404674046,14,10,60.1,0.35,9.87,13.25,100,0.7450980392156863,1.0137,2
67,68,111.72,51.63,0.8823764486479286,30,10,66.24,0.75,11.43,14.94,100,0.7652173913043478,1.1172,2
68,69,113.64,62.78,0.771556166265888,31,10,67.38,0.775,8.7,23.51,100,0.3701657458563536,1.1364,2
69,70,120.81,54.59,0.8874984512451989,19,10,71.63,0.475,10.78,15.45,100,0.6974789915966386,1.2081,2
70,71,124.12,63.46,0.8288095506250704,31,10,73.59,0.775,9.87,24.03,100,0.4108108108108108,1.2412,2
71,72,181.03,70.08,0.8626426619514548,30,10,107.33,0.75,12.47,21.82,100,0.5714285714285714,1.8103,3
72,73,72.93,41.75,0.8547143704289385,19,10,43.24,0.475,10.0,11.3,100,0.8850574712643678,0.7293000000000001,1
73,74,91.99,43.39,0.8816682832201745,16,10,54.54,0.4,10.0,12.6,100,0.7938144329896907,0.9199,2
74,75,97.47,48.71,0.8636975041099985,21,10,57.79,0.525,10.13,13.12,100,0.7722772277227723,0.9747,2
75,76,96.44,46.12,0.8775322283609577,22,10,57.18,0.55,9.61,15.06,100,0.6379310344827587,0.9644,2
76,77,187.57,66.19,0.9085042071726166,22,10,111.21,0.55,10.78,21.82,100,0.494047619047619,1.8757,3
77,78,85.58,43.48,0.8966248453790422,7,10,50.74,0.175,9.87,11.17,100,0.8837209302325582,0.8558,2
78,79,117.24,50.04,0.9110091743119266,24,10,69.51,0.6,11.95,14.81,100,0.8070175438596491,1.1724,2
79,80,205.24,110.51,0.4859242103581839,64,10,121.69,1.6,16.88,34.81,100,0.4850746268656716,2.0524,3
80,81,104.15,48.77,0.8557372505543237,18,10,61.75,0.45,10.52,13.77,100,0.7641509433962265,1.0415,2
81,82,56.18,39.22,0.8460756921513843,14,10,33.31,0.35,7.92,10.91,100,0.7261904761904762,0.5618,1
82,83,133.39,62.68,0.8720917410960415,24,10,79.09,0.6,13.25,20.13,100,0.6580645161290323,1.3339,2
83,84,99.31,57.53,0.8464634847613571,28,10,58.88,0.7,11.69,12.99,100,0.9,0.9931,2
84,85,95.65,43.12,0.9210654539548482,16,10,56.71,0.4,11.56,10.78,100,1.072289156626506,0.9565,2
85,86,93.83,46.27,0.8925076207283812,20,10,55.63,0.5,10.26,12.08,100,0.8494623655913979,0.9383,2
86,87,136.04,79.27,0.6513242894056848,44,10,80.66,1.1,12.34,25.32,100,0.4871794871794871,1.3603999999999998,2
87,88,102.92,47.38,0.8908029197080292,17,10,61.02,0.425,10.65,12.86,100,0.8282828282828283,1.0292,2
88,89,112.3,55.27,0.909687115726192,24,10,66.58,0.6,12.34,12.34,100,1.0,1.123,2
89,90,119.48,48.56,0.9001270648030496,18,10,70.84,0.45,11.43,13.77,100,0.8301886792452831,1.1948,2
90,91,65.73,42.63,0.8669632925472748,19,10,38.97,0.475,8.31,11.17,100,0.7441860465116279,0.6573,1
91,92,43.87,60.39,0.706601466992665,28,10,26.01,0.7,8.18,10.78,100,0.7590361445783133,0.4387,1
92,93,111.18,48.39,0.918233737289316,17,10,65.92,0.425,10.13,15.97,100,0.6341463414634146,1.1118,2
93,94,67.35,40.24,0.8678548141708324,13,10,39.93,0.325,8.57,10.0,100,0.8571428571428571,0.6735,1
94,95,87.2,41.21,0.9065404173242152,9,10,51.7,0.225,10.39,10.91,100,0.9523809523809524,0.872,2
95,96,108.84,46.66,0.9126007636826474,19,10,64.53,0.475,11.95,13.25,100,0.9019607843137256,1.0884,2
96,97,88.31,42.67,0.9036934760096652,16,10,52.36,0.4,10.0,12.34,100,0.8105263157894737,0.8831,2
97,98,89.75,43.28,0.8994252873563219,13,10,53.21,0.325,10.0,11.3,100,0.8850574712643678,0.8975,2
98,99,144.98,68.55,0.7882622650160477,34,10,85.96,0.85,10.39,24.42,100,0.425531914893617,1.4498,2
99,100,157.53,72.62,0.859245630174793,33,10,93.4,0.825,10.0,27.79,100,0.3598130841121495,1.5753,2
100,101,77.8,38.73,0.9181926751592356,9,10,46.13,0.225,9.48,12.08,100,0.7849462365591398,0.778,1
101,102,145.93,56.6,0.9347450302506484,20,10,86.52,0.5,9.35,20.13,100,0.4645161290322581,1.4593,2
102,103,98.06,44.98,0.9205193160227992,16,10,58.14,0.4,10.13,12.47,100,0.8125,0.9806,2
103,104,94.45,44.59,0.8952837729816147,20,10,56.0,0.5,10.26,11.69,100,0.8777777777777778,0.9445,2
104,105,119.99,54.91,0.8799010513296227,23,10,71.14,0.575,12.99,15.71,100,0.8264462809917356,1.1999,2
105,106,75.0,42.33,0.8842712268840723,16,10,44.47,0.4,9.22,12.08,100,0.7634408602150538,0.75,1
106,107,85.24,41.45,0.9073608617594257,16,10,50.54,0.4,10.65,10.78,100,0.9879518072289156,0.8523999999999999,2
107,108,104.28,46.24,0.9042117578239252,19,10,61.83,0.475,10.65,13.77,100,0.7735849056603774,1.0428,2
108,109,90.93,44.29,0.9188682461223794,21,10,53.91,0.525,10.52,11.04,100,0.9529411764705882,0.9093,2
109,110,81.85,43.97,0.8810820624546115,15,10,48.53,0.375,9.87,11.56,100,0.8539325842696629,0.8184999999999999,2
110,111,86.98,41.78,0.9044195019291476,12,10,51.57,0.3,10.39,11.43,100,0.9090909090909092,0.8698,2
111,112,67.75,37.38,0.8942564559216385,10,10,40.17,0.25,8.18,10.65,100,0.7682926829268293,0.6775,1
0,1,7972.8,720.89,0.9605016387380192,356,100,47.2708,0.89,92.08,101.3,10000,0.908974358974359,0.79728,1
1,2,6709.03,427.66,0.9652135932931342,218,100,39.7779,0.545,82.86,91.95,10000,0.9011299435028248,0.670903,1
2,3,441.71,132.27,0.8781771846287976,77,100,2.6189,0.1925,22.73,39.74,10000,0.5718954248366013,0.0441709999999999,1
3,4,315.25,92.69,0.891023501930686,48,100,1.8691,0.12,26.36,22.34,10000,1.180232558139535,0.031525,1
4,5,2629.41,322.13,0.7850244221763433,173,100,15.5898,0.4325,45.84,114.29,10000,0.4011363636363636,0.262941,1
5,6,13317.45,537.26,0.9663157173330136,236,100,78.9593,0.59,153.25,103.64,10000,1.4786967418546366,1.3317450000000002,2
6,7,188.18,88.68,0.8143795620437956,47,100,1.1157,0.1175,14.55,26.49,10000,0.5490196078431373,0.018818,1
7,8,188.48,131.35,0.586983926883076,76,100,1.1175,0.19,9.87,46.49,10000,0.2122905027932961,0.018848,1
8,9,14.07,18.15,0.7996164908916586,9,100,0.0834,0.0225,6.23,4.16,10000,1.5,0.001407,0
9,10,1.89,6.01,0.7832167832167832,0,100,0.0112,0.0,1.3,2.34,10000,0.5555555555555556,0.0001889999999999,0
0,1,72.71,55.19,0.802046511627907,26,20,10.7775,0.325,12.21,10.13,400,1.205128205128205,0.181775,1
1,2,61.19,52.12,0.7874972867375732,25,20,9.07,0.3125,13.12,8.83,400,1.4852941176470589,0.152975,1
2,3,4.18,12.37,0.6775956284153005,4,20,0.62,0.05,4.81,2.47,400,1.947368421052632,0.01045,0
3,4,119.89,69.25,0.7516920473773265,43,20,17.77,0.5375,20.78,11.04,400,1.8823529411764703,0.299725,1
4,5,85.66,63.96,0.8312602291325696,28,20,12.6975,0.35,17.53,8.7,400,2.014925373134328,0.2141499999999999,1
5,6,221.37,92.67,0.8415619389587073,47,20,32.8125,0.5875,20.52,15.71,400,1.3057851239669422,0.5534250000000001,1
6,7,73.54,53.64,0.8123719023663126,17,20,10.9,0.2125,16.49,7.79,400,2.1166666666666667,0.18385,1
7,8,319.6,119.57,0.8972064393939394,57,20,47.3725,0.7125,19.87,21.69,400,0.9161676646706588,0.799,2
8,9,67.5,118.41,0.6650049850448654,57,20,10.005,0.7125,17.53,9.09,400,1.9285714285714288,0.16875,1
9,10,397.64,97.33,0.9131259924861536,49,20,58.94,0.6125,20.91,26.23,400,0.7970297029702971,0.9941,2
10,11,318.87,91.87,0.9048097631012204,46,20,47.265,0.575,19.48,20.65,400,0.9433962264150944,0.797175,2
11,12,347.8,91.91,0.9123528891248562,40,20,51.5525,0.5,20.0,22.73,400,0.88,0.8695,2
12,13,322.31,94.42,0.8960892806902373,33,20,47.775,0.4125,19.87,21.3,400,0.9329268292682928,0.805775,2
13,14,401.87,107.38,0.912282716900222,46,20,59.5675,0.575,19.87,26.1,400,0.7611940298507462,1.004675,2
14,15,301.77,101.08,0.8746578021118498,54,20,44.73,0.675,19.61,20.39,400,0.961783439490446,0.7544249999999999,2
15,16,207.79,124.13,0.8228693561314454,57,20,30.8,0.7125,17.27,18.57,400,0.93006993006993,0.519475,1
16,17,388.88,97.33,0.9194847663104164,39,20,57.6425,0.4875,20.52,22.99,400,0.8926553672316384,0.9722,2
17,18,308.57,90.28,0.8906143510855807,35,20,45.7375,0.4375,19.35,22.21,400,0.8713450292397661,0.771425,2
18,19,334.76,97.47,0.891363901737998,53,20,49.62,0.6625,20.26,22.08,400,0.9176470588235294,0.8369,2
19,20,380.3,91.16,0.9154317729690228,36,20,56.37,0.45,21.04,22.08,400,0.9529411764705882,0.95075,2
20,21,392.76,94.59,0.9198893936401344,37,20,58.2175,0.4625,20.26,22.86,400,0.8863636363636364,0.9819,2
21,22,341.47,90.72,0.9118998288442484,34,20,50.615,0.425,20.65,19.74,400,1.0460526315789471,0.8536750000000001,2
22,23,325.55,84.54,0.9219526175009553,33,20,48.255,0.4125,19.22,21.82,400,0.8809523809523809,0.813875,2
23,24,399.95,99.87,0.9094500268466672,58,20,59.2825,0.725,23.9,24.29,400,0.983957219251337,0.999875,2
24,25,385.98,103.15,0.9125892251864258,43,20,57.2125,0.5375,20.52,23.9,400,0.8586956521739131,0.96495,2
25,26,398.68,94.0,0.9174461478750242,29,20,59.095,0.3625,19.87,26.49,400,0.75,0.9967,2
26,27,415.87,95.74,0.8955110045761604,30,20,61.6425,0.375,19.48,25.97,400,0.75,1.039675,2
27,28,336.19,90.12,0.9239362195235004,31,20,49.8325,0.3875,19.87,21.43,400,0.9272727272727272,0.840475,2
28,29,375.05,98.94,0.9172923026152958,44,20,55.5925,0.55,20.52,24.81,400,0.8272251308900523,0.937625,2
29,30,399.48,90.78,0.9201989199269592,32,20,59.2125,0.4,20.13,22.6,400,0.8908045977011494,0.9987,2
30,31,402.63,92.41,0.9247695049198108,47,20,59.68,0.5875,19.09,29.48,400,0.6475770925110133,1.006575,2
31,32,404.03,111.75,0.9036553623297748,57,20,59.8875,0.7125,19.09,31.17,400,0.6125,1.0100749999999998,2
32,33,366.3,94.51,0.9102263202011736,43,20,54.295,0.5375,20.0,22.21,400,0.9005847953216374,0.91575,2
33,34,420.64,109.69,0.8969609782413235,45,20,62.35,0.5625,21.56,24.81,400,0.8691099476439791,1.0516,2
34,35,414.96,108.08,0.9021340569081844,48,20,61.5075,0.6,20.13,28.18,400,0.7142857142857143,1.0374,2
35,36,363.77,95.16,0.8926782831836431,54,20,53.92,0.675,22.34,24.81,400,0.900523560209424,0.909425,2
36,37,410.56,105.68,0.8854856311385959,44,20,60.855,0.55,20.65,29.35,400,0.7035398230088495,1.0264,2
37,38,411.86,107.59,0.8681385096700797,48,20,61.0475,0.6,20.78,25.32,400,0.8205128205128205,1.02965,2
38,39,300.32,81.45,0.9319097712880096,21,20,44.515,0.2625,16.36,20.78,400,0.7875,0.7508,2
39,40,287.45,87.97,0.8941762854144806,41,20,42.6075,0.5125,18.18,22.6,400,0.8045977011494253,0.718625,2
40,41,392.63,106.48,0.9164239036296354,51,20,58.1975,0.6375,21.04,23.12,400,0.9101123595505618,0.981575,2
41,42,477.57,102.93,0.9364974367454936,43,20,70.7875,0.5375,21.56,27.66,400,0.7793427230046949,1.193925,2
42,43,373.06,99.5,0.907185628742515,50,20,55.2975,0.625,20.78,22.34,400,0.9302325581395348,0.93265,2
43,44,374.85,87.16,0.9104129116827788,29,20,55.5625,0.3625,20.13,22.34,400,0.9011627906976744,0.937125,2
44,45,357.16,100.46,0.9042230667406806,45,20,52.94,0.5625,20.52,21.69,400,0.9461077844311376,0.8929,2
45,46,402.95,118.34,0.9075403608736942,47,20,59.7275,0.5875,20.91,24.94,400,0.8385416666666666,1.007375,1
46,47,202.87,69.71,0.906405425772419,27,20,30.07,0.3375,14.68,19.48,400,0.7533333333333333,0.507175,2
47,48,293.12,86.17,0.8905457340507302,37,20,43.4475,0.4625,18.83,20.78,400,0.90625,0.7328,2
48,49,402.41,113.17,0.8805033767575746,55,20,59.6475,0.6875,19.22,29.74,400,0.6462882096069869,1.0060250000000002,2
49,50,369.89,101.95,0.9158905825850908,47,20,54.8275,0.5875,20.0,22.73,400,0.88,0.924725,2
50,51,339.35,87.9,0.918763413854514,27,20,50.3,0.3375,20.13,19.35,400,1.0402684563758389,0.8483750000000001,2
51,52,391.77,99.95,0.9104378160153648,42,20,58.07,0.525,20.39,24.03,400,0.8486486486486486,0.979425,2
52,53,332.1,86.93,0.91241890639481,41,20,49.225,0.5125,20.0,23.25,400,0.8603351955307262,0.83025,2
53,54,374.73,105.33,0.885743900494339,52,20,55.545,0.65,20.13,23.77,400,0.8469945355191257,0.936825,2
54,55,334.63,84.99,0.918688646045564,30,20,49.6,0.375,19.35,21.17,400,0.9141104294478528,0.836575,2
55,56,214.47,102.59,0.8429007026382076,47,20,31.79,0.5875,18.31,14.81,400,1.236842105263158,0.536175,1
56,57,381.36,107.02,0.9143145976546704,46,20,56.5275,0.575,18.96,30.13,400,0.6293103448275862,0.9534,2
57,58,324.67,98.99,0.8776328986960883,44,20,48.125,0.55,20.65,26.49,400,0.7794117647058824,0.811675,2
58,59,385.85,102.6,0.9224224829643966,51,20,57.1925,0.6375,20.26,22.34,400,0.9069767441860463,0.964625,2
59,60,339.48,90.59,0.908631274828458,31,20,50.32,0.3875,19.74,20.39,400,0.9681528662420382,0.8487,2
60,61,291.85,100.45,0.897045101088647,37,20,43.26,0.4625,19.48,18.7,400,1.0416666666666667,0.7296250000000001,2
61,62,283.62,83.45,0.920567142935348,30,20,42.04,0.375,18.44,20.0,400,0.922077922077922,0.70905,2
62,63,252.17,85.64,0.887984795391103,38,20,37.3775,0.475,20.0,16.62,400,1.203125,0.630425,1
63,64,255.49,83.92,0.8906396989651929,41,20,37.87,0.5125,18.31,17.27,400,1.0601503759398496,0.638725,1
0,1,974.5,186.16,0.839930802889997,102,30,64.19777777777777,0.85,30.65,51.95,900,0.59,1.0827777777777778,2
1,2,2.78,16.27,0.4308093994778068,4,30,0.1833333333333333,0.0333333333333333,3.25,2.86,900,1.1363636363636365,0.0030888888888888,0
2,3,295.02,167.92,0.8488377735720871,84,30,19.43555555555556,0.7,27.79,15.97,900,1.7398373983739837,0.3278,1
3,4,815.97,144.01,0.9241275238295352,62,30,53.754444444444445,0.5166666666666667,31.69,33.77,900,0.9384615384615383,0.9066333333333334,2
4,5,816.27,154.7,0.9153270038204032,83,30,53.77444444444444,0.6916666666666667,33.64,33.77,900,0.9961538461538462,0.9069666666666668,2
5,6,770.26,130.03,0.930956457925636,53,30,50.74333333333333,0.4416666666666666,29.87,30.39,900,0.9829059829059827,0.8558444444444444,2
6,7,4.6,17.92,0.5652173913043478,2,30,0.3033333333333333,0.0166666666666666,7.79,1.56,900,5.0,0.0051111111111111,0
7,8,641.91,127.98,0.913496387682116,55,30,42.28777777777778,0.4583333333333333,27.66,26.36,900,1.0492610837438423,0.7132333333333333,1
8,9,851.88,165.95,0.9232119029775724,88,30,56.12,0.7333333333333333,35.45,33.25,900,1.06640625,0.9465333333333332,2
9,10,899.19,149.49,0.9300779818914534,69,30,59.236666666666665,0.575,33.77,32.86,900,1.0276679841897234,0.9991,2
10,11,761.53,142.03,0.932120811742604,58,30,50.16777777777778,0.4833333333333333,30.52,28.57,900,1.068181818181818,0.8461444444444444,2
11,12,784.36,130.18,0.9485783053889772,48,30,51.672222222222224,0.4,33.12,27.4,900,1.2085308056872035,0.8715111111111111,2
12,13,687.72,125.35,0.9293870945684134,48,30,45.30555555555556,0.4,30.26,28.57,900,1.059090909090909,0.7641333333333333,1
13,14,1005.58,160.6,0.8465284679823939,75,30,66.24555555555555,0.625,45.19,29.87,900,1.5130434782608695,1.1173111111111111,2
14,15,1017.32,166.24,0.9300715475235922,72,30,67.0188888888889,0.6,42.73,30.39,900,1.405982905982906,1.1303555555555556,2
15,16,560.9,112.84,0.9247281928648888,56,30,36.95111111111111,0.4666666666666667,30.26,24.42,900,1.2393617021276595,0.6232222222222222,1
16,17,801.42,138.84,0.9270691068014204,64,30,52.79555555555555,0.5333333333333333,32.08,28.96,900,1.1076233183856503,0.8904666666666666,2
17,18,786.51,131.48,0.9184770833743672,57,30,51.81333333333333,0.475,31.82,31.69,900,1.0040983606557377,0.8739,2
18,19,814.64,140.02,0.9306896352390313,62,30,53.66666666666666,0.5166666666666667,32.86,31.17,900,1.0541666666666667,0.9051555555555556,2
19,20,871.63,146.29,0.9194406390663084,70,30,57.42111111111111,0.5833333333333334,36.75,30.26,900,1.2145922746781117,0.9684777777777778,2
20,21,859.28,161.51,0.9239571998549148,79,30,56.60777777777778,0.6583333333333333,31.3,33.12,900,0.9450980392156862,0.9547555555555556,2
21,22,786.12,128.04,0.9313045737007212,54,30,51.78777777777778,0.45,31.43,28.18,900,1.1152073732718897,0.8734666666666667,2
22,23,625.03,117.74,0.926334208223972,45,30,41.17555555555556,0.375,27.01,28.57,900,0.9454545454545454,0.6944777777777777,1
23,24,795.34,136.19,0.9243012270179152,68,30,52.39555555555555,0.5666666666666667,32.47,31.43,900,1.033057851239669,0.8837111111111111,2
24,25,726.7,133.39,0.9019090680733484,55,30,47.873333333333335,0.4583333333333333,34.03,28.18,900,1.207373271889401,0.8074444444444445,2
25,26,781.87,137.02,0.9117138024623372,58,30,51.507777777777775,0.4833333333333333,30.91,29.09,900,1.0625,0.8687444444444444,2
26,27,721.03,130.9,0.9159274971075974,65,30,47.5,0.5416666666666666,31.17,26.75,900,1.1650485436893203,0.8011444444444444,2
27,28,597.0,120.3,0.9179460580912864,49,30,39.32888888888889,0.4083333333333333,27.27,25.84,900,1.0552763819095476,0.6633333333333333,1
0,1,648.07,143.47,0.9147264676474788,89,40,24.015,0.55625,49.74,23.9,1600,2.0815217391304346,0.40504375,1
1,2,1234.88,379.41,0.8954771165088916,199,40,45.76,1.24375,58.83,36.1,1600,1.629496402877698,0.7718,1
2,3,256.42,105.62,0.8485711096226837,31,40,9.501875,0.19375,34.68,9.22,1600,3.76056338028169,0.1602625,1
3,4,2689.67,262.49,0.943302810902896,117,40,99.669375,0.73125,86.62,39.35,1600,2.201320132013201,1.68104375,3
4,5,1274.7,176.22,0.9426269378998964,86,40,47.235625,0.5375,54.16,33.51,1600,1.6162790697674418,0.7966875,1
5,6,2593.3,381.63,0.8689438080329138,230,40,96.098125,1.4375,50.91,87.14,1600,0.5842026825633383,1.6208125000000002,3
6,7,207.91,126.98,0.4987457517397637,74,40,7.704375,0.4625,17.01,48.05,1600,0.354054054054054,0.12994375,1
7,8,1513.12,181.81,0.9455915678524374,74,40,56.070625,0.4625,41.82,39.87,1600,1.0488599348534202,0.9457,2
8,9,1305.01,165.12,0.9456843237429416,65,40,48.35875,0.40625,38.83,38.96,1600,0.9966666666666668,0.81563125,2
9,10,380.01,115.77,0.8771362946237397,56,40,14.081875,0.35,20.65,31.69,1600,0.6516393442622951,0.23750625,1
10,11,1644.46,208.96,0.9168962825733282,112,40,60.9375,0.7,43.38,58.96,1600,0.73568281938326,1.0277875,2
11,12,444.61,119.86,0.8816387959866221,68,40,16.475625,0.425,20.39,34.29,1600,0.5946969696969697,0.27788125,1
12,13,1448.08,177.43,0.9209555274279708,81,40,53.660625,0.50625,44.55,39.48,1600,1.1282894736842106,0.90505,2
13,14,1654.88,292.53,0.7514071941123764,157,40,61.32375,0.98125,32.86,85.45,1600,0.3844984802431611,1.0343,2
14,15,820.05,147.72,0.9282891345437884,69,40,30.388125,0.43125,45.45,21.3,1600,2.1341463414634148,0.51253125,1
15,16,822.18,146.84,0.9116189478802388,71,40,30.466875,0.44375,29.48,47.53,1600,0.6202185792349727,0.5138625,1
16,17,1456.82,184.24,0.9194698743879072,92,40,53.984375,0.575,41.17,43.38,1600,0.9491017964071856,0.9105125,2
17,18,1607.37,203.33,0.9414025070876098,95,40,59.563125,0.59375,42.08,44.16,1600,0.9529411764705882,1.00460625,2
18,19,10.54,22.77,0.6906077348066298,10,40,0.390625,0.0625,5.71,3.64,1600,1.5714285714285714,0.0065875,0
19,20,1004.92,163.26,0.9087470449172576,91,40,37.23875,0.56875,44.42,28.83,1600,1.5405405405405406,0.6280749999999999,1
0,1,19.06,20.78,0.8560606060606061,11,50,0.452,0.055,5.32,6.36,2500,0.8367346938775511,0.007624,0
1,2,195.61,106.85,0.8199363732767763,61,50,4.6392,0.305,26.1,17.79,2500,1.467153284671533,0.078244,1
2,3,347.85,408.79,0.7316588619270612,166,50,8.2496,0.83,47.4,18.18,2500,2.607142857142857,0.13914,1
3,4,2.01,8.26,0.7,2,50,0.0476,0.01,2.08,2.6,2500,0.8,0.0008039999999999,0
4,5,391.36,155.58,0.7965397686313549,84,50,9.2816,0.42,59.87,13.38,2500,4.475728155339806,0.156544,1
5,6,116.63,145.06,0.6267560953503127,72,50,2.766,0.36,48.57,6.23,2500,7.791666666666667,0.046652,1
6,7,18.47,30.4,0.7353928811282741,13,50,0.438,0.065,5.32,7.27,2500,0.7321428571428571,0.007388,0
7,8,63.54,37.99,0.8586733530886711,16,50,1.5068,0.08,10.91,9.87,2500,1.105263157894737,0.025416,1
8,9,312.13,128.21,0.7719517790848037,44,50,7.4024,0.22,47.92,10.39,2500,4.6125,0.124852,1
9,10,2187.5,216.81,0.9559670084247924,87,50,51.8788,0.435,46.62,58.44,2500,0.7977777777777778,0.875,2
10,11,1331.17,203.38,0.9256001594952444,109,50,31.57,0.545,40.65,42.21,2500,0.963076923076923,0.532468,1
11,12,2107.69,219.33,0.9536837767297036,101,50,49.986,0.505,49.61,50.91,2500,0.9744897959183674,0.843076,2
12,13,633.11,139.38,0.8953155559795831,53,50,15.0148,0.265,42.99,20.13,2500,2.1354838709677417,0.253244,1
13,14,720.81,164.3,0.9059823624183838,73,50,17.0948,0.365,46.49,20.26,2500,2.2948717948717947,0.2883239999999999,1
14,15,2110.08,225.05,0.9424824094860708,114,50,50.0428,0.57,46.88,57.53,2500,0.8148984198645598,0.844032,2
15,16,2359.23,229.77,0.9386088520278068,111,50,55.9516,0.555,52.47,53.9,2500,0.9734939759036144,0.943692,2
16,17,1719.46,213.91,0.9236923411465175,106,50,40.7788,0.53,41.69,50.52,2500,0.8251928020565553,0.6877840000000001,1
17,18,2278.52,238.34,0.9394641131023164,134,50,54.0376,0.67,50.39,68.31,2500,0.7376425855513308,0.911408,2
18,19,2160.68,224.66,0.9382791099652834,122,50,51.2428,0.61,48.31,55.71,2500,0.8671328671328671,0.8642719999999999,2
19,20,2429.17,243.22,0.9078222502363694,112,50,57.6104,0.56,50.0,64.16,2500,0.7793522267206477,0.971668,2
20,21,1913.1,206.8,0.954869558629166,84,50,45.3712,0.42,46.49,48.96,2500,0.9496021220159152,0.7652399999999999,1
21,22,1317.47,183.5,0.9327482237745536,90,50,31.2452,0.45,43.51,38.57,2500,1.127946127946128,0.526988,1
0,1,4636.34,668.22,0.943015437392796,318,60,76.35805555555555,1.325,58.83,90.39,3600,0.6508620689655172,1.2878722222222223,3
1,2,3432.16,295.04,0.9011890790726512,118,60,56.52583333333333,0.4916666666666666,67.79,59.35,3600,1.1422319474835887,0.9533777777777778,2
2,3,3007.99,314.0,0.9339386988830064,152,60,49.54,0.6333333333333333,64.29,57.27,3600,1.1224489795918366,0.8355527777777777,2
3,4,4652.97,344.74,0.953552035338889,145,60,76.63194444444444,0.6041666666666666,96.49,56.1,3600,1.7199074074074074,1.2924916666666668,3
4,5,724.34,139.09,0.92846178791482,69,60,11.929444444444444,0.2875,21.43,41.17,3600,0.5205047318611987,0.2012055555555555,1
5,6,4953.14,358.21,0.9625592028712368,190,60,81.57555555555555,0.7916666666666666,61.95,104.42,3600,0.5932835820895522,1.3758722222222224,3
6,7,962.55,192.17,0.8395363205743035,100,60,15.852777777777778,0.4166666666666667,22.34,61.17,3600,0.3651804670912951,0.267375,1
7,8,3214.85,276.47,0.955836041240422,110,60,52.94694444444445,0.4583333333333333,59.74,58.31,3600,1.024498886414254,0.8930138888888889,2
8,9,1696.3,212.24,0.9440731423422072,97,60,27.93722222222222,0.4041666666666667,60.0,34.29,3600,1.75,0.4711944444444444,1
0,1,3781.42,359.07,0.956697062927514,169,70,45.75530612244898,0.6035714285714285,60.91,68.83,4900,0.8849056603773585,0.7717183673469388,1
1,2,3056.12,804.53,0.9129972539238655,366,70,36.979183673469386,1.3071428571428572,51.17,69.48,4900,0.7364485981308411,0.6236979591836734,1
2,3,4187.19,421.15,0.9558091454047748,180,70,50.66510204081633,0.6428571428571429,66.49,68.05,4900,0.9770992366412212,0.8545285714285713,2
3,4,1.77,9.63,0.4906542056074766,2,70,0.0214285714285714,0.0071428571428571,2.34,2.08,4900,1.125,0.0003612244897959,0
4,5,1580.75,548.88,0.8877722101713539,236,70,19.127142857142857,0.8428571428571429,32.73,62.73,4900,0.5217391304347826,0.3226020408163265,1
5,6,4094.27,306.49,0.9607773292171298,110,70,49.54081632653061,0.3928571428571428,65.97,68.44,4900,0.9639468690702088,0.835565306122449,2
6,7,3630.12,311.85,0.934089064608948,161,70,43.92448979591837,0.575,63.38,63.25,4900,1.002053388090349,0.7408408163265305,1
7,8,3574.2,287.43,0.9545892718787726,118,70,43.24795918367347,0.4214285714285714,59.61,67.92,4900,0.8776290630975143,0.7294285714285714,1
8,9,2318.73,250.73,0.9298289517290824,137,70,28.05673469387755,0.4892857142857142,47.01,68.44,4900,0.6869070208728653,0.4732102040816326,1
0,1,5627.35,403.01,0.9532497735772508,205,80,52.1321875,0.640625,69.35,94.03,6400,0.7375690607734806,0.8792734375000001,1
1,2,2249.06,290.72,0.9347778844873152,119,80,20.83546875,0.371875,31.95,82.6,6400,0.3867924528301887,0.351415625,1
2,3,5634.9,358.14,0.9656733242766714,152,80,52.2021875,0.475,78.7,76.88,6400,1.023648648648649,0.880453125,1
3,4,6764.43,407.62,0.9600850293724776,192,80,62.66625,0.6,81.56,91.17,6400,0.8945868945868946,1.0569421875,2
4,5,6411.96,415.69,0.9631673355223156,189,80,59.4009375,0.590625,76.36,91.04,6400,0.8388017118402282,1.00186875,2
5,6,1416.04,208.23,0.9216523591015874,96,80,13.11828125,0.3,24.42,69.74,6400,0.3500931098696462,0.22125625,1
0,1,270.85,226.52,0.7294571882807177,123,90,1.982592592592593,0.3416666666666667,27.53,19.09,8100,1.4421768707482994,0.0334382716049382,1
1,2,5.06,21.93,0.4608294930875576,8,90,0.037037037037037,0.0222222222222222,6.1,2.47,8100,2.473684210526316,0.0006246913580246,0
2,3,2.01,7.99,0.7,1,90,0.0146913580246913,0.0027777777777777,2.6,1.56,8100,1.6666666666666667,0.0002481481481481,0
3,4,2.73,11.55,0.6022304832713755,4,90,0.02,0.0111111111111111,3.77,1.69,8100,2.230769230769231,0.000337037037037,0
4,5,1456.74,446.41,0.8968754218543941,226,90,10.662962962962965,0.6277777777777778,63.38,28.83,8100,2.1981981981981984,0.1798444444444444,1
5,6,39.03,64.56,0.7065648854961832,29,90,0.285679012345679,0.0805555555555555,13.38,5.71,8100,2.340909090909091,0.0048185185185185,1
6,7,14237.52,642.06,0.9601284805828942,306,90,104.21530864197533,0.85,86.23,193.38,8100,0.4459368703828072,1.757718518518519,3
