label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
1,974.5,186.16,0.839930802889997,102,30,64.19777777777777,0.85,30.65,51.95,900,0.59,1.0827777777777778,NO_CATEGORY
2,2.78,16.27,0.4308093994778068,4,30,0.18333333333333332,0.03333333333333333,3.25,2.86,900,1.1363636363636365,0.003088888888888889,NO_CATEGORY
3,295.02,167.92,0.8488377735720871,84,30,19.435555555555556,0.7,27.79,15.97,900,1.7398373983739837,0.3278,NO_CATEGORY
4,815.97,144.01,0.9241275238295352,62,30,53.754444444444445,0.5166666666666667,31.69,33.77,900,0.9384615384615385,0.9066333333333334,NO_CATEGORY
5,816.27,154.7,0.9153270038204032,83,30,53.77444444444444,0.6916666666666667,33.64,33.77,900,0.9961538461538462,0.9069666666666667,NO_CATEGORY
6,770.26,130.03,0.930956457925636,53,30,50.74333333333333,0.44166666666666665,29.87,30.39,900,0.9829059829059829,0.8558444444444444,NO_CATEGORY
7,4.6,17.92,0.5652173913043478,2,30,0.30333333333333334,0.016666666666666666,7.79,1.56,900,5.0,0.0051111111111111105,NO_CATEGORY
8,641.91,127.98,0.913496387682116,55,30,42.28777777777778,0.4583333333333333,27.66,26.36,900,1.0492610837438423,0.7132333333333333,NO_CATEGORY
9,851.88,165.95,0.9232119029775723,88,30,56.12,0.7333333333333333,35.45,33.25,900,1.06640625,0.9465333333333333,NO_CATEGORY
10,899.19,149.49,0.9300779818914534,69,30,59.236666666666665,0.575,33.77,32.86,900,1.0276679841897234,0.9991000000000001,NO_CATEGORY
11,761.53,142.03,0.9321208117426041,58,30,50.16777777777778,0.48333333333333334,30.52,28.57,900,1.0681818181818181,0.8461444444444444,NO_CATEGORY
12,784.36,130.18,0.9485783053889772,48,30,51.672222222222224,0.4,33.12,27.4,900,1.2085308056872037,0.8715111111111111,NO_CATEGORY
13,687.72,125.35,0.9293870945684134,48,30,45.30555555555556,0.4,30.26,28.57,900,1.059090909090909,0.7641333333333333,NO_CATEGORY
14,1005.58,160.6,0.8465284679823939,75,30,66.24555555555555,0.625,45.19,29.87,900,1.5130434782608695,1.1173111111111111,NO_CATEGORY
15,1017.32,166.24,0.9300715475235922,72,30,67.0188888888889,0.6,42.73,30.39,900,1.4059829059829059,1.1303555555555556,NO_CATEGORY
16,560.9,112.84,0.9247281928648889,56,30,36.95111111111111,0.4666666666666667,30.26,24.42,900,1.2393617021276595,0.6232222222222222,NO_CATEGORY
17,801.42,138.84,0.9270691068014204,64,30,52.79555555555555,0.5333333333333333,32.08,28.96,900,1.1076233183856503,0.8904666666666666,NO_CATEGORY
18,786.51,131.48,0.9184770833743673,57,30,51.81333333333333,0.475,31.82,31.69,900,1.0040983606557377,0.8739,NO_CATEGORY
19,814.64,140.02,0.9306896352390311,62,30,53.666666666666664,0.5166666666666667,32.86,31.17,900,1.0541666666666667,0.9051555555555555,NO_CATEGORY
20,871.63,146.29,0.9194406390663085,70,30,57.42111111111111,0.5833333333333334,36.75,30.26,900,1.2145922746781115,0.9684777777777778,NO_CATEGORY
21,859.28,161.51,0.9239571998549148,79,30,56.60777777777778,0.6583333333333333,31.3,33.12,900,0.9450980392156862,0.9547555555555556,NO_CATEGORY
22,786.12,128.04,0.9313045737007213,54,30,51.78777777777778,0.45,31.43,28.18,900,1.1152073732718895,0.8734666666666667,NO_CATEGORY
23,625.03,117.74,0.926334208223972,45,30,41.175555555555555,0.375,27.01,28.57,900,0.9454545454545454,0.6944777777777777,NO_CATEGORY
24,795.34,136.19,0.9243012270179153,68,30,52.39555555555555,0.5666666666666667,32.47,31.43,900,1.0330578512396693,0.8837111111111111,NO_CATEGORY
25,726.7,133.39,0.9019090680733484,55,30,47.873333333333335,0.4583333333333333,34.03,28.18,900,1.207373271889401,0.8074444444444445,NO_CATEGORY
26,781.87,137.02,0.9117138024623372,58,30,51.507777777777775,0.48333333333333334,30.91,29.09,900,1.0625,0.8687444444444444,NO_CATEGORY
27,721.03,130.9,0.9159274971075974,65,30,47.5,0.5416666666666666,31.17,26.75,900,1.1650485436893203,0.8011444444444444,NO_CATEGORY
28,597.0,120.3,0.9179460580912863,49,30,39.32888888888889,0.4083333333333333,27.27,25.84,900,1.0552763819095476,0.6633333333333333,NO_CATEGORY
