label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
1,19.06,20.78,0.8560606060606061,11,50,0.452,0.055,5.32,6.36,2500,0.8367346938775511,0.007624,NO_CATEGORY
2,195.61,106.85,0.8199363732767763,61,50,4.6392,0.305,26.1,17.79,2500,1.467153284671533,0.07824400000000001,NO_CATEGORY
3,347.85,408.79,0.7316588619270612,166,50,8.2496,0.83,47.4,18.18,2500,2.607142857142857,0.13914,NO_CATEGORY
4,2.01,8.26,0.7,2,50,0.0476,0.01,2.08,2.6,2500,0.8,0.0008039999999999999,NO_CATEGORY
5,391.36,155.58,0.7965397686313549,84,50,9.2816,0.42,59.87,13.38,2500,4.475728155339806,0.15654400000000002,NO_CATEGORY
6,116.63,145.06,0.6267560953503127,72,50,2.766,0.36,48.57,6.23,2500,7.791666666666667,0.046652,NO_CATEGORY
7,18.47,30.4,0.7353928811282741,13,50,0.438,0.065,5.32,7.27,2500,0.7321428571428571,0.007388,NO_CATEGORY
8,63.54,37.99,0.8586733530886711,16,50,1.5068,0.08,10.91,9.87,2500,1.105263157894737,0.025416,NO_CATEGORY
9,312.13,128.21,0.7719517790848037,44,50,7.4024,0.22,47.92,10.39,2500,4.6125,0.124852,NO_CATEGORY
10,2187.5,216.81,0.9559670084247923,87,50,51.8788,0.435,46.62,58.44,2500,0.7977777777777778,0.875,NO_CATEGORY
11,1331.17,203.38,0.9256001594952444,109,50,31.57,0.545,40.65,42.21,2500,0.963076923076923,0.532468,NO_CATEGORY
12,2107.69,219.33,0.9536837767297037,101,50,49.986,0.505,49.61,50.91,2500,0.9744897959183674,0.843076,NO_CATEGORY
13,633.11,139.38,0.8953155559795831,53,50,15.0148,0.265,42.99,20.13,2500,2.1354838709677417,0.253244,NO_CATEGORY
14,720.81,164.3,0.9059823624183838,73,50,17.0948,0.365,46.49,20.26,2500,2.2948717948717947,0.28832399999999997,NO_CATEGORY
15,2110.08,225.05,0.9424824094860708,114,50,50.0428,0.57,46.88,57.53,2500,0.8148984198645598,0.844032,NO_CATEGORY
16,2359.23,229.77,0.9386088520278069,111,50,55.9516,0.555,52.47,53.9,2500,0.9734939759036144,0.943692,NO_CATEGORY
17,1719.46,213.91,0.9236923411465175,106,50,40.7788,0.53,41.69,50.52,2500,0.8251928020565553,0.6877840000000001,NO_CATEGORY
18,2278.52,238.34,0.9394641131023165,134,50,54.0376,0.67,50.39,68.31,2500,0.7376425855513308,0.911408,NO_CATEGORY
19,2160.68,224.66,0.9382791099652834,122,50,51.2428,0.61,48.31,55.71,2500,0.8671328671328671,0.8642719999999999,NO_CATEGORY
20,2429.17,243.22,0.9078222502363694,112,50,57.6104,0.56,50.0,64.16,2500,0.7793522267206477,0.971668,NO_CATEGORY
21,1913.1,206.8,0.954869558629166,84,50,45.3712,0.42,46.49,48.96,2500,0.9496021220159151,0.7652399999999999,NO_CATEGORY
22,1317.47,183.5,0.9327482237745537,90,50,31.2452,0.45,43.51,38.57,2500,1.127946127946128,0.526988,NO_CATEGORY
