label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
1,85.24,48.89,0.8488411152166611,24,10,50.54,0.6,10.0,14.03,100,0.7129629629629629,0.8523999999999999,2
2,83.69,45.88,0.8715966976989286,19,10,49.62,0.475,11.17,11.69,100,0.9555555555555556,0.8369,2
3,61.19,58.21,0.7589958158995815,24,10,36.28,0.6,11.3,10.26,100,1.1012658227848102,0.6119,1
4,36.97,58.16,0.7103046014257939,26,10,21.92,0.65,8.57,7.53,100,1.1379310344827587,0.3697,1
5,46.92,64.5,0.735978835978836,33,10,27.82,0.825,7.92,9.61,100,0.8243243243243243,0.4692,1
6,14.91,52.33,0.541334966319657,19,10,8.84,0.475,6.49,5.71,100,1.1363636363636365,0.1491,0
7,11.28,38.89,0.6115173674588665,14,10,6.69,0.35,6.62,3.77,100,1.7586206896551724,0.1128,0
8,100.52,51.23,0.873900293255132,29,10,59.6,0.725,10.39,15.71,100,0.6611570247933884,1.0051999999999999,2
9,88.68,50.38,0.8372611464968153,28,10,52.58,0.7,10.52,12.34,100,0.8526315789473684,0.8868,2
10,165.63,63.2,0.9139985107967238,25,10,98.2,0.625,10.91,20.13,100,0.5419354838709678,1.6562999999999999,2
11,13.64,46.12,0.586231884057971,13,10,8.09,0.325,6.62,4.16,100,1.59375,0.1364,0
12,117.49,75.87,0.832855093256815,36,10,69.66,0.9,19.74,10.13,100,1.9487179487179487,1.1749,2
13,56.08,55.67,0.6234764672792049,30,10,33.25,0.75,11.17,16.62,100,0.671875,0.5608,1
14,110.1,52.94,0.8931454371323027,25,10,65.28,0.625,11.04,15.45,100,0.7142857142857143,1.101,2
15,114.66,59.07,0.8476309226932668,27,10,67.98,0.675,10.26,17.92,100,0.572463768115942,1.1466,2
16,126.55,68.32,0.7289419994170796,31,10,75.03,0.775,10.0,22.6,100,0.4425287356321839,1.2655,2
17,75.54,40.63,0.8945476333133613,12,10,44.79,0.3,9.48,10.65,100,0.8902439024390244,0.7554000000000001,1
18,47.93,38.01,0.8283299329641504,19,10,28.42,0.475,7.66,11.17,100,0.686046511627907,0.4793,1
19,98.28,52.92,0.889075373817516,17,10,58.27,0.425,10.78,12.08,100,0.8924731182795699,0.9828,2
20,97.69,46.07,0.8913511849799939,21,10,57.92,0.525,9.61,14.03,100,0.6851851851851852,0.9769,2
