label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
21,186.44,80.15,0.8909486580156364,46,10,110.54,1.15,25.58,10.91,100,2.3452380952380953,1.8644,3
22,1.91,8.21,0.6384180790960452,1,10,1.13,0.025,2.6,1.82,100,1.4285714285714286,0.0191,0
23,117.0,66.11,0.7606359649122807,28,10,69.37,0.7,10.0,21.17,100,0.4723926380368098,1.17,2
24,111.13,58.57,0.8518422753716871,30,10,65.89,0.75,10.91,17.92,100,0.6086956521739131,1.1113,2
25,89.21,42.71,0.9045664443304259,14,10,52.89,0.35,10.65,10.65,100,1.0,0.8920999999999999,2
26,139.67,66.87,0.7719772536589913,29,10,82.81,0.725,11.56,21.69,100,0.5329341317365269,1.3966999999999998,2
27,138.83,59.78,0.8845781837721655,27,10,82.31,0.675,10.78,17.53,100,0.6148148148148148,1.3883,2
28,81.48,39.73,0.9104787033546928,15,10,48.31,0.375,9.48,10.91,100,0.8690476190476191,0.8148000000000001,2
29,89.19,51.75,0.8310545340248311,26,10,52.88,0.65,12.47,11.17,100,1.1162790697674418,0.8919,2
30,78.5,51.89,0.8437273386511965,20,10,46.54,0.5,10.52,10.78,100,0.9759036144578314,0.785,1
31,119.06,70.12,0.803711715814642,36,10,70.59,0.9,9.48,22.6,100,0.41954022988505746,1.1906,2
32,93.37,45.56,0.8927592323818739,16,10,55.36,0.4,10.0,12.73,100,0.7857142857142857,0.9337000000000001,2
33,64.85,56.46,0.5305643714640541,31,10,38.45,0.775,9.48,19.09,100,0.4965986394557823,0.6485,1
34,194.62,74.35,0.8377377668070277,30,10,115.39,0.75,11.04,25.84,100,0.4271356783919598,1.9462000000000002,3
35,96.04,43.24,0.8971167480699543,17,10,56.94,0.425,10.13,12.21,100,0.8297872340425532,0.9604,2
36,83.0,41.88,0.9029357798165137,13,10,49.21,0.325,9.74,11.3,100,0.8620689655172413,0.83,2
37,101.64,50.53,0.8540249433106576,16,10,60.26,0.4,10.13,13.77,100,0.7358490566037735,1.0164,2
38,79.09,40.21,0.9062620796289138,18,10,46.89,0.45,9.87,10.91,100,0.9047619047619048,0.7909,1
39,169.79,93.66,0.6421099630054854,50,10,100.67,1.25,21.95,23.64,100,0.9285714285714286,1.6979,2
40,135.96,64.65,0.7834580620079696,31,10,80.61,0.775,12.6,17.92,100,0.7028985507246377,1.3596000000000001,2
41,238.08,83.27,0.8902062180740367,40,10,141.16,1.0,12.08,30.13,100,0.40086206896551724,2.3808000000000002,3
42,129.55,67.52,0.8268030139935414,36,10,76.81,0.9,9.74,24.55,100,0.3968253968253968,1.2955,2
43,164.14,64.33,0.904208863699712,26,10,97.32,0.65,11.04,20.78,100,0.53125,1.6414,2
44,170.57,67.11,0.8491896884709044,38,10,101.13,0.95,15.84,15.58,100,1.0166666666666666,1.7057,3
45,73.54,39.96,0.9119431081363731,21,10,43.6,0.525,9.61,12.08,100,0.7956989247311828,0.7354,1
46,179.27,97.57,0.7273162720678801,45,10,106.29,1.125,12.21,27.66,100,0.4413145539906103,1.7927000000000002,3
47,224.29,73.18,0.9004604550379198,35,10,132.98,0.875,14.42,26.23,100,0.5495049504950495,2.2429,3
48,74.48,40.49,0.9064039408866995,15,10,44.16,0.375,9.74,10.52,100,0.9259259259259259,0.7448,1
49,105.35,51.05,0.8447389775493643,20,10,62.46,0.5,11.82,13.9,100,0.8504672897196262,1.0534999999999999,2
50,90.64,46.15,0.8850461133069829,12,10,53.74,0.3,10.39,12.08,100,0.8602150537634409,0.9064,2
51,113.24,47.71,0.9170878295314848,18,10,67.14,0.45,12.86,14.42,100,0.8918918918918919,1.1323999999999999,2
52,90.89,44.98,0.8966722129783694,15,10,53.89,0.375,12.34,9.74,100,1.2666666666666666,0.9089,2
53,98.62,68.32,0.5423933209647496,35,10,58.47,0.875,13.25,18.31,100,0.723404255319149,0.9862000000000001,2
54,119.29,58.6,0.8623506461838576,28,10,70.73,0.7,10.52,17.14,100,0.6136363636363636,1.1929,2
55,71.8,39.02,0.9015247776365947,17,10,42.57,0.425,9.09,10.0,100,0.9090909090909091,0.718,1
56,119.43,52.58,0.8470095693779904,19,10,70.81,0.475,13.12,12.73,100,1.030612244897959,1.1943000000000001,2
57,117.25,49.36,0.8963383187209902,17,10,69.52,0.425,10.78,15.32,100,0.7033898305084746,1.1725,2
58,82.41,43.99,0.8771992818671455,12,10,48.86,0.3,9.74,10.39,100,0.9375,0.8240999999999999,2
59,135.65,57.67,0.8972556894243642,27,10,80.43,0.675,12.86,17.79,100,0.7226277372262774,1.3565,2
60,90.93,48.53,0.843397997496871,25,10,53.91,0.625,10.13,15.06,100,0.6724137931034483,0.9093000000000001,2
61,155.69,60.15,0.892660284305193,28,10,92.31,0.7,11.82,19.22,100,0.6148648648648649,1.5569,2
62,110.54,45.87,0.9245309634645225,14,10,65.54,0.35,9.74,14.55,100,0.6696428571428571,1.1054000000000002,2
63,284.94,80.48,0.9323399558498896,37,10,168.94,0.925,21.95,21.43,100,1.0242424242424242,2.8494,3
64,110.17,46.81,0.9257369614512472,19,10,65.32,0.475,10.65,12.86,100,0.8282828282828283,1.1017000000000001,2
65,87.23,41.77,0.8914167528438469,15,10,51.72,0.375,10.52,10.78,100,0.9759036144578314,0.8723000000000001,2
66,99.63,47.38,0.8619582664526485,16,10,59.07,0.4,10.26,12.86,100,0.797979797979798,0.9963,2
67,101.37,44.08,0.9240467404674046,14,10,60.1,0.35,9.87,13.25,100,0.7450980392156863,1.0137,2
68,111.72,51.63,0.8823764486479286,30,10,66.24,0.75,11.43,14.94,100,0.7652173913043478,1.1172,2
69,113.64,62.78,0.771556166265888,31,10,67.38,0.775,8.7,23.51,100,0.3701657458563536,1.1364,2
70,120.81,54.59,0.8874984512451989,19,10,71.63,0.475,10.78,15.45,100,0.6974789915966386,1.2081,2
71,124.12,63.46,0.8288095506250704,31,10,73.59,0.775,9.87,24.03,100,0.41081081081081083,1.2412,2
72,181.03,70.08,0.8626426619514548,30,10,107.33,0.75,12.47,21.82,100,0.5714285714285714,1.8103,3
73,72.93,41.75,0.8547143704289385,19,10,43.24,0.475,10.0,11.3,100,0.8850574712643678,0.7293000000000001,1
74,91.99,43.39,0.8816682832201745,16,10,54.54,0.4,10.0,12.6,100,0.7938144329896907,0.9198999999999999,2
75,97.47,48.71,0.8636975041099985,21,10,57.79,0.525,10.13,13.12,100,0.7722772277227723,0.9747,2
76,96.44,46.12,0.8775322283609577,22,10,57.18,0.55,9.61,15.06,100,0.6379310344827587,0.9643999999999999,2
77,187.57,66.19,0.9085042071726166,22,10,111.21,0.55,10.78,21.82,100,0.49404761904761907,1.8757,3
78,85.58,43.48,0.8966248453790422,7,10,50.74,0.175,9.87,11.17,100,0.8837209302325582,0.8558,2
79,117.24,50.04,0.9110091743119266,24,10,69.51,0.6,11.95,14.81,100,0.8070175438596491,1.1723999999999999,2
80,205.24,110.51,0.48592421035818395,64,10,121.69,1.6,16.88,34.81,100,0.48507462686567165,2.0524,3
81,104.15,48.77,0.8557372505543237,18,10,61.75,0.45,10.52,13.77,100,0.7641509433962265,1.0415,2
82,56.18,39.22,0.8460756921513843,14,10,33.31,0.35,7.92,10.91,100,0.7261904761904762,0.5618,1
83,133.39,62.68,0.8720917410960415,24,10,79.09,0.6,13.25,20.13,100,0.6580645161290323,1.3338999999999999,2
84,99.31,57.53,0.8464634847613571,28,10,58.88,0.7,11.69,12.99,100,0.9,0.9931,2
85,95.65,43.12,0.9210654539548482,16,10,56.71,0.4,11.56,10.78,100,1.072289156626506,0.9565,2
86,93.83,46.27,0.8925076207283812,20,10,55.63,0.5,10.26,12.08,100,0.8494623655913979,0.9383,2
87,136.04,79.27,0.6513242894056848,44,10,80.66,1.1,12.34,25.32,100,0.48717948717948717,1.3603999999999998,2
88,102.92,47.38,0.8908029197080292,17,10,61.02,0.425,10.65,12.86,100,0.8282828282828283,1.0292000000000001,2
89,112.3,55.27,0.9096871157261921,24,10,66.58,0.6,12.34,12.34,100,1.0,1.123,2
90,119.48,48.56,0.9001270648030496,18,10,70.84,0.45,11.43,13.77,100,0.8301886792452831,1.1948,2
91,65.73,42.63,0.8669632925472748,19,10,38.97,0.475,8.31,11.17,100,0.7441860465116279,0.6573,1
92,43.87,60.39,0.706601466992665,28,10,26.01,0.7,8.18,10.78,100,0.7590361445783133,0.4387,1
93,111.18,48.39,0.918233737289316,17,10,65.92,0.425,10.13,15.97,100,0.6341463414634146,1.1118000000000001,2
94,67.35,40.24,0.8678548141708324,13,10,39.93,0.325,8.57,10.0,100,0.8571428571428571,0.6735,1
95,87.2,41.21,0.9065404173242153,9,10,51.7,0.225,10.39,10.91,100,0.9523809523809523,0.872,2
96,108.84,46.66,0.9126007636826474,19,10,64.53,0.475,11.95,13.25,100,0.9019607843137255,1.0884,2
97,88.31,42.67,0.9036934760096652,16,10,52.36,0.4,10.0,12.34,100,0.8105263157894737,0.8831,2
98,89.75,43.28,0.8994252873563219,13,10,53.21,0.325,10.0,11.3,100,0.8850574712643678,0.8975,2
99,144.98,68.55,0.7882622650160477,34,10,85.96,0.85,10.39,24.42,100,0.425531914893617,1.4498,2
100,157.53,72.62,0.859245630174793,33,10,93.4,0.825,10.0,27.79,100,0.3598130841121495,1.5753,2
101,77.8,38.73,0.9181926751592356,9,10,46.13,0.225,9.48,12.08,100,0.7849462365591398,0.778,1
102,145.93,56.6,0.9347450302506483,20,10,86.52,0.5,9.35,20.13,100,0.4645161290322581,1.4593,2
103,98.06,44.98,0.9205193160227992,16,10,58.14,0.4,10.13,12.47,100,0.8125,0.9806,2
104,94.45,44.59,0.8952837729816147,20,10,56.0,0.5,10.26,11.69,100,0.8777777777777778,0.9445,2
105,119.99,54.91,0.8799010513296227,23,10,71.14,0.575,12.99,15.71,100,0.8264462809917356,1.1999,2
106,75.0,42.33,0.8842712268840723,16,10,44.47,0.4,9.22,12.08,100,0.7634408602150538,0.75,1
107,85.24,41.45,0.9073608617594255,16,10,50.54,0.4,10.65,10.78,100,0.9879518072289156,0.8523999999999999,2
108,104.28,46.24,0.9042117578239252,19,10,61.83,0.475,10.65,13.77,100,0.7735849056603774,1.0428,2
109,90.93,44.29,0.9188682461223794,21,10,53.91,0.525,10.52,11.04,100,0.9529411764705882,0.9093000000000001,2
110,81.85,43.97,0.8810820624546115,15,10,48.53,0.375,9.87,11.56,100,0.8539325842696629,0.8184999999999999,2
111,86.98,41.78,0.9044195019291477,12,10,51.57,0.3,10.39,11.43,100,0.9090909090909091,0.8698,2
112,67.75,37.38,0.8942564559216385,10,10,40.17,0.25,8.18,10.65,100,0.7682926829268293,0.6775,1
