label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
1,181.9,87.01,0.8301262315270936,43,30,11.983333333333333,0.35833333333333334,31.04,9.35,900,3.3194444444444446,0.20211111111111113,NO_CATEGORY
2,180.97,102.8,0.8209640397857689,54,30,11.922222222222222,0.45,25.84,10.39,900,2.4875,0.20107777777777777,NO_CATEGORY
3,316.38,105.45,0.8833113580711999,42,30,20.842222222222222,0.35,26.49,15.19,900,1.7435897435897436,0.3515333333333333,NO_CATEGORY
4,45.37,68.08,0.5370333399880216,31,30,2.988888888888889,0.25833333333333336,27.4,4.55,900,6.0285714285714285,0.05041111111111111,NO_CATEGORY
5,245.86,178.59,0.8160900235136043,74,30,16.196666666666665,0.6166666666666667,30.13,12.99,900,2.32,0.2731777777777778,NO_CATEGORY
6,905.43,160.92,0.924119054586769,82,30,59.647777777777776,0.6833333333333333,39.22,36.23,900,1.082437275985663,1.0060333333333333,NO_CATEGORY
7,764.83,160.9,0.879005214289868,89,30,50.385555555555555,0.7416666666666667,41.17,29.35,900,1.4026548672566372,0.8498111111111112,NO_CATEGORY
8,827.79,142.46,0.9271047809743289,63,30,54.53333333333333,0.525,34.03,28.83,900,1.1801801801801801,0.9197666666666666,NO_CATEGORY
9,696.79,141.43,0.9144292702361717,65,30,45.903333333333336,0.5416666666666666,32.47,27.4,900,1.1848341232227488,0.7742111111111111,NO_CATEGORY
10,706.59,124.75,0.9410786890401419,43,30,46.54888888888889,0.35833333333333334,28.57,30.0,900,0.9523809523809523,0.7851,NO_CATEGORY
11,790.67,143.77,0.9236149420758137,70,30,52.08777777777778,0.5833333333333334,32.34,29.48,900,1.0969162995594715,0.8785222222222222,NO_CATEGORY
12,715.09,138.96,0.92898617410548,59,30,47.10888888888889,0.49166666666666664,30.13,30.78,900,0.9789029535864979,0.7945444444444445,NO_CATEGORY
13,895.71,141.2,0.935756700086339,62,30,59.007777777777775,0.5166666666666667,37.01,30.0,900,1.2337662337662338,0.9952333333333334,NO_CATEGORY
14,803.46,136.5,0.9301921424666094,51,30,52.93,0.425,32.21,29.09,900,1.1071428571428572,0.8927333333333334,NO_CATEGORY
15,703.03,129.9,0.9299881751857388,54,30,46.31444444444445,0.45,29.35,29.09,900,1.0089285714285714,0.7811444444444444,NO_CATEGORY
16,765.49,129.39,0.9250366867764552,45,30,50.42888888888889,0.375,31.17,29.61,900,1.0526315789473684,0.8505444444444444,NO_CATEGORY
17,816.66,138.18,0.9083746060333183,60,30,53.8,0.5,33.38,28.57,900,1.1681818181818182,0.9074,NO_CATEGORY
18,831.72,137.16,0.925144926176763,63,30,54.79222222222222,0.525,32.86,32.73,900,1.003968253968254,0.9241333333333334,NO_CATEGORY
19,864.65,134.3,0.9240100214487843,52,30,56.96111111111111,0.43333333333333335,32.99,30.13,900,1.0948275862068966,0.9607222222222221,NO_CATEGORY
20,741.2,147.93,0.9114779939436678,72,30,48.82888888888889,0.6,30.78,31.3,900,0.983402489626556,0.8235555555555556,NO_CATEGORY
21,783.49,159.87,0.9090428758732706,81,30,51.614444444444445,0.675,32.99,31.43,900,1.0495867768595042,0.8705444444444445,NO_CATEGORY
22,814.42,132.97,0.9288462278305698,54,30,53.65222222222222,0.45,31.3,29.61,900,1.0570175438596492,0.9049111111111111,NO_CATEGORY
23,771.53,152.47,0.9147702275726913,89,30,50.82666666666667,0.7416666666666667,33.64,33.64,900,1.0,0.8572555555555555,NO_CATEGORY
24,866.74,145.36,0.9257944800749441,65,30,57.09888888888889,0.5416666666666666,35.32,30.0,900,1.1774891774891776,0.9630444444444445,NO_CATEGORY
25,824.35,128.1,0.9464022926186972,58,30,54.306666666666665,0.48333333333333334,34.03,28.83,900,1.1801801801801801,0.9159444444444444,NO_CATEGORY
26,721.84,126.11,0.9315253351906669,56,30,47.553333333333335,0.4666666666666667,30.0,28.44,900,1.0547945205479452,0.8020444444444444,NO_CATEGORY
27,853.55,140.92,0.9235022536907608,54,30,56.23,0.45,36.62,28.44,900,1.2876712328767124,0.9483888888888888,NO_CATEGORY
28,793.27,151.76,0.9112273563886467,73,30,52.25888888888889,0.6083333333333333,33.77,31.3,900,1.0788381742738589,0.8814111111111111,NO_CATEGORY
29,816.97,140.54,0.9276289331060765,63,30,53.82,0.525,32.86,28.83,900,1.1396396396396395,0.9077444444444445,NO_CATEGORY
30,814.89,135.44,0.9044873354924462,51,30,53.68333333333333,0.425,33.25,30.65,900,1.0847457627118644,0.9054333333333333,NO_CATEGORY
